"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.176,0.209,0.145,0.399,0.07,0.119,0.155,0.339,0.104,0.102,0.247,0.184,0.032,0.165,0.158,0,0,0
"De acuerdo",0.102,0.124,0.081,0.038,0.099,0.16,0.142,0.068,0.087,0.173,0.089,0.186,0.013,0.036,0.18,0,0,0
"Ni de acuerdo ni en desacuerdo",0.165,0.159,0.17,0,0.208,0.203,0.285,0.164,0.19,0.12,0.19,0.184,0.128,0.071,0.266,0,0,0
"En desacuerdo",0.376,0.362,0.389,0.267,0.44,0.392,0.37,0.294,0.4,0.435,0.34,0.285,0.589,0.403,0.296,0,0,0
"Muy en desacuerdo",0.157,0.146,0.168,0.244,0.155,0.126,0.048,0.104,0.189,0.165,0.131,0.123,0.238,0.29,0.078,0,0,0
"No sabe",0.024,0,0.047,0.052,0.028,0,0,0.031,0.03,0.005,0.003,0.038,0,0.035,0.022,0,0,0
