"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Weretilneck","Tortoriello","Horne","Massa","Milei","Alto Valle","Comarca Andina","Resto"
"Muy de acuerdo",0.261,0.327,0.198,0.435,0.164,0.229,0.272,0.446,0.211,0.125,0.275,0.339,0.086,0.268,0.237,0,0,0
"De acuerdo",0.157,0.145,0.168,0.046,0.203,0.173,0.198,0.116,0.183,0.161,0.164,0.205,0.078,0.095,0.227,0,0,0
"Ni de acuerdo ni en desacuerdo",0.213,0.155,0.268,0.128,0.23,0.257,0.252,0.23,0.22,0.18,0.263,0.191,0.136,0.173,0.223,0,0,0
"En desacuerdo",0.222,0.216,0.227,0.223,0.229,0.226,0.194,0.149,0.226,0.302,0.145,0.197,0.464,0.244,0.205,0,0,0
"Muy en desacuerdo",0.143,0.155,0.133,0.168,0.172,0.108,0.074,0.059,0.157,0.223,0.146,0.065,0.232,0.215,0.104,0,0,0
"No sabe",0.004,0.002,0.006,0,0.002,0.007,0.01,0,0.003,0.009,0.007,0.003,0.004,0.005,0.004,0,0,0
