"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.321,0.151,0.115,0.18,0.28
"P06","Casi siempre",0.324,0.469,0.202,0.117,0.172
"P06","Casi nunca",0.241,0.275,0.489,0.291,0.285
"P06","Nunca, pero esta es una excepción",0.114,0.105,0.194,0.412,0.263
"P10","Unidos para Cambiar cordoba",0.283,0.216,0.199,0.122,0
"P10","Juntos Avancemos",0.292,0.345,0.289,0.119,0.163
"P10","De los liberales libertarios",0.228,0.211,0.195,0.281,0.289
"P10","Hacemos por nuestro país",0.088,0.083,0.095,0.059,0.119
"P10","De la Izquierda",0.027,0.04,0.033,0.083,0.137
"P10","En blanco",0.011,0.018,0.057,0.186,0
"P10","No sabe",0.071,0.087,0.132,0.15,0.292
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.312,0.246,0.138,0.142,0.14
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.264,0.291,0.281,0.106,0.162
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.243,0.226,0.237,0.305,0.259
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.123,0.165,0.265,0.163,0.159
"P14","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.022,0.012,0.058,0.14
"P14","En blanco",0.011,0.021,0.007,0.133,0
"P14","No sabe",0.028,0.029,0.06,0.093,0.14
"P18","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.364,0.383,0.448,0.448,0.092
"P18","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.214,0.27,0.217,0.274,0.229
"P18","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.261,0.221,0.129,0.066,0.27
"P18","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.085,0.066,0.112,0.114,0.291
"P18","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.029,0.023,0.04,0.006,0
"P18","No sabe",0.047,0.037,0.054,0.092,0.118
"P19","Totalmente seguro.",0.745,0.628,0.495,0.619,0.393
"P19","Bastante seguro",0.111,0.204,0.236,0.134,0.392
"P19","Algo seguro",0.086,0.103,0.139,0.12,0
"P19","Para nada seguro",0.058,0.065,0.13,0.127,0.215
"P20","Tiene Decidido que va a ir a votar.",0.948,0.908,0.852,0.836,0.725
"P20","Tiene dudas sobre si va a ir a  votar",0.02,0.064,0.109,0.049,0.241
"P20","Tiene Decidido que no va a ir a votar",0.032,0.028,0.039,0.115,0.034
"P21","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.499,0.399,0.396,0.406,0.383
"P21","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.321,0.408,0.351,0.096,0.346
"P21","En blanco",0.101,0.083,0.113,0.285,0.192
"P21","No sabe",0.079,0.11,0.14,0.213,0.079
"P22","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.37,0.389,0.421,0.224,0.445
"P22","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.301,0.306,0.294,0.349,0.096
"P22","En blanco",0.205,0.177,0.136,0.305,0.214
"P22","No sabe",0.124,0.128,0.149,0.122,0.245
"P23","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.397,0.306,0.256,0.297,0.201
"P23","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.367,0.382,0.422,0.407,0.108
"P23","En blanco",0.149,0.182,0.135,0.183,0.157
"P23","No sabe",0.087,0.13,0.187,0.113,0.534
"P24","Si",0.519,0.475,0.38,0.338,0.024
"P24","No",0.481,0.525,0.62,0.662,0.976
"P14_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.32,0.254,0.152,0.168,0.14
"P14_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.266,0.295,0.286,0.107,0.162
"P14_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.247,0.233,0.257,0.332,0.259
"P14_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.136,0.174,0.286,0.163,0.277
"P14_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.019,0.023,0.012,0.058,0.14
"P14_imputada","En blanco",0.012,0.021,0.007,0.172,0.022
