"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Si",0.581,0.596,0.566,0.53,0.598,0.609,0.553,0.575,0.57,0.601,0.573,0.591,0.539,0.591,0.604,0.603,0.504
"No",0.419,0.404,0.434,0.47,0.402,0.391,0.447,0.425,0.43,0.399,0.427,0.409,0.461,0.409,0.396,0.397,0.496
