"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Daniel Scioli  por el Frente de Todos",0.249,0.243,0.255,0.24,0.24,0.267,0.254,0.257,0.235,0.259,0.23,0.222,0.245,0.277,0.468,0.086,0.228
"Patricia Bullrich por Juntos por el Cambio",0.281,0.255,0.305,0.185,0.229,0.337,0.429,0.261,0.282,0.298,0.285,0.266,0.213,0.293,0.137,0.485,0.243
"Javier Milei por la Libertad Avanza",0.284,0.355,0.214,0.42,0.322,0.21,0.143,0.296,0.298,0.251,0.283,0.316,0.32,0.265,0.186,0.325,0.283
"Al candidato del Frente de Izquierda",0.038,0.033,0.044,0.047,0.049,0.025,0.024,0.035,0.037,0.045,0.043,0.022,0.056,0.039,0.042,0.013,0.038
"En blanco",0.045,0.037,0.053,0.048,0.048,0.044,0.037,0.04,0.047,0.049,0.054,0.052,0.05,0.034,0.049,0.022,0.071
"No sabe",0.103,0.077,0.129,0.06,0.112,0.117,0.113,0.111,0.101,0.098,0.105,0.122,0.116,0.092,0.118,0.069,0.137
