"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Del Frente de Todos y el peronismo",0.33,0.316,0.266,0.242
"P06","De Juntos por el cambio",0.33,0.35,0.26,0.212
"P06","De los Liberales libertarios",0.198,0.189,0.247,0.272
"P06","De la Izquierda",0.032,0.029,0.035,0.048
"P06","No sabe",0.11,0.116,0.192,0.226
"P07","A Sergio Massa",0.314,0.268,0.298,0.3
"P07","A Daniel Scioli",0.147,0.11,0.098,0.082
"P07","A algún candidato del peronismo",0.131,0.147,0.164,0.176
"P07","A algún candidato del kirchnerismo",0.408,0.475,0.44,0.442
"P08","A Sergio Massa",0.216,0.156,0.181,0.117
"P08","A Daniel Scioli",0.099,0.082,0.062,0.094
"P08","A algún candidato del peronismo",0.095,0.107,0.148,0.115
"P08","A Cristina Fernández de Kirchner",0.59,0.655,0.609,0.674
"P09","A Horacio Rodriguez Larreta",0.212,0.205,0.236,0.153
"P09","A Patricia Bullrich",0.633,0.652,0.622,0.693
"P09","A Facundo Manes",0.06,0.078,0.094,0.033
"P09","A Gerardo Morales",0.095,0.065,0.048,0.121
"P10","Sergio Massa por el Frente de Todos",0.246,0.238,0.186,0.164
"P10","Patricia Bullrich por Juntos por el Cambio",0.227,0.241,0.172,0.143
"P10","Horacio Rodríguez Larreta por Juntos por el Cambio",0.095,0.112,0.089,0.07
"P10","Javier Milei por la Libertad Avanza",0.254,0.228,0.314,0.367
"P10","Al candidato del Frente de Izquierda",0.025,0.034,0.044,0.038
"P10","En blanco",0.038,0.034,0.05,0.05
"P10","No sabe",0.115,0.113,0.145,0.168
"P11","Javier Milei por la Libertad Avanza",0.226,0.206,0.279,0.321
"P11","Horacio Rodríguez Larreta por Juntos por el Cambio",0.109,0.11,0.093,0.086
"P11","Patricia Bullrich por Juntos por el Cambio",0.2,0.222,0.173,0.139
"P11","Sergio Massa  por el Frente de Todos",0.256,0.248,0.202,0.177
"P11","Facundo Manes por Juntos por el Cambio",0.046,0.048,0.047,0.036
"P11","Gerardo Morales por Juntos por el Cambio",0.025,0.023,0.02,0.025
"P11","Al candidato del Frente de Izquierda",0.036,0.042,0.062,0.041
"P11","En blanco",0.024,0.024,0.039,0.041
"P11","No sabe",0.078,0.077,0.085,0.134
"P12","Agustín Rossi  por el Frente de Todos",0.207,0.21,0.166,0.115
"P12","Patricia Bullrich por Juntos por el Cambio",0.223,0.224,0.177,0.142
"P12","Horacio Rodríguez Larreta por Juntos por el Cambio",0.107,0.111,0.1,0.09
"P12","Facundo Manes por Juntos por el Cambio",0.033,0.041,0.032,0.025
"P12","Gerardo Morales",0.026,0.03,0.025,0.037
"P12","Javier Milei por la Libertad Avanza",0.233,0.219,0.294,0.34
"P12","Al candidato del Frente de Izquierda",0.026,0.03,0.042,0.034
"P12","En blanco",0.028,0.036,0.047,0.058
"P12","No sabe",0.117,0.099,0.117,0.159
"P16","Daniel Scioli  por el Frente de Todos",0.232,0.231,0.191,0.163
"P16","Patricia Bullrich por Juntos por el Cambio",0.215,0.223,0.185,0.161
"P16","Horacio Rodríguez Larreta por Juntos por el Cambio",0.107,0.104,0.104,0.077
"P16","Facundo Manes por Juntos por el Cambio",0.055,0.063,0.045,0.047
"P16","Gerardo Morales",0.035,0.035,0.027,0.053
"P16","Javier Milei por la Libertad Avanza",0.211,0.194,0.262,0.293
"P16","Al candidato del Frente de Izquierda",0.027,0.034,0.039,0.04
"P16","En blanco",0.027,0.03,0.045,0.044
"P16","No sabe",0.091,0.086,0.102,0.122
"P17","Axel Kicillof por el Frente de Todos",0.264,0.266,0.221,0.209
"P17","Patricia Bullrich por Juntos por el Cambio",0.249,0.252,0.182,0.15
"P17","Horacio Rodríguez Larreta por Juntos por el Cambio",0.095,0.112,0.09,0.059
"P17","Javier Milei por la Libertad Avanza",0.247,0.231,0.331,0.367
"P17","Al candidato del Frente de Izquierda",0.024,0.025,0.03,0.037
"P17","En blanco",0.03,0.033,0.044,0.06
"P17","No sabe",0.091,0.081,0.102,0.118
"P18","Sergio Massa  por el Frente de Todos",0.279,0.27,0.211,0.203
"P18","Patricia Bullrich por Juntos por el Cambio",0.297,0.309,0.239,0.18
"P18","Javier Milei por la Libertad Avanza",0.266,0.248,0.345,0.395
"P18","Al candidato del Frente de Izquierda",0.026,0.034,0.044,0.046
"P18","En blanco",0.036,0.039,0.048,0.051
"P18","No sabe",0.096,0.1,0.113,0.125
"P21","Daniel Scioli  por el Frente de Todos",0.293,0.257,0.221,0.192
"P21","Patricia Bullrich por Juntos por el Cambio",0.298,0.316,0.238,0.225
"P21","Javier Milei por la Libertad Avanza",0.251,0.254,0.326,0.355
"P21","Al candidato del Frente de Izquierda",0.033,0.036,0.044,0.045
"P21","En blanco",0.034,0.041,0.057,0.054
"P21","No sabe",0.091,0.096,0.114,0.129
"P22","Sergio Massa  por el Frente de Todos",0.273,0.263,0.219,0.199
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.219,0.237,0.165,0.152
"P22","Javier Milei por la Libertad Avanza",0.3,0.295,0.386,0.403
"P22","Al candidato del Frente de Izquierda",0.033,0.031,0.041,0.042
"P22","En blanco",0.054,0.056,0.069,0.062
"P22","No sabe",0.121,0.118,0.12,0.142
"P25","Agustín Rossi  por el Frente de Todos",0.258,0.244,0.217,0.16
"P25","Patricia Bullrich por Juntos por el Cambio",0.315,0.322,0.256,0.237
"P25","Javier Milei por la Libertad Avanza",0.251,0.247,0.32,0.353
"P25","Al candidato del Frente de Izquierda",0.027,0.036,0.034,0.051
"P25","En blanco",0.053,0.051,0.051,0.066
"P25","No sabe",0.096,0.1,0.122,0.133
"P26","Axel Kicillof por el Frente de Todos",0.282,0.266,0.245,0.223
"P26","Patricia Bullrich por Juntos por el Cambio",0.309,0.329,0.257,0.219
"P26","Javier Milei por la Libertad Avanza",0.264,0.25,0.328,0.364
"P26","Al candidato del Frente de Izquierda",0.028,0.031,0.028,0.032
"P26","En blanco",0.039,0.041,0.044,0.061
"P26","No sabe",0.078,0.083,0.098,0.101
"P29","Sergio Massa por el Frente de Todos",0.299,0.295,0.267,0.227
"P29","Patricia Bullrich por Juntos por el Cambio",0.463,0.489,0.439,0.411
"P29","En blanco",0.115,0.104,0.15,0.188
"P29","No sabe",0.123,0.112,0.144,0.174
"P30","Sergio Massa por el Frente de Todos",0.305,0.306,0.269,0.214
"P30","Javier Milei por la Libertad Avanza",0.418,0.435,0.488,0.487
"P30","En blanco",0.133,0.127,0.12,0.147
"P30","No sabe",0.144,0.132,0.123,0.152
"P31","Horacio Rodriguez Larreta por el Juntos por el Cambio",0.295,0.317,0.235,0.224
"P31","Javier Milei por la Libertad Avanza",0.361,0.329,0.428,0.456
"P31","En blanco",0.207,0.22,0.205,0.161
"P31","No sabe",0.137,0.134,0.132,0.159
"P32","Javier Milei por la Libertad Avanza",0.266,0.258,0.326,0.324
"P32","Patricia Bullrich por Juntos por el Cambio",0.38,0.376,0.325,0.352
"P32","En blanco",0.235,0.262,0.227,0.183
"P32","No sabe",0.119,0.104,0.122,0.141
"P33","Sergio Massa por el Frente de Todos",0.319,0.294,0.279,0.247
"P33","Horacio Rodriguez Larreta por el Juntos por el Cambio",0.353,0.394,0.335,0.325
"P33","En blanco",0.196,0.198,0.234,0.239
"P33","No sabe",0.132,0.114,0.152,0.189
"P34","Agustín Rossi por el Frente de Todos",0.277,0.276,0.256,0.188
"P34","Patricia Bullrich por Juntos por el Cambio",0.46,0.5,0.446,0.436
"P34","En blanco",0.149,0.127,0.165,0.204
"P34","No sabe",0.114,0.097,0.133,0.172
"P35","Daniel Scioli por el Frente de Todos",0.295,0.292,0.267,0.232
"P35","Patricia Bullrich por Juntos por el Cambio",0.506,0.529,0.471,0.449
"P35","En blanco",0.12,0.1,0.154,0.186
"P35","No sabe",0.079,0.079,0.108,0.133
"P36","Lo votaría",0.263,0.232,0.21,0.19
"P36","Puede que lo vote",0.172,0.174,0.168,0.184
"P36","Nunca lo votaría",0.492,0.534,0.535,0.534
"P36","No sabe",0.073,0.06,0.087,0.092
"P37","Lo votaría",0.371,0.353,0.282,0.268
"P37","Puede que lo vote",0.149,0.191,0.223,0.233
"P37","Nunca lo votaría",0.422,0.418,0.433,0.414
"P37","No sabe",0.058,0.038,0.062,0.085
"P38","Lo votaría",0.316,0.279,0.355,0.338
"P38","Puede que lo vote",0.156,0.195,0.18,0.215
"P38","Nunca lo votaría",0.477,0.48,0.414,0.374
"P38","No sabe",0.051,0.046,0.051,0.073
"P39","Lo votaría",0.23,0.208,0.169,0.167
"P39","Puede que lo vote",0.203,0.243,0.224,0.196
"P39","Nunca lo votaría",0.51,0.494,0.538,0.552
"P39","No sabe",0.057,0.055,0.069,0.085
"P40","Lo votaría",0.217,0.183,0.16,0.135
"P40","Puede que lo vote",0.146,0.15,0.146,0.14
"P40","Nunca lo votaría",0.583,0.621,0.636,0.638
"P40","No sabe",0.054,0.046,0.058,0.087
"P41","Lo votaría",0.194,0.156,0.147,0.142
"P41","Puede que lo vote",0.12,0.134,0.125,0.094
"P41","Nunca lo votaría",0.628,0.645,0.668,0.672
"P41","No sabe",0.058,0.065,0.06,0.092
"P42","Lo votaría",0.133,0.1,0.083,0.109
"P42","Puede que lo vote",0.204,0.263,0.223,0.19
"P42","Nunca lo votaría",0.583,0.53,0.589,0.579
"P42","No sabe",0.08,0.107,0.105,0.122
"P43","Lo votaría",0.261,0.244,0.215,0.204
"P43","Puede que lo vote",0.078,0.084,0.081,0.071
"P43","Nunca lo votaría",0.614,0.635,0.66,0.654
"P43","No sabe",0.047,0.037,0.044,0.071
"P44","Si",0.72,0.617,0.45,0.398
"P44","No",0.28,0.383,0.55,0.602
