"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Del Frente de Todos y el peronismo",0.294,0.275,0.312,0.258,0.308,0.311,0.286,0.288,0.289,0.308,0.273,0.264,0.305,0.323,0.59,0.089,0.188
"De Juntos por el cambio",0.301,0.273,0.327,0.212,0.242,0.369,0.468,0.266,0.301,0.339,0.315,0.291,0.213,0.306,0.148,0.565,0.248
"De los Liberales libertarios",0.219,0.302,0.14,0.313,0.25,0.164,0.094,0.23,0.225,0.198,0.223,0.237,0.242,0.204,0.113,0.254,0.325
"De la Izquierda",0.034,0.032,0.036,0.039,0.04,0.022,0.028,0.037,0.031,0.034,0.033,0.029,0.052,0.035,0.023,0.011,0.05
"No sabe",0.152,0.118,0.185,0.178,0.16,0.134,0.124,0.179,0.154,0.121,0.156,0.179,0.188,0.132,0.126,0.081,0.189
