"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa por el Frente de Todos",0.283,0.267,0.298,0.259,0.283,0.299,0.285,0.267,0.276,0.307,0.274,0.226,0.292,0.315,0.557,0.072,0.271
"Patricia Bullrich por Juntos por el Cambio",0.463,0.466,0.461,0.419,0.432,0.487,0.543,0.444,0.462,0.483,0.468,0.463,0.38,0.472,0.205,0.759,0.418
"En blanco",0.126,0.146,0.105,0.21,0.142,0.088,0.059,0.137,0.133,0.105,0.129,0.145,0.153,0.109,0.114,0.076,0.158
"No sabe",0.128,0.121,0.136,0.112,0.143,0.126,0.113,0.152,0.129,0.105,0.129,0.166,0.175,0.104,0.124,0.093,0.153
