"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.199,0.178,0.216,0.177,0.214,0.2,0.198,0.156,0.167,0.239,0.453,0.067,0.349
"Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.101,0.096,0.106,0.117,0.113,0.081,0.081,0.081,0.096,0.113,0.193,0.058,0.04
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.257,0.219,0.288,0.151,0.209,0.358,0.371,0.244,0.258,0.26,0.076,0.403,0.074
"Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.158,0.161,0.156,0.148,0.133,0.199,0.174,0.168,0.123,0.182,0.074,0.232,0.123
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.154,0.203,0.113,0.223,0.173,0.094,0.094,0.235,0.184,0.101,0.105,0.161,0.093
"Los candidatos a presidente y vicepresidente de las diferentes opciones de izquierda",0.024,0.036,0.015,0.008,0.052,0.009,0.014,0.039,0.022,0.022,0.014,0.016,0.064
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.02,0.01,0.028,0.032,0.019,0.015,0.012,0.034,0.02,0.015,0.017,0.011,0.055
"Otros",0.057,0.058,0.055,0.109,0.043,0.03,0.04,0.04,0.07,0.052,0.032,0.037,0.202
"En blanco",0.03,0.039,0.023,0.035,0.044,0.014,0.016,0.003,0.06,0.016,0.036,0.015,0
