"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.291,0.284,0.296,0.276,0.334,0.297,0.228,0.257,0.24,0.342,0.64,0.098,0.298
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.312,0.306,0.316,0.284,0.236,0.356,0.435,0.253,0.363,0.293,0.096,0.478,0.13
"Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.178,0.146,0.205,0.115,0.202,0.224,0.17,0.151,0.154,0.207,0.097,0.24,0.212
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.099,0.151,0.056,0.139,0.118,0.046,0.07,0.203,0.103,0.059,0.048,0.113,0.111
"Los candidatos a Jefe de Gobierno de las diferentes opciones de izquierda",0.041,0.046,0.037,0.048,0.049,0.034,0.026,0.04,0.056,0.03,0.028,0.038,0.043
"Otros",0.033,0.039,0.029,0.073,0.02,0.016,0.024,0.042,0.028,0.034,0.039,0.011,0.163
"En blanco",0.013,0.007,0.018,0.016,0.012,0.007,0.017,0.015,0.02,0.007,0.017,0.006,0
"No sabe",0.033,0.021,0.043,0.049,0.029,0.02,0.03,0.039,0.036,0.028,0.035,0.016,0.043
