"var","categoria","Totalmente seguro.","Bastante seguro","Algo seguro","Para nada seguro"
"P09_votan","Unión por la Patria",0.322,0.315,0.228,0.19
"P09_votan","Juntos por el Cambio",0.405,0.501,0.506,0.201
"P09_votan","De los liberales libertarios",0.189,0.084,0.1,0.136
"P09_votan","De la Izquierda",0.031,0.037,0.061,0.043
"P09_votan","Hacemos por nuestro país",0,0,0,0.006
"P09_votan","Otro",0.022,0.033,0.015,0.046
"P09_votan","En blanco",0.022,0.013,0.031,0.07
"P09_votan","No sabe",0.009,0.017,0.059,0.308
"P12_votan","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.245,0.204,0.167,0.026
"P12_votan","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.108,0.088,0.08,0.141
"P12_votan","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.237,0.361,0.403,0.179
"P12_votan","Horacio Rodríguez Larreta a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.149,0.18,0.194,0.079
"P12_votan","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.189,0.122,0.081,0.138
"P12_votan","Los candidatos a presidente y vicepresidente de las diferentes opciones de izquierda",0.022,0.006,0.02,0.025
"P12_votan","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.015,0.009,0.013,0.026
"P12_votan","Otros",0.022,0.023,0,0.192
"P12_votan","En blanco",0.012,0,0.033,0.009
"P12_votan","No sabe",0.001,0.007,0.009,0.185
"P15_votan","Union por la Patria",0.35,0.308,0.217,0.237
"P15_votan","Cambiemos",0.392,0.558,0.466,0.181
"P15_votan","Liberales",0.16,0.083,0.174,0.159
"P15_votan","Izquierda",0.034,0.025,0.032,0.045
"P15_votan","No sabe",0.064,0.026,0.111,0.378
"P16_votan","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.33,0.268,0.162,0.219
"P16_votan","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.298,0.393,0.497,0.059
"P16_votan","Martin Lousteau a Jefe de Gobierno por Juntos por el Cambio",0.163,0.263,0.162,0.144
"P16_votan","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.12,0.043,0.079,0.128
"P16_votan","Los candidatos a Jefe de Gobierno de las diferentes opciones de izquierda",0.037,0.013,0.017,0.147
"P16_votan","Otros",0.024,0.013,0.058,0.109
"P16_votan","En blanco",0.009,0,0.025,0
"P16_votan","No sabe",0.019,0.007,0,0.194
"P23_votan","Tiene Decidido que va a ir a votar.",0.982,0.853,0.838,0.802
"P23_votan","Tiene dudas sobre si va a ir a  votar",0.018,0.147,0.162,0.198
"P34_votan","Inflación",0.32,0.29,0.309,0.398
"P34_votan","Desempleo",0.066,0.052,0.038,0.075
"P34_votan","Corrupción",0.246,0.239,0.457,0.239
"P34_votan","Inseguridad",0.133,0.198,0.145,0.047
"P34_votan","Precio del dólar",0.023,0.004,0.007,0.011
"P34_votan","Pobreza",0.1,0.077,0.015,0.039
"P34_votan","Narcotráfico",0.016,0.01,0,0.079
"P34_votan","Tarifas",0.011,0.005,0,0.01
"P34_votan","Otro",0.068,0.101,0.029,0.033
"P34_votan","No sabe",0.017,0.024,0,0.069
"P09_imputada_votan","Unión por la Patria",0.325,0.323,0.256,0.263
"P09_imputada_votan","Juntos por el Cambio",0.409,0.506,0.537,0.298
"P09_imputada_votan","De los liberales libertarios",0.191,0.088,0.1,0.163
"P09_imputada_votan","De la Izquierda",0.031,0.037,0.061,0.103
"P09_imputada_votan","Hacemos por nuestro país",0,0,0,0.015
"P09_imputada_votan","Otro",0.022,0.033,0.015,0.071
"P09_imputada_votan","En blanco",0.022,0.013,0.031,0.087
"P12_imputada_votan","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.245,0.204,0.167,0.088
"P12_imputada_votan","Juan Grabois a Presidente y Paula Abal Medina a Vicepresidente por Union por la Patria",0.108,0.088,0.08,0.141
"P12_imputada_votan","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.238,0.364,0.411,0.2
