"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Unión por la Patria",0.29,0.249,0.325,0.274,0.332,0.267,0.262,0.193,0.259,0.35,0.649,0.113,0.285
"Juntos por el Cambio",0.408,0.375,0.435,0.327,0.313,0.536,0.543,0.344,0.402,0.435,0.159,0.629,0.19
"De los liberales libertarios",0.149,0.195,0.111,0.186,0.194,0.082,0.093,0.244,0.163,0.104,0.077,0.147,0.146
"De la Izquierda",0.048,0.072,0.028,0.045,0.063,0.039,0.037,0.093,0.046,0.033,0.028,0.032,0.244
"Hacemos por nuestro país",0.008,0.009,0.006,0.007,0.006,0.007,0.012,0.027,0.005,0.003,0.006,0.002,0.041
"Otro",0.048,0.058,0.04,0.078,0.038,0.044,0.031,0.068,0.04,0.047,0.033,0.047,0.028
"En blanco",0.049,0.042,0.055,0.083,0.054,0.025,0.022,0.031,0.085,0.028,0.048,0.03,0.066
