"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Unión por la Patria",0.26,0.235,0.281,0.233,0.299,0.255,0.232,0.159,0.235,0.317,0.597,0.106,0.229
"Juntos por el Cambio",0.373,0.333,0.406,0.253,0.297,0.507,0.523,0.317,0.354,0.409,0.144,0.603,0.219
"De los liberales libertarios",0.134,0.185,0.093,0.176,0.173,0.073,0.079,0.228,0.146,0.092,0.062,0.149,0.134
"De la Izquierda",0.042,0.056,0.03,0.032,0.06,0.034,0.03,0.086,0.032,0.033,0.019,0.033,0.154
"Hacemos por nuestro país",0.007,0.009,0.006,0.007,0.005,0.011,0.008,0.025,0.005,0.002,0.005,0.004,0.039
"Otro",0.041,0.049,0.034,0.064,0.031,0.039,0.028,0.058,0.038,0.036,0.027,0.044,0.026
"En blanco",0.051,0.053,0.049,0.079,0.057,0.031,0.023,0.039,0.077,0.035,0.059,0.029,0.062
"No sabe",0.092,0.08,0.101,0.156,0.078,0.05,0.077,0.088,0.113,0.076,0.087,0.032,0.137
