"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.062,0.166,0.237,0.494,0.635,0.346
"P07","De Cambiemos",0.6,0.497,0.271,0.181,0.035,0.066
"P07","De los Liberales libertarios",0.223,0.15,0.216,0.164,0.179,0.19
"P07","De la Izquierda",0.004,0.026,0.046,0.047,0.06,0.032
"P07","Otros",0.032,0.109,0.092,0.05,0.035,0.031
"P07","No sabe",0.079,0.052,0.138,0.064,0.056,0.335
"P08","A Alberto Fernández",0.06,0.185,0.215,0.062,0.104,0.123
"P08","A Sergio Massa",0.472,0.388,0.159,0.209,0.161,0.158
"P08","A algún candidato del peronismo",0.317,0.267,0.414,0.126,0.159,0.719
"P08","A algún candidato del kirchnerismo",0.151,0.16,0.212,0.603,0.576,0
"P09","A Alberto Fernández",0.042,0.212,0.121,0.072,0.014,0
"P09","A Sergio Massa",0.354,0.256,0.142,0.064,0.091,0
"P09","A algún candidato del peronismo",0.366,0.208,0.245,0.106,0.191,0.366
"P09","A Cristina Fernández de Kirchner",0.238,0.324,0.492,0.758,0.704,0.634
"P10","A Horacio Rodriguez Larreta",0.224,0.126,0.269,0.426,0.386,0
"P10","A Mauricio Macri",0.337,0.354,0.291,0.027,0.221,0.766
"P10","A Patricia Bullrich",0.407,0.446,0.361,0.318,0.074,0.234
"P10","A Facundo Manes",0.013,0.04,0.04,0.061,0.251,0
"P10","A Gerardo Morales",0.019,0.034,0.039,0.168,0.068,0
"P11","A Juntos por el Cambio",0.596,0.372,0.276,0.106,0.014,0.179
"P11","Al Frente de Todos",0.078,0.1,0.104,0.216,0.352,0.054
"P11","A Hacemos por Córdoba",0.15,0.209,0.305,0.312,0.354,0.294
"P11","A los liberales libertarios de Milei",0.1,0.148,0.133,0.128,0.088,0.133
"P11","A Encuentro Vecinal Córdoba",0.017,0.028,0.047,0.073,0.019,0.014
"P11","Al Frente de Izquierda",0.001,0.064,0.07,0.077,0.07,0.065
"P11","No sabe",0.058,0.079,0.065,0.088,0.103,0.261
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.764,0.514,0.572,0.053,0.197,0.138
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.216,0.39,0.329,0.367,0.207,0.694
"P12","No sabe",0.02,0.096,0.099,0.58,0.596,0.168
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.796,0.438,0.225,0.029,0.013,0.124
"P13","A Martín Llaryora por Hacemos por Córdoba",0.082,0.321,0.398,0.487,0.391,0.483
"P13","Al candidato del Frente de Todos",0.023,0.047,0.049,0.164,0.314,0
