"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P08","A Alberto Fernández",0.598,0.113,0.082,0.132
"P08","A Sergio Massa",0.228,0.844,0.037,0.09
"P08","A algún candidato del peronismo",0.032,0.021,0.857,0.144
"P08","A algún candidato del kirchnerismo",0.142,0.022,0.024,0.634
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.122,0.022,0.164,0.036
"P13","A Martín Llaryora por Hacemos por Córdoba",0.61,0.625,0.678,0.466
"P13","Al candidato del Frente de Todos",0.154,0.312,0.032,0.403
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.046,0,0.031,0.004
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0,0.009,0.014,0.004
"P13","Al candidato del Frente de Izquierda",0.051,0.009,0.01,0.037
"P13","Votaría en blanco",0,0,0.026,0.012
"P13","No sabe",0.017,0.023,0.045,0.038
"P15","A Luis Juez por Juntos por el Cambio",0.2,0.17,0.382,0.018
"P15","A Martín Llaryora por Hacemos por Córdoba",0.592,0.498,0.512,0.493
"P15","Al candidato del Frente de Todos",0.146,0.299,0.005,0.389
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.013,0,0.02,0.012
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0,0,0.018,0.006
"P15","Al candidato del Frente de Izquierda",0.031,0.01,0.017,0.037
"P15","Votaría en blanco",0,0,0.019,0.016
"P15","No sabe",0.018,0.023,0.027,0.029
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.27,0.089,0.239,0.017
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.478,0.541,0.625,0.403
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.178,0.288,0.014,0.446
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.013,0.005,0.013,0.008
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0,0.01,0.022,0.01
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.043,0,0.011,0.046
"P17","Votaría en blanco",0,0.019,0.037,0.026
"P17","No sabe",0.018,0.048,0.039,0.044
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.135,0.042,0.129,0.007
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.553,0.543,0.699,0.445
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.182,0.363,0.022,0.428
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.06,0.006,0.029,0.002
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0,0.016,0.016,0.011
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.049,0,0.016,0.04
"P18","Votaría en blanco",0,0.006,0.022,0.024
"P18","No sabe",0.021,0.024,0.067,0.043
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.268,0.038,0.166,0.004
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.381,0.561,0.654,0.516
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.264,0.319,0.02,0.387
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.064,0.015,0.019,0.005
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0,0.016,0.008,0.006
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.023,0,0,0.038
"P19","Votaría en blanco",0,0,0.056,0.022
"P19","No sabe",0,0.051,0.077,0.022
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.158,0.047,0.177,0.039
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.535,0.582,0.665,0.519
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.263,0.287,0.006,0.369
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0,0,0.035,0
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0,0.017,0.028,0.002
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.023,0,0.006,0.035
"P20","Votaría en blanco",0.021,0.015,0.037,0.015
"P20","No sabe",0,0.052,0.046,0.021
"P21","Lo votaría",0.18,0.082,0.171,0.086
"P21","Puede que lo vote",0.29,0.029,0.184,0.047
"P21","Nunca lo votaría",0.53,0.873,0.637,0.858
"P21","No sabe",0,0.016,0.008,0.009
"P22","Lo votaría",0.555,0.739,0.678,0.42
"P22","Puede que lo vote",0.159,0.162,0.187,0.27
"P22","Nunca lo votaría",0.286,0.083,0.126,0.301
"P22","No sabe",0,0.016,0.009,0.009
"P23","Lo votaría",0.227,0.196,0.287,0.082
"P23","Puede que lo vote",0.241,0.036,0.083,0.074
"P23","Nunca lo votaría",0.532,0.768,0.621,0.825
"P23","No sabe",0,0,0.009,0.019
"P24","Lo votaría",0.408,0.336,0.047,0.362
"P24","Puede que lo vote",0.096,0.16,0.279,0.294
"P24","Nunca lo votaría",0.496,0.504,0.674,0.344
"P24","No sabe",0,0,0,0
"P25","Muy buena",0.03,0.152,0.097,0.022
"P25","Buena",0.284,0.207,0.104,0.056
"P25","Ni buena ni mala",0.418,0.296,0.315,0.219
"P25","Mala",0.207,0.111,0.113,0.278
"P25","Muy mala",0.061,0.234,0.3,0.383
"P25","No sabe",0,0,0.071,0.042
"P26","Muy buena",0.079,0.049,0.198,0.006
"P26","Buena",0.266,0.072,0.051,0.025
"P26","Ni buena ni mala",0.237,0.128,0.174,0.097
"P26","Mala",0.322,0.282,0.192,0.186
"P26","Muy mala",0.096,0.458,0.333,0.655
"P26","No sabe",0,0.011,0.052,0.031
"P27","Muy buena",0.246,0.58,0.44,0.298
"P27","Buena",0.371,0.237,0.193,0.33
"P27","Ni buena ni mala",0.129,0.103,0.25,0.127
"P27","Mala",0.17,0.039,0.048,0.124
"P27","Muy mala",0.084,0.041,0.056,0.089
"P27","No sabe",0,0,0.013,0.032
"P28","Muy buena",0.122,0.049,0.083,0.057
"P28","Buena",0.097,0.101,0.143,0.068
"P28","Ni buena ni mala",0.536,0.392,0.566,0.291
"P28","Mala",0.114,0.205,0.047,0.164
"P28","Muy mala",0.079,0.197,0.089,0.291
"P28","No sabe",0.052,0.056,0.072,0.129
"P29","Muy buena",0.249,0.166,0.013,0.081
"P29","Buena",0.439,0.17,0.323,0.375
"P29","Ni buena ni mala",0.131,0.199,0.236,0.297
"P29","Mala",0.049,0.259,0.129,0.187
"P29","Muy mala",0.132,0.191,0.268,0.053
"P29","No sabe",0,0.015,0.031,0.007
"P30","Muy buena",0.317,0.538,0.14,0.771
"P30","Buena",0.271,0.196,0.306,0.154
"P30","Ni buena ni mala",0.211,0.156,0.149,0.047
"P30","Mala",0.013,0.059,0.051,0.025
"P30","Muy mala",0.188,0.036,0.327,0.003
"P30","No sabe",0,0.015,0.027,0
"P31","Muy buena",0.072,0,0.211,0.03
"P31","Buena",0.218,0.009,0.025,0.047
"P31","Ni buena ni mala",0.161,0.09,0.131,0.033
"P31","Mala",0.127,0.244,0.121,0.146
"P31","Muy mala",0.374,0.634,0.499,0.74
"P31","No sabe",0.048,0.023,0.013,0.004
"P32","Muy buena",0.055,0.033,0.054,0.002
"P32","Buena",0.235,0.056,0.19,0.007
"P32","Ni buena ni mala",0.276,0.152,0.155,0.092
"P32","Mala",0.077,0.26,0.16,0.227
"P32","Muy mala",0.309,0.499,0.415,0.645
"P32","No sabe",0.048,0,0.026,0.027
"P33","Muy buena",0.113,0.409,0.023,0.104
"P33","Buena",0.346,0.191,0.382,0.378
"P33","Ni buena ni mala",0.253,0.144,0.269,0.323
"P33","Mala",0.097,0.066,0.191,0.114
"P33","Muy mala",0.143,0.19,0.122,0.072
"P33","No sabe",0.048,0,0.013,0.009
"P34","Muy buena",0.109,0.046,0.235,0.042
"P34","Buena",0.291,0.064,0.065,0.018
"P34","Ni buena ni mala",0.114,0.066,0.065,0.064
"P34","Mala",0.204,0.191,0.109,0.131
"P34","Muy mala",0.282,0.633,0.526,0.738
"P34","No sabe",0,0,0,0.007
"P35","Muy buena",0.334,0.213,0.452,0.165
"P35","Buena",0.273,0.409,0.256,0.125
"P35","Ni buena ni mala",0.097,0.082,0.153,0.198
"P35","Mala",0.075,0.248,0.049,0.244
"P35","Muy mala",0.221,0.048,0.09,0.266
"P35","No sabe",0,0,0,0.002
"P36","Muy buena",0.16,0.029,0.075,0.003
"P36","Buena",0.248,0.059,0.047,0.009
"P36","Ni buena ni mala",0.225,0.16,0.295,0.112
"P36","Mala",0.099,0.081,0.181,0.12
"P36","Muy mala",0.268,0.654,0.382,0.751
"P36","No sabe",0,0.017,0.02,0.005
"P37","Muy buena",0.057,0.012,0.129,0.011
"P37","Buena",0.29,0.029,0.057,0.011
"P37","Ni buena ni mala",0.339,0.519,0.362,0.227
"P37","Mala",0.209,0.342,0.099,0.287
"P37","Muy mala",0.105,0.098,0.212,0.399
"P37","No sabe",0,0,0.141,0.065
"P38","Muy buena",0.078,0.013,0.112,0.015
"P38","Buena",0.291,0.034,0.051,0.012
"P38","Ni buena ni mala",0.249,0.554,0.354,0.183
"P38","Mala",0.137,0.214,0.058,0.206
"P38","Muy mala",0.228,0.185,0.126,0.519
"P38","No sabe",0.017,0,0.299,0.065
"P39","Muy buena",0.131,0.129,0.149,0.02
"P39","Buena",0.363,0.071,0.069,0.029
"P39","Ni buena ni mala",0.245,0.371,0.473,0.337
"P39","Mala",0.109,0.081,0.062,0.177
"P39","Muy mala",0.082,0.277,0.066,0.346
"P39","No sabe",0.07,0.071,0.181,0.091
"P42","A Rodrigo De Loredo por Juntos por el Cambio",0.374,0.15,0.232,0.05
"P42","A Daniel Passerini por Hacemos por Cordoba",0.281,0.686,0.666,0.486
"P42","Al candidato del frente de todos",0.24,0.136,0.024,0.371
