"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P42","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0,0,0,0.003
"P42","A  Juan Pablo Quinteros por Encuentro Vecinal",0.062,0.012,0.012,0.022
"P42","Al candidato del frente de izquierda",0.043,0.016,0.024,0.021
"P42","Votaría en blanco",0,0,0.015,0.021
"P42","No sabe",0,0,0.027,0.026
"P44","A Luis Juez por Juntos por el Cambio",0.202,0.141,0.121,0.073
"P44","A Daniel Passerini por Hacemos por Cordoba",0.28,0.732,0.767,0.489
"P44","Al candidato del frente de todos",0.221,0.091,0.017,0.349
"P44","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.072,0,0.006,0.002
"P44","A  Juan Pablo Quinteros por Encuentro Vecinal",0.065,0,0.016,0.016
"P44","Al candidato del frente de izquierda",0.087,0.016,0.032,0.023
"P44","Votaría en blanco",0,0,0.015,0.03
"P44","No sabe",0.073,0.02,0.026,0.018
"P46","Lo votaría",0.295,0.084,0.362,0.015
"P46","Puede que lo vote",0.076,0.053,0.099,0.074
"P46","Nunca lo votaría",0.601,0.863,0.539,0.911
"P46","No sabe",0.028,0,0,0
"P47","Lo votaría",0.432,0.68,0.778,0.413
"P47","Puede que lo vote",0.212,0.117,0.087,0.249
"P47","Nunca lo votaría",0.356,0.203,0.135,0.338
"P47","No sabe",0,0,0,0
"P48","Lo votaría",0.196,0.386,0.24,0.034
"P48","Puede que lo vote",0.114,0.085,0.182,0.068
"P48","Nunca lo votaría",0.69,0.529,0.578,0.898
"P48","No sabe",0,0,0,0
"P49","Lo votaría",0.115,0.091,0.139,0.029
"P49","Puede que lo vote",0.226,0.22,0.258,0.187
"P49","Nunca lo votaría",0.659,0.689,0.603,0.735
"P49","No sabe",0,0,0,0.049
"P50","Lo votaría",0.218,0.512,0.064,0.229
"P50","Puede que lo vote",0.149,0.313,0.43,0.358
"P50","Nunca lo votaría",0.633,0.175,0.506,0.375
"P50","No sabe",0,0,0,0.038
"P51","Luis Juez gobernador – Rodrigo De Loredo intendente por Juntos por el Cambio",0.224,0.06,0.2,0.015
"P51","Martín Llaryora gobernador – Daniel Passerini intendente por Hacemos por Córdoba",0.544,0.531,0.707,0.545
"P51","A los candidatos a gobernador e intendente del Frente de Todos",0.148,0.381,0.01,0.387
"P51","A los candidatos a gobernador e intendente de los liberales libertarios con el apoyo de Ja-vier Milei",0.084,0,0,0
"P51","A Aurelio García Elorrio gobernador – Juan Pablo Quinteros intendente por Encuentro Veci-nal Córdoba",0,0,0,0.008
"P51","A los candidatos a gobernador e intendente del Frente de Izquierda",0,0,0.028,0.022
"P51","Votaría en blanco",0,0,0.027,0.013
"P51","No sabe",0,0.028,0.028,0.01
"P52","Rodrigo De Loredo gobernador – Luis Juez intendente por Juntos por el Cambio",0.246,0.03,0.202,0.016
"P52","Martín Llaryora gobernador – Daniel Passerini intendente por Hacemos por Córdoba",0.517,0.543,0.673,0.539
"P52","A los candidatos a gobernador e intendente del Frente de Todos",0.153,0.369,0.021,0.386
"P52","A los candidatos a gobernador e intendente de los liberales libertarios con el apoyo de Ja-vier Milei",0,0,0,0
"P52","A Aurelio García Elorrio gobernador – Juan Pablo Quinteros intendente por Encuentro Veci-nal Córdoba",0,0.03,0.008,0.016
"P52","A los candidatos a gobernador e intendente del Frente de Izquierda",0,0,0,0.022
"P52","Votaría en blanco",0,0,0.028,0.008
"P52","No sabe",0.084,0.028,0.068,0.013
