"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.101,0.097,0.443,0.065
"P07","De Cambiemos",0.602,0.425,0.137,0.277
"P07","De los Liberales libertarios",0.181,0.266,0.169,0.238
"P07","De la Izquierda",0.011,0.025,0.049,0.032
"P07","Otros",0.043,0.086,0.089,0.085
"P07","No sabe",0.062,0.101,0.113,0.303
"P08","A Alberto Fernández",0.263,0.234,0.12,0
"P08","A Sergio Massa",0.222,0.214,0.197,0.241
"P08","A algún candidato del peronismo",0.323,0.377,0.235,0.322
"P08","A algún candidato del kirchnerismo",0.192,0.175,0.448,0.437
"P09","A Alberto Fernández",0.117,0.231,0.047,0
"P09","A Sergio Massa",0.104,0.044,0.152,0.241
"P09","A algún candidato del peronismo",0.315,0.413,0.162,0.185
"P09","A Cristina Fernández de Kirchner",0.464,0.312,0.639,0.574
"P10","A Horacio Rodriguez Larreta",0.225,0.166,0.255,0.029
"P10","A Mauricio Macri",0.326,0.317,0.242,0.222
"P10","A Patricia Bullrich",0.377,0.469,0.403,0.62
"P10","A Facundo Manes",0.042,0.018,0.037,0.129
"P10","A Gerardo Morales",0.03,0.03,0.063,0
"P11","A Juntos por el Cambio",0.585,0.35,0.11,0.063
"P11","Al Frente de Todos",0.09,0.074,0.193,0.015
"P11","A Hacemos por Córdoba",0.146,0.175,0.362,0.124
"P11","A los liberales libertarios de Milei",0.076,0.202,0.127,0.341
"P11","A Encuentro Vecinal Córdoba",0.028,0.027,0.046,0.07
"P11","Al Frente de Izquierda",0.013,0.049,0.071,0.04
"P11","No sabe",0.062,0.123,0.091,0.347
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.8,0.446,0.27,0
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.161,0.472,0.456,0.752
"P12","No sabe",0.039,0.082,0.274,0.248
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.794,0.362,0.031,0.068
"P13","A Martín Llaryora por Hacemos por Córdoba",0.13,0.281,0.462,0.084
"P13","Al candidato del Frente de Todos",0.009,0.027,0.163,0.02
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.016,0.169,0.126,0.297
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.019,0.057,0.041,0.073
"P13","Al candidato del Frente de Izquierda",0.001,0.007,0.057,0.027
"P13","Votaría en blanco",0.02,0.018,0.029,0.085
"P13","No sabe",0.011,0.079,0.091,0.346
"P15","A Luis Juez por Juntos por el Cambio",0.551,0.421,0.141,0.127
"P15","A Martín Llaryora por Hacemos por Córdoba",0.248,0.299,0.428,0.081
"P15","Al candidato del Frente de Todos",0.011,0.007,0.157,0.02
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.076,0.146,0.106,0.314
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.053,0.045,0.029,0.04
"P15","Al candidato del Frente de Izquierda",0.002,0.008,0.057,0.042
"P15","Votaría en blanco",0.017,0.009,0.019,0.086
"P15","No sabe",0.042,0.065,0.063,0.29
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.677,0.47,0.118,0.106
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.171,0.232,0.375,0.086
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.005,0.017,0.171,0
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.06,0.158,0.11,0.297
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.034,0.036,0.045,0.04
