"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.083,0.197,0.472,0.413
"P07","De Cambiemos",0.575,0.249,0.168,0.129
"P07","De los Liberales libertarios",0.199,0.281,0.153,0.048
"P07","De la Izquierda",0.021,0.014,0.057,0.014
"P07","Otros",0.042,0.116,0.071,0.015
"P07","No sabe",0.08,0.143,0.079,0.381
"P08","A Alberto Fernández",0.165,0.181,0.12,0.043
"P08","A Sergio Massa",0.294,0.147,0.214,0.123
"P08","A algún candidato del peronismo",0.42,0.428,0.205,0.349
"P08","A algún candidato del kirchnerismo",0.121,0.244,0.461,0.485
"P09","A Alberto Fernández",0.237,0.142,0.044,0
"P09","A Sergio Massa",0.137,0.127,0.128,0.045
"P09","A algún candidato del peronismo",0.46,0.281,0.147,0.349
"P09","A Cristina Fernández de Kirchner",0.166,0.45,0.681,0.606
"P10","A Horacio Rodriguez Larreta",0.199,0.312,0.243,0.186
"P10","A Mauricio Macri",0.324,0.269,0.302,0.447
"P10","A Patricia Bullrich",0.44,0.354,0.278,0.095
"P10","A Facundo Manes",0.019,0.028,0.087,0
"P10","A Gerardo Morales",0.018,0.037,0.09,0.272
"P11","A Juntos por el Cambio",0.556,0.296,0.088,0.129
"P11","Al Frente de Todos",0.084,0.093,0.222,0.053
"P11","A Hacemos por Córdoba",0.125,0.249,0.388,0.348
"P11","A los liberales libertarios de Milei",0.11,0.192,0.105,0.032
"P11","A Encuentro Vecinal Córdoba",0.026,0.034,0.046,0
"P11","Al Frente de Izquierda",0.034,0.04,0.067,0.277
"P11","No sabe",0.065,0.096,0.084,0.161
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.543,0.859,0.661,1
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.416,0.038,0.021,0
"P12","No sabe",0.041,0.103,0.318,0
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.59,0.328,0.122,0.095
"P13","A Martín Llaryora por Hacemos por Córdoba",0.143,0.361,0.473,0.45
"P13","Al candidato del Frente de Todos",0.027,0.044,0.171,0.017
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.086,0.149,0.08,0.048
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.044,0.043,0.034,0
"P13","Al candidato del Frente de Izquierda",0.009,0.006,0.064,0.015
"P13","Votaría en blanco",0.04,0.006,0.016,0.108
"P13","No sabe",0.061,0.063,0.04,0.267
