"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Centro","Norte","Sur","Buenos Aires","Massa","Bullrich","Milei","Bregman","Schiaretti"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.4878,0.4692,0.505,0.452,0.52,0.5004,0.4514,0.56,0.46,0.4424,0.809,0.1592,0.5174,0.4168,0.5022,0.4488,0.5452,0.9082,0.1756,0.1034,0.5558,0.3048
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.5122,0.5308,0.495,0.548,0.48,0.4996,0.5486,0.44,0.54,0.5576,0.191,0.8408,0.4826,0.5832,0.4978,0.5512,0.4548,0.0918,0.8244,0.8966,0.4442,0.6952
