"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.262,0.248,0.274,0.312,0.305,0.215,0.181,0.31,0.233,0.267,0.63,0.102,0.349,0.704,0.748,0.053,0.15,0.115
"Cambiemos",0.461,0.438,0.481,0.293,0.39,0.579,0.657,0.352,0.44,0.516,0.14,0.672,0.319,0.142,0.096,0.859,0.62,0.23
"Liberales",0.156,0.206,0.115,0.226,0.201,0.092,0.064,0.151,0.198,0.128,0.123,0.156,0.147,0.066,0.099,0.047,0.07,0.592
"Izquierda",0.043,0.045,0.04,0.072,0.034,0.039,0.025,0.046,0.062,0.026,0.035,0.013,0.093,0.034,0.057,0.003,0.043,0.014
"No sabe",0.078,0.063,0.09,0.097,0.07,0.075,0.073,0.141,0.067,0.063,0.072,0.057,0.092,0.054,0,0.038,0.117,0.049
