"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.493,0.449,0.53,0.357,0.432,0.6,0.637,0.439,0.461,0.535,0.292,0.622,0.382,0.352,0.389,0.78,0.698,0.084
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.273,0.325,0.23,0.411,0.308,0.174,0.165,0.304,0.325,0.225,0.183,0.297,0.239,0.091,0.146,0.177,0.17,0.845
"En blanco",0.148,0.152,0.144,0.159,0.178,0.13,0.102,0.117,0.13,0.172,0.366,0.039,0.195,0.369,0.354,0.027,0.05,0.044
"No sabe",0.086,0.074,0.096,0.073,0.082,0.096,0.096,0.14,0.084,0.068,0.159,0.042,0.184,0.188,0.111,0.016,0.082,0.027
