"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Unión por la Patria",0.232,0.227,0.237,0.236,0.29,0.192,0.173,0.24,0.2,0.253,0.558,0.111,0.244,0.634,0.582,0.054,0.177,0.073
"Juntos por el Cambio",0.404,0.359,0.442,0.225,0.327,0.558,0.577,0.292,0.403,0.445,0.149,0.593,0.18,0.197,0.108,0.812,0.561,0.059
"De los liberales libertarios",0.22,0.29,0.161,0.381,0.224,0.137,0.118,0.28,0.237,0.187,0.161,0.221,0.338,0.108,0.163,0.093,0.114,0.737
"De la Izquierda",0.047,0.04,0.052,0.064,0.056,0.041,0.018,0.047,0.06,0.037,0.045,0.011,0.094,0.02,0.075,0.008,0.044,0.029
"Hacemos por nuestro país",0.028,0.03,0.026,0.037,0.032,0.018,0.021,0.039,0.027,0.024,0.025,0.025,0.025,0.014,0.035,0,0.055,0.028
"Otro",0.018,0.014,0.021,0.022,0.015,0.014,0.02,0.029,0.019,0.013,0.019,0.007,0.015,0.002,0.015,0.005,0.015,0.028
"En blanco",0.02,0.017,0.023,0.015,0.026,0.019,0.017,0.022,0.025,0.016,0.015,0.015,0.043,0.005,0,0.007,0.017,0.029
"No sabe",0.031,0.023,0.038,0.02,0.03,0.021,0.056,0.051,0.029,0.025,0.028,0.017,0.061,0.02,0.022,0.021,0.017,0.017
