"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.243,0.222,0.26,0.243,0.31,0.207,0.164,0.253,0.219,0.256,0.644,0.089,0.257,0.718,0.585,0.041,0.171,0.1
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.382,0.346,0.413,0.182,0.305,0.536,0.582,0.267,0.36,0.44,0.105,0.584,0.147,0.099,0.167,0.834,0.48,0.052
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.235,0.311,0.171,0.41,0.244,0.134,0.124,0.268,0.284,0.187,0.147,0.243,0.291,0.114,0.12,0.088,0.145,0.797
"Los candidatos a presidente y vicepresidente de la izquierda",0.046,0.042,0.049,0.066,0.052,0.039,0.022,0.041,0.047,0.047,0.048,0.009,0.067,0.023,0.052,0.009,0.053,0.003
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.043,0.038,0.047,0.054,0.047,0.032,0.035,0.067,0.047,0.032,0.018,0.036,0.15,0.023,0.045,0.007,0.088,0.029
"En blanco",0.019,0.014,0.023,0.029,0.014,0.02,0.015,0.035,0.02,0.012,0.016,0.013,0.033,0.014,0.012,0.005,0.007,0.007
"No sabe",0.032,0.027,0.037,0.016,0.028,0.032,0.058,0.069,0.023,0.026,0.022,0.026,0.055,0.009,0.019,0.016,0.056,0.012
