"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.251,0.228,0.271,0.243,0.32,0.217,0.178,0.263,0.23,0.263,0.665,0.092,0.257,0.725,0.604,0.041,0.175,0.1
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.397,0.352,0.433,0.189,0.312,0.552,0.616,0.29,0.372,0.452,0.105,0.602,0.186,0.1,0.167,0.85,0.509,0.055
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.242,0.324,0.173,0.419,0.252,0.14,0.128,0.29,0.284,0.194,0.147,0.247,0.307,0.114,0.12,0.088,0.168,0.806
"Los candidatos a presidente y vicepresidente de la izquierda",0.047,0.042,0.051,0.066,0.055,0.039,0.022,0.047,0.047,0.047,0.048,0.009,0.067,0.023,0.052,0.009,0.053,0.003
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.043,0.039,0.047,0.054,0.047,0.032,0.035,0.067,0.047,0.032,0.019,0.036,0.15,0.024,0.045,0.007,0.088,0.029
"En blanco",0.02,0.015,0.025,0.029,0.014,0.02,0.021,0.043,0.02,0.012,0.016,0.014,0.033,0.014,0.012,0.005,0.007,0.007
