"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Totalmente seguro",0.682,0.691,0.674,0.669,0.672,0.711,0.684,0.586,0.661,0.731,0.69,0.685,0.709,0.713,0.745,0.753,0.61,0.7
"Bastante seguro",0.138,0.138,0.139,0.162,0.128,0.122,0.147,0.156,0.17,0.11,0.108,0.158,0.048,0.153,0.114,0.123,0.143,0.168
"Algo seguro",0.108,0.102,0.113,0.108,0.118,0.102,0.097,0.137,0.103,0.101,0.132,0.101,0.164,0.096,0.082,0.09,0.125,0.101
"Para nada seguro",0.072,0.069,0.074,0.061,0.082,0.065,0.072,0.121,0.066,0.058,0.07,0.056,0.079,0.038,0.059,0.034,0.122,0.031
