"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"No, ninguna dificultad",0.321,0.337,0.307,0.365,0.281,0.325,0.348,0.341,0.269,0.387,0.419,0.479,0.183,0.164,0.236,0.341,0.314,0.306
"Alguna dificultad ocasional",0.308,0.333,0.286,0.261,0.336,0.317,0.291,0.262,0.331,0.322,0.32,0.22,0.337,0.329,0.266,0.36,0.23,0.333
"Sí, dificultades frecuentes",0.371,0.33,0.407,0.374,0.383,0.358,0.361,0.397,0.4,0.291,0.261,0.301,0.48,0.507,0.498,0.299,0.456,0.361
