"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.263,0.126,0.056,0.143,0.142
"P06","Casi siempre",0.313,0.422,0.22,0.141,0.125
"P06","Casi nunca",0.243,0.288,0.555,0.282,0.221
"P06","Nunca, pero esta es una excepción",0.181,0.164,0.169,0.434,0.512
"P10","Unión por la Patria",0.455,0.372,0.254,0.241,0.113
"P10","Juntos por el Cambio",0.231,0.326,0.326,0.225,0.133
"P10","De los Liberales libertarios",0.183,0.126,0.173,0.296,0.707
"P10","De la Izquierda",0.052,0.043,0.065,0.023,0
"P10","Hacemos por nuestro país",0.031,0.035,0.012,0.004,0
"P10","En blanco",0.008,0.01,0.022,0.098,0.029
"P10","No sabe",0.04,0.088,0.148,0.113,0.018
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.392,0.372,0.292,0.089,0.06
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.228,0.268,0.288,0.299,0.519
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.281,0.249,0.243,0.362,0.372
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.039,0.047,0.032,0.021,0
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.022,0.014,0.019,0,0
"P13","En blanco",0.01,0.006,0.006,0.117,0
"P13","No sabe",0.028,0.044,0.12,0.112,0.049
"P16","Si",0.34,0.353,0.565,0.474,0.198
"P16","No",0.66,0.647,0.435,0.526,0.802
"P17","Sergio Massa a presidente por Unión por la Patria.",0.366,0.285,0.237,0.511,0
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.318,0.351,0.361,0.097,0.442
"P17","Javier Milei a presidente por la Libertad Avanza",0.255,0.209,0.274,0.187,0.461
"P17","Los candidatos a presidente de la Izquierda",0.007,0.075,0.035,0.013,0
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.03,0.032,0.032,0,0
"P17","En blanco",0.009,0.002,0,0.092,0
"P17","No sabe",0.015,0.046,0.061,0.1,0.097
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.342,0.287,0.201,0.417,0
