"var","categoria","Si","No"
"P05","Mucho",0.578,0.495
"P05","Bastante",0.29,0.303
"P05","Poco",0.121,0.141
"P05","Nada",0.008,0.042
"P05","No sabe",0.003,0.019
"P06","Siempre",0.263,0.134
"P06","Casi siempre",0.401,0.334
"P06","Casi nunca",0.246,0.345
"P06","Nunca, pero esta es una excepción",0.09,0.187
"P10","Unión por la Patria",0.496,0.375
"P10","Juntos por el Cambio",0.252,0.322
"P10","De los Liberales libertarios",0.193,0.121
"P10","De la Izquierda",0.014,0.054
"P10","Hacemos por nuestro país",0,0.061
"P10","En blanco",0.004,0.019
"P10","No sabe",0.041,0.048
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.386,0.364
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.243,0.295
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.337,0.233
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.005,0.031
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.003,0.03
"P13","En blanco",0.003,0.013
"P13","No sabe",0.023,0.034
"P16","Si",0.348,0.326
"P16","No",0.652,0.674
"P17","Sergio Massa a presidente por Unión por la Patria.",0.34,0.276
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.358,0.306
"P17","Javier Milei a presidente por la Libertad Avanza",0.272,0.279
"P17","Los candidatos a presidente de la Izquierda",0.005,0.057
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0,0.064
"P17","En blanco",0.006,0.004
"P17","No sabe",0.019,0.014
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.378,0.24
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.307,0.46
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.206,0.168
"P20","El candidato a gobernador de la Izquierda",0.053,0.056
"P20","En blanco",0.011,0.027
"P20","No sabe",0.045,0.049
"P23","Fernando Moreira a intendente por Unión por la Patria.",0.38,0.312
"P23","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.428,0.366
"P23","Hernán Sardella a intendente por la Libertad Avanza",0.084,0.131
"P23","El candidato del Frente de Izquierda",0.034,0.096
"P23","En blanco",0.034,0.013
"P23","No sabe",0.04,0.082
"P26","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.397,0.369
"P26","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.169,0.233
"P26","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.281,0.275
"P26","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.081,0.063
"P26","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.043,0.012
"P26","No sabe",0.029,0.048
"P27","Totalmente seguro.",0.823,0.677
"P27","Bastante seguro",0.103,0.184
"P27","Algo seguro",0.05,0.098
"P27","Para nada seguro",0.024,0.041
"P28","Tiene Decidido que va a ir a votar.",0.967,0.9
"P28","Tiene dudas sobre si va a ir a  votar",0.024,0.061
"P28","Tiene Decidido que no va a ir a votar",0.009,0.039
"P29","No estaba enterado del tema",0.157,0.19
"P29","Un tema de la vida privada de él",0.128,0.061
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.353,0.326
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.121,0.188
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.23,0.204
"P29","No sabe",0.011,0.031
"P30","Si",0.849,0.783
"P30","No",0.151,0.217
"P31","Sergio Massa",0.511,0.396
"P31","Patria Bullrich",0.183,0.255
"P31","Javier Milei",0.197,0.18
"P31","Myriam Bregman",0.063,0.091
"P31","Juan Schiaretti",0.046,0.078
"P32","Ha aumentado significativamente",0.124,0.093
"P32","Ha aumentado ligeramente",0.222,0.149
"P32","Se mantiene igual",0.292,0.272
"P32","Ha disminuido ligeramente",0.187,0.229
"P32","Ha disminuido significativamente",0.175,0.257
"P33","No, ninguna dificultad",0.367,0.277
"P33","Alguna dificultad ocasional",0.295,0.35
"P33","Sí, dificultades frecuentes",0.338,0.373
"P34","Sí, absolutamente",0.505,0.461
"P34","Sí, en cierta medida",0.265,0.394
"P34","No, en absoluto",0.23,0.145
"P35","Reducir la inflación",0.394,0.424
"P35","Implementar reformas fiscales",0.072,0.141
"P35","Establecer políticas de control de precios",0.233,0.127
"P35","Reducir el gasto público",0.244,0.258
"P35","Estimular la inversión extranjera",0.032,0.04
"P35","Aumentar los subsidios a los servicios públicos",0.025,0.01
"P36","Muy positiva",0.353,0.195
"P36","Positiva",0.221,0.179
"P36","Neutral",0.204,0.261
"P36","Algo negativa",0.093,0.108
"P36","Negativa",0.032,0.096
"P36","No sabe",0.097,0.161
"P37","Muy positiva",0.469,0.392
"P37","Positiva",0.222,0.174
"P37","Neutral",0.139,0.218
"P37","Algo negativa",0.099,0.088
"P37","Negativa",0.048,0.078
"P37","No sabe",0.023,0.05
"P38","Muy positiva",0.343,0.175
"P38","Positiva",0.203,0.21
"P38","Neutral",0.227,0.287
"P38","Algo negativa",0.061,0.089
"P38","Negativa",0.103,0.148
"P38","No sabe",0.063,0.091
"P39","Muy positiva",0.491,0.384
"P39","Positiva",0.219,0.217
"P39","Neutral",0.149,0.194
"P39","Algo negativa",0.064,0.094
"P39","Negativa",0.069,0.073
"P39","No sabe",0.008,0.038
"P40","Muy positiva",0.472,0.288
"P40","Positiva",0.203,0.237
"P40","Neutral",0.159,0.254
"P40","Algo negativa",0.086,0.07
"P40","Negativa",0.034,0.066
"P40","No sabe",0.046,0.085
"P41","Lo votaría",0.516,0.378
"P41","Puede que lo vote",0.041,0.08
"P41","Nunca lo votaría",0.433,0.497
"P41","No sabe",0.01,0.045
"P42","Lo votaría",0.274,0.291
"P42","Puede que lo vote",0.096,0.124
"P42","Nunca lo votaría",0.61,0.537
"P42","No sabe",0.02,0.048
"P43","Lo votaría",0.256,0.205
"P43","Puede que lo vote",0.091,0.12
"P43","Nunca lo votaría",0.647,0.634
"P43","No sabe",0.006,0.041
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.401,0.353
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.253,0.285
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.325,0.241
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.004,0.032
