"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Si",0.378,0.396,0.363,0.387,0.401,0.378,0.33,0.356,0.389,0.384,0.319,0.477,0.364,0.489,0.18,0.437,0.341,0.35
"No",0.622,0.604,0.637,0.613,0.599,0.622,0.67,0.644,0.611,0.616,0.681,0.523,0.636,0.511,0.82,0.563,0.659,0.65
