"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Si",0.405,0.424,0.389,0.402,0.372,0.422,0.446,0.357,0.426,0.423,0.444,0.518,0.274,0.385,0.4,0.393,0.344,0.49
"No",0.595,0.576,0.611,0.598,0.628,0.578,0.554,0.643,0.574,0.577,0.556,0.482,0.726,0.615,0.6,0.607,0.656,0.51
