"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Totalmente seguro.",0.731,0.696,0.762,0.703,0.739,0.769,0.7,0.669,0.741,0.784,0.776,0.783,0.721,0.662,0.772,0.715,0.753,0.726
"Bastante seguro",0.141,0.158,0.126,0.1,0.182,0.124,0.128,0.164,0.151,0.099,0.142,0.115,0.176,0.152,0.159,0.173,0.12,0.127
"Algo seguro",0.086,0.102,0.073,0.152,0.061,0.073,0.083,0.111,0.07,0.086,0.053,0.035,0.077,0.127,0.055,0.073,0.098,0.088
"Para nada seguro",0.042,0.044,0.039,0.045,0.018,0.034,0.089,0.056,0.038,0.031,0.029,0.067,0.026,0.059,0.014,0.039,0.029,0.059
