"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Fernando Moreira a intendente por Unión por la Patria.",0.303,0.338,0.274,0.342,0.215,0.365,0.347,0.296,0.247,0.407,0.587,0.319,0.126,0.015,0.126,0.253,0.312,0.352
"Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.406,0.337,0.464,0.291,0.403,0.435,0.491,0.392,0.459,0.331,0.176,0.285,0.719,0.858,0.318,0.331,0.46,0.43
"Hernán Sardella a intendente por la Libertad Avanza",0.109,0.116,0.104,0.057,0.172,0.095,0.066,0.107,0.14,0.059,0.127,0.075,0.101,0.053,0.323,0.164,0.094,0.063
"El candidato del Frente de Izquierda",0.068,0.055,0.079,0.204,0.057,0.03,0,0,0.091,0.1,0.059,0.165,0,0.058,0,0.083,0.058,0.062
"En blanco",0.017,0.007,0.025,0,0.016,0.032,0.017,0.006,0.019,0.025,0.005,0.065,0.041,0.005,0,0.005,0.007,0.044
"No sabe",0.097,0.147,0.054,0.106,0.137,0.043,0.079,0.199,0.044,0.078,0.046,0.091,0.013,0.011,0.233,0.164,0.069,0.049
