"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Sergio Massa a presidente por Unión por la Patria.",0.32,0.333,0.31,0.369,0.251,0.421,0.277,0.256,0.38,0.289,0.483,0.543,0.084,0.094,0.054,0.288,0.327,0.35
"Patricia Bullrich a presidenta por Juntos por el Cambio",0.327,0.305,0.346,0.23,0.241,0.405,0.476,0.375,0.318,0.291,0.232,0.18,0.522,0.584,0.061,0.324,0.426,0.212
"Javier Milei a presidente por la Libertad Avanza",0.261,0.249,0.271,0.268,0.368,0.131,0.219,0.245,0.254,0.289,0.175,0.131,0.386,0.311,0.885,0.292,0.21,0.286
"Los candidatos a presidente de la Izquierda",0.044,0.035,0.051,0.113,0.051,0.014,0.004,0.043,0.027,0.071,0.053,0.086,0,0,0,0.006,0.011,0.126
"Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.039,0.063,0.019,0,0.082,0.022,0.021,0.081,0.015,0.037,0.05,0.027,0.008,0.011,0,0.072,0.019,0.026
"En blanco",0.009,0.015,0.003,0.02,0.007,0.007,0.003,0,0.006,0.023,0.007,0.033,0,0,0,0.018,0.007,0
