"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Sergio Massa a presidente por Unión por la Patria.",0.312,0.326,0.301,0.369,0.242,0.412,0.266,0.256,0.368,0.279,0.469,0.53,0.084,0.093,0.054,0.279,0.316,0.347
"Patricia Bullrich a presidenta por Juntos por el Cambio",0.31,0.301,0.317,0.23,0.237,0.352,0.462,0.338,0.313,0.274,0.232,0.18,0.517,0.574,0.061,0.311,0.391,0.209
"Javier Milei a presidente por la Libertad Avanza",0.257,0.245,0.268,0.268,0.365,0.127,0.212,0.245,0.254,0.276,0.174,0.131,0.386,0.311,0.885,0.288,0.207,0.283
"Los candidatos a presidente de la Izquierda",0.043,0.035,0.049,0.113,0.048,0.013,0.004,0.043,0.028,0.068,0.051,0.086,0,0,0,0.006,0.009,0.126
"Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.037,0.063,0.015,0,0.082,0.022,0.009,0.081,0.011,0.033,0.047,0.027,0.008,0.011,0,0.072,0.016,0.021
"En blanco",0.009,0.015,0.003,0.02,0.007,0.007,0.002,0,0.006,0.023,0.007,0.033,0,0,0,0.018,0.007,0
"No sabe",0.032,0.015,0.047,0,0.019,0.067,0.045,0.037,0.02,0.047,0.02,0.013,0.005,0.011,0,0.026,0.054,0.014
