"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Fernando Moreira a intendente por Unión por la Patria.",0.329,0.364,0.3,0.359,0.227,0.398,0.4,0.329,0.261,0.448,0.626,0.357,0.126,0.015,0.126,0.284,0.324,0.389
"Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.44,0.381,0.49,0.31,0.47,0.438,0.517,0.461,0.473,0.361,0.183,0.338,0.719,0.869,0.318,0.387,0.492,0.441
"Hernán Sardella a intendente por la Libertad Avanza",0.145,0.192,0.106,0.127,0.23,0.1,0.066,0.204,0.156,0.064,0.127,0.075,0.114,0.053,0.556,0.241,0.12,0.063
"El candidato del Frente de Izquierda",0.069,0.056,0.079,0.204,0.057,0.032,0,0,0.091,0.102,0.059,0.165,0,0.058,0,0.083,0.057,0.063
"En blanco",0.017,0.007,0.025,0,0.016,0.032,0.017,0.006,0.019,0.025,0.005,0.065,0.041,0.005,0,0.005,0.007,0.044
