"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Moreira","Grosso","López Medrano","D Alessandro","Sardella","Zona 1","Zona 2","Zona 3"
"Axel Kicillof a gobernador por Unión por la Patria.",0.327,0.359,0.3,0.401,0.357,0.326,0.202,0.274,0.327,0.383,0.541,0.631,0.037,0.098,0.117,0.321,0.292,0.374
"Néstor Grindetti a gobernador por Juntos por el Cambio",0.332,0.283,0.374,0.199,0.256,0.408,0.509,0.352,0.337,0.305,0.215,0.159,0.808,0.628,0.103,0.353,0.412,0.214
"Carolina Piparo a gobernadora por la Libertad Avanza",0.266,0.276,0.258,0.301,0.305,0.213,0.227,0.293,0.288,0.2,0.18,0.176,0.15,0.27,0.78,0.256,0.268,0.277
"El candidato a gobernador de la Izquierda",0.049,0.057,0.042,0.099,0.049,0.025,0.028,0.048,0.033,0.077,0.024,0.015,0,0,0,0.049,0.017,0.087
"En blanco",0.026,0.025,0.026,0,0.033,0.028,0.034,0.033,0.015,0.035,0.04,0.019,0.005,0.004,0,0.021,0.011,0.048
