"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","0652A","0655A","652","653","654","655","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Si",0.49,0.438,0.542,0.513,0.521,0.43,0.459,0.518,0.447,0.549,0.487,0.448,0.575,0.536,0.414,0.509,0.371,0.465,0.621,0.338,0.714
"No",0.51,0.562,0.458,0.487,0.479,0.57,0.541,0.482,0.553,0.451,0.513,0.552,0.425,0.464,0.586,0.491,0.629,0.535,0.379,0.662,0.286
