"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.006,0.014,0,0.095,0.109
"PRESIDENTE","En blanco",0.021,0.027,0.006,0.03,0.158
"PRESIDENTE","No sabe",0.017,0.015,0.063,0.092,0.251
"CORTA_PRESIDENTE","Si",0.175,0.157,0.287,0.317,0.177
"CORTA_PRESIDENTE","No",0.825,0.843,0.713,0.683,0.823
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.398,0.405,0.347,0.332,0.209
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.219,0.261,0.29,0.243,0.177
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.298,0.259,0.275,0.129,0.038
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.023,0.025,0.025,0.046,0.143
"GOBERNADOR","En blanco",0.027,0.035,0.014,0.157,0.158
"GOBERNADOR","No sabe",0.035,0.015,0.049,0.093,0.275
"CORTA_GOBERNADOR","Si",0.227,0.21,0.341,0.441,0.147
"CORTA_GOBERNADOR","No",0.773,0.79,0.659,0.559,0.853
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria",0.379,0.359,0.258,0.323,0.21
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.226,0.25,0.326,0.207,0.175
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.252,0.213,0.182,0.132,0.037
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.071,0.075,0.094,0.059,0.21
"INTENDENTE","El candidato a intendente de la Izquierda",0.025,0.033,0.056,0,0.035
"INTENDENTE","En blanco",0.009,0.031,0.009,0.097,0.054
"INTENDENTE","No sabe",0.038,0.039,0.075,0.182,0.279
"CORTA_INTENDENTE","Si",0.269,0.313,0.256,0.448,0.024
"CORTA_INTENDENTE","No",0.731,0.687,0.744,0.552,0.976
