"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","0652A","0655A","652","653","654","655","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Gustavo Menéndez a intendente por Unión por la Patria",0.26,0.281,0.237,0.195,0.3,0.26,0.264,0.357,0.205,0.201,0.382,0.233,0.186,0.17,0.218,0.12,0.721,0.05,0.09,0.196,0.083
"Zencich a intendente por Juntos por el Cambio",0.283,0.28,0.287,0.274,0.25,0.339,0.31,0.274,0.291,0.281,0.224,0.414,0.287,0.339,0.289,0.104,0.129,0.559,0.696,0.316,0.068
"Eduardo Varela a intendente por la Libertad Avanza",0.126,0.124,0.129,0.127,0.103,0.152,0.154,0.105,0.133,0.157,0.153,0.059,0.085,0.118,0.14,0.267,0.021,0.184,0.099,0.452,0.055
"Raul Othacehé a intendente por el frente vecinal crecer",0.152,0.144,0.161,0.173,0.144,0.133,0.168,0.18,0.139,0.128,0.119,0.164,0.148,0.174,0.087,0.398,0.056,0.093,0.091,0,0.646
"El candidato a intendente de la Izquierda",0.041,0.046,0.035,0,0.074,0.025,0.043,0.009,0.052,0.076,0.015,0.057,0.042,0.064,0.065,0.035,0.013,0.049,0.006,0.015,0.003
"En blanco",0.029,0.032,0.026,0.01,0.046,0.028,0.015,0.004,0.045,0.038,0.045,0.023,0.01,0.008,0.033,0.041,0,0,0,0,0.01
"No sabe",0.109,0.093,0.125,0.221,0.083,0.063,0.046,0.071,0.135,0.119,0.062,0.05,0.242,0.127,0.168,0.035,0.06,0.065,0.018,0.021,0.135
