"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.388,0.364,0.467,0.319
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.241,0.238,0.268,0.169
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.313,0.291,0.158,0.084
"P12_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.034,0.011,0.034,0.103
"P12_imputada","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.013,0.058,0.064,0.093
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.004,0.036,0,0.045
"P12_imputada","En blanco",0.007,0.002,0.009,0.187
"P16_imputada","Sergio Massa a presidente por Unión por la Patria",0.379,0.458,0.371,0.223
"P16_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.268,0.306,0.401,0.104
"P16_imputada","Javier Milei a presidente por la Libertad Avanza",0.31,0.149,0.112,0.236
"P16_imputada","Los candidatos a presidente de la Izquierda",0.004,0.017,0.093,0.311
"P16_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.032,0.07,0,0.044
"P16_imputada","En blanco",0.007,0,0.023,0.082
"P19_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.347,0.396,0.448,0.348
"P19_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.337,0.374,0.114,0.225
"P19_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.269,0.141,0.327,0.175
"P19_imputada","El candidato a gobernador de la Izquierda",0.036,0.016,0.083,0.097
"P19_imputada","En blanco",0.011,0.073,0.028,0.155
"P22_imputada","Gustavo Menéndez a intendente por Unión por la Patria",0.315,0.339,0.201,0.229
"P22_imputada","Zencich a intendente por Juntos por el Cambio",0.317,0.3,0.423,0.141
"P22_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.144,0.139,0.108,0.123
"P22_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.157,0.136,0.196,0.319
"P22_imputada","El candidato a intendente de la Izquierda",0.045,0.046,0.055,0.082
"P22_imputada","En blanco",0.022,0.04,0.017,0.106
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria",0.416,0.413,0.492,0.296
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.243,0.266,0.272,0.129
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.312,0.254,0.156,0.205
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.008,0.029,0.07,0.199
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.014,0.036,0,0.046
"PRESIDENTE_imputada","En blanco",0.007,0.002,0.01,0.125
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.402,0.385,0.521,0.375
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.27,0.292,0.132,0.198
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.297,0.253,0.259,0.176
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.022,0.03,0.076,0.063
"GOBERNADOR_imputada","En blanco",0.009,0.04,0.012,0.188
"INTENDENTE_imputada","Gustavo Menéndez a intendente por Unión por la Patria",0.38,0.365,0.417,0.297
"INTENDENTE_imputada","Zencich a intendente por Juntos por el Cambio",0.267,0.269,0.288,0.144
"INTENDENTE_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.238,0.249,0.145,0.142
"INTENDENTE_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.073,0.057,0.089,0.205
"INTENDENTE_imputada","El candidato a intendente de la Izquierda",0.028,0.039,0.053,0.063
"INTENDENTE_imputada","En blanco",0.014,0.021,0.008,0.149
