"var","categoria","Si","No"
"P05","Mucho",0.494,0.353
"P05","Bastante",0.299,0.318
"P05","Poco",0.122,0.2
"P05","Nada",0.043,0.105
"P05","No sabe",0.042,0.024
"P06","Siempre",0.267,0.138
"P06","Casi siempre",0.398,0.287
"P06","Casi nunca",0.243,0.378
"P06","Nunca, pero esta es una excepción",0.092,0.197
"P09","Unión por la Patria",0.369,0.326
"P09","Juntos por el Cambio",0.236,0.222
"P09","De los Liberales libertarios",0.223,0.262
"P09","De la Izquierda",0.08,0.057
"P09","Hacemos por nuestro país",0.017,0.029
"P09","Otro",0.012,0.037
"P09","En blanco",0.027,0.011
"P09","No sabe",0.036,0.056
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.395,0.326
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.215,0.234
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.267,0.278
"P12","Raul Othacehé a intendente por el frente vecinal crecer",0.032,0.033
"P12","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.039,0.022
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.005,0.02
"P12","En blanco",0.006,0.028
"P12","No sabe",0.041,0.059
"P15","Si",0.489,0.457
"P15","No",0.511,0.543
"P16","Sergio Massa a presidente por Unión por la Patria",0.407,0.272
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.278,0.261
"P16","Javier Milei a presidente por la Libertad Avanza",0.251,0.256
"P16","Los candidatos a presidente de la Izquierda",0.032,0.061
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.018,0.057
"P16","En blanco",0.007,0.028
"P16","No sabe",0.007,0.065
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.405,0.282
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.355,0.274
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.143,0.24
"P19","El candidato a gobernador de la Izquierda",0.019,0.046
"P19","En blanco",0.056,0.053
"P19","No sabe",0.022,0.105
"P22","Gustavo Menéndez a intendente por Unión por la Patria",0.265,0.268
"P22","Zencich a intendente por Juntos por el Cambio",0.317,0.253
"P22","Eduardo Varela a intendente por la Libertad Avanza",0.113,0.141
"P22","Raul Othacehé a intendente por el frente vecinal crecer",0.134,0.119
"P22","El candidato a intendente de la Izquierda",0.036,0.046
"P22","En blanco",0.026,0.029
"P22","No sabe",0.109,0.144
"P25","Totalmente seguro",0.592,0.649
"P25","Bastante seguro",0.207,0.179
"P25","Algo seguro",0.087,0.091
"P25","Para nada seguro",0.114,0.081
"P26","Tiene Decidido que va a ir a votar",0.909,0.872
"P26","Tiene dudas sobre si va a ir a  votar",0.033,0.073
"P26","Tiene Decidido que no va a ir a votar",0.058,0.055
