"var","categoria","Si","No"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.428,0.352
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.22,0.247
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.27,0.283
"P12_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.032,0.034
"P12_imputada","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.039,0.027
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.005,0.02
"P12_imputada","En blanco",0.006,0.037
"P16_imputada","Sergio Massa a presidente por Unión por la Patria",0.412,0.291
"P16_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.28,0.278
"P16_imputada","Javier Milei a presidente por la Libertad Avanza",0.251,0.259
"P16_imputada","Los candidatos a presidente de la Izquierda",0.032,0.082
"P16_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.018,0.058
"P16_imputada","En blanco",0.007,0.032
"P19_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.416,0.31
"P19_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.357,0.305
"P19_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.145,0.286
"P19_imputada","El candidato a gobernador de la Izquierda",0.026,0.046
"P19_imputada","En blanco",0.056,0.053
"P22_imputada","Gustavo Menéndez a intendente por Unión por la Patria",0.313,0.303
"P22_imputada","Zencich a intendente por Juntos por el Cambio",0.317,0.284
"P22_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.119,0.159
"P22_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.156,0.155
"P22_imputada","El candidato a intendente de la Izquierda",0.066,0.051
"P22_imputada","En blanco",0.029,0.048
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria",0.451,0.368
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.231,0.247
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.275,0.285
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.026,0.049
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.008,0.031
"PRESIDENTE_imputada","En blanco",0.009,0.02
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria",0.45,0.373
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.268,0.257
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.224,0.302
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.026,0.034
"GOBERNADOR_imputada","En blanco",0.032,0.034
"INTENDENTE_imputada","Gustavo Menéndez a intendente por Unión por la Patria",0.401,0.368
"INTENDENTE_imputada","Zencich a intendente por Juntos por el Cambio",0.251,0.252
"INTENDENTE_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.209,0.242
"INTENDENTE_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.078,0.072
"INTENDENTE_imputada","El candidato a intendente de la Izquierda",0.043,0.035
"INTENDENTE_imputada","En blanco",0.018,0.031
