"var","categoria","Si","No"
"P05","Mucho",0.348,0.411
"P05","Bastante",0.245,0.32
"P05","Poco",0.235,0.158
"P05","Nada",0.149,0.065
"P05","No sabe",0.023,0.046
"P06","Siempre",0.183,0.194
"P06","Casi siempre",0.263,0.318
"P06","Casi nunca",0.358,0.314
"P06","Nunca, pero esta es una excepción",0.196,0.174
"P09","Unión por la Patria",0.187,0.374
"P09","Juntos por el Cambio",0.182,0.242
"P09","De los Liberales libertarios",0.283,0.233
"P09","De la Izquierda",0.064,0.057
"P09","Hacemos por nuestro país",0.06,0.01
"P09","Otro",0.068,0.02
"P09","En blanco",0.059,0.012
"P09","No sabe",0.097,0.052
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.15,0.412
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.179,0.246
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.255,0.261
"P12","Raul Othacehé a intendente por el frente vecinal crecer",0.134,0.001
"P12","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.061,0.021
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.038,0.004
"P12","En blanco",0.039,0.02
"P12","No sabe",0.144,0.035
"P15","Si",1,0.313
"P15","No",0,0.687
"P16","Sergio Massa a presidente por Unión por la Patria",0.345,0.372
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.205,0.29
"P16","Javier Milei a presidente por la Libertad Avanza",0.242,0.252
"P16","Los candidatos a presidente de la Izquierda",0.059,0.028
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.065,0
"P16","En blanco",0.027,0.008
"P16","No sabe",0.057,0.05
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.291,0.378
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.25,0.318
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.241,0.218
"P19","El candidato a gobernador de la Izquierda",0.064,0.021
"P19","En blanco",0.066,0.025
"P19","No sabe",0.088,0.04
"P22","Gustavo Menéndez a intendente por Unión por la Patria",0.235,0.283
"P22","Zencich a intendente por Juntos por el Cambio",0.257,0.307
"P22","Eduardo Varela a intendente por la Libertad Avanza",0.118,0.134
"P22","Raul Othacehé a intendente por el frente vecinal crecer",0.204,0.105
"P22","El candidato a intendente de la Izquierda",0.035,0.045
"P22","En blanco",0.023,0.035
"P22","No sabe",0.128,0.091
"P25","Totalmente seguro",0.53,0.646
"P25","Bastante seguro",0.168,0.191
"P25","Algo seguro",0.123,0.079
"P25","Para nada seguro",0.179,0.084
"P26","Tiene Decidido que va a ir a votar",0.8,0.88
"P26","Tiene dudas sobre si va a ir a  votar",0.119,0.069
"P26","Tiene Decidido que no va a ir a votar",0.081,0.051
"P27","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.461,0.454
"P27","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.098,0.122
"P27","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.156,0.275
"P27","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.173,0.053
"P27","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.042,0.019
"P27","No sabe",0.07,0.077
"P28","Lo votaría",0.27,0.388
"P28","Puede que lo vote",0.16,0.09
"P28","Nunca lo votaría",0.434,0.472
"P28","No sabe",0.136,0.05
"P29","Lo votaría",0.273,0.25
"P29","Puede que lo vote",0.211,0.104
"P29","Nunca lo votaría",0.425,0.566
"P29","No sabe",0.091,0.08
"P30","Lo votaría",0.248,0.29
"P30","Puede que lo vote",0.194,0.105
"P30","Nunca lo votaría",0.492,0.548
"P30","No sabe",0.066,0.057
"P31","Lo votaría",0.294,0.15
"P31","Puede que lo vote",0.116,0.112
"P31","Nunca lo votaría",0.487,0.651
"P31","No sabe",0.103,0.087
"P32","Si",0.352,0.393
"P32","No",0.648,0.607
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.359,0.412
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.197,0.239
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.234,0.27
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.057,0.023
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.07,0.004
"PRESIDENTE","En blanco",0.025,0.016
"PRESIDENTE","No sabe",0.058,0.036
"CORTA_PRESIDENTE","Si",0.642,0.049
"CORTA_PRESIDENTE","No",0.358,0.951
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria",0.282,0.414
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.246,0.245
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.245,0.261
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.068,0.021
"GOBERNADOR","En blanco",0.067,0.025
"GOBERNADOR","No sabe",0.092,0.034
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria",0.229,0.38
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.25,0.246
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.121,0.235
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.214,0.033
"INTENDENTE","El candidato a intendente de la Izquierda",0.033,0.03
"INTENDENTE","En blanco",0.02,0.026
"INTENDENTE","No sabe",0.133,0.05
"CORTA_INTENDENTE","Si",0.678,0.15
"CORTA_INTENDENTE","No",0.322,0.85
