"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.623,0.42,0.309,0.231
"P05","Bastante",0.192,0.414,0.229,0.276
"P05","Poco",0.111,0.144,0.232,0.139
"P05","Nada",0.047,0.012,0.148,0.267
"P05","No sabe",0.027,0.01,0.082,0.087
"P09","Unión por la Patria",0.313,0.357,0.233,0.373
"P09","Juntos por el Cambio",0.223,0.24,0.234,0.152
"P09","De los Liberales libertarios",0.324,0.222,0.246,0.244
"P09","De la Izquierda",0.078,0.029,0.083,0.054
"P09","Hacemos por nuestro país",0.003,0.025,0.04,0.005
"P09","Otro",0.006,0.045,0.042,0.046
"P09","En blanco",0.031,0.027,0.02,0.037
"P09","No sabe",0.022,0.055,0.102,0.089
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.353,0.372,0.262,0.408
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.285,0.232,0.197,0.212
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.261,0.247,0.306,0.197
"P12","Raul Othacehé a intendente por el frente vecinal crecer",0.055,0.044,0.049,0.024
"P12","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.027,0.026,0.037,0.03
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.001,0.006,0.031,0.005
"P12","En blanco",0.002,0.016,0.035,0.041
"P12","No sabe",0.016,0.057,0.083,0.083
"P15","Si",0.529,0.472,0.496,0.469
"P15","No",0.471,0.528,0.504,0.531
"P16","Sergio Massa a presidente por Unión por la Patria",0.571,0.43,0.225,0.203
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.238,0.239,0.263,0.249
"P16","Javier Milei a presidente por la Libertad Avanza",0.17,0.25,0.264,0.315
"P16","Los candidatos a presidente de la Izquierda",0,0.031,0.037,0.142
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.001,0.022,0.077,0
"P16","En blanco",0.006,0.015,0.03,0.011
"P16","No sabe",0.014,0.013,0.104,0.08
"P19","Axel Kicillof a gobernador por Unión por la Patria",0.384,0.396,0.296,0.228
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.279,0.276,0.31,0.264
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.3,0.206,0.167,0.307
"P19","El candidato a gobernador de la Izquierda",0.002,0.039,0.053,0.08
"P19","En blanco",0.007,0.041,0.063,0.068
"P19","No sabe",0.028,0.042,0.111,0.053
"P22","Gustavo Menéndez a intendente por Unión por la Patria",0.346,0.266,0.188,0.278
"P22","Zencich a intendente por Juntos por el Cambio",0.376,0.267,0.227,0.304
"P22","Eduardo Varela a intendente por la Libertad Avanza",0.078,0.157,0.139,0.107
"P22","Raul Othacehé a intendente por el frente vecinal crecer",0.104,0.178,0.177,0.117
"P22","El candidato a intendente de la Izquierda",0.019,0.084,0.032,0
"P22","En blanco",0.036,0.007,0.029,0.065
"P22","No sabe",0.041,0.041,0.208,0.129
"P25","Totalmente seguro",0.702,0.696,0.573,0.483
"P25","Bastante seguro",0.21,0.183,0.189,0.159
"P25","Algo seguro",0.035,0.065,0.092,0.184
"P25","Para nada seguro",0.053,0.056,0.146,0.174
"P26","Tiene Decidido que va a ir a votar",0.885,0.918,0.857,0.748
"P26","Tiene dudas sobre si va a ir a  votar",0.085,0.051,0.097,0.096
"P26","Tiene Decidido que no va a ir a votar",0.03,0.031,0.046,0.156
"P27","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.545,0.43,0.436,0.428
"P27","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.078,0.131,0.145,0.079
"P27","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.201,0.301,0.235,0.233
"P27","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.122,0.071,0.069,0.067
"P27","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.001,0.042,0.016,0.035
"P27","No sabe",0.053,0.025,0.099,0.158
"P28","Lo votaría",0.397,0.398,0.27,0.439
"P28","Puede que lo vote",0.143,0.078,0.113,0.101
"P28","Nunca lo votaría",0.398,0.475,0.537,0.364
"P28","No sabe",0.062,0.049,0.08,0.096
"P29","Lo votaría",0.342,0.248,0.207,0.262
"P29","Puede que lo vote",0.073,0.142,0.154,0.121
"P29","Nunca lo votaría",0.531,0.537,0.521,0.557
"P29","No sabe",0.054,0.073,0.118,0.06
"P30","Lo votaría",0.359,0.241,0.275,0.265
"P30","Puede que lo vote",0.127,0.131,0.127,0.108
"P30","Nunca lo votaría",0.466,0.587,0.525,0.543
"P30","No sabe",0.048,0.041,0.073,0.084
"P31","Lo votaría",0.266,0.178,0.123,0.216
"P31","Puede que lo vote",0.117,0.099,0.119,0.124
"P31","Nunca lo votaría",0.553,0.658,0.616,0.592
"P31","No sabe",0.064,0.065,0.142,0.068
"P32","Si",0.546,0.464,0.287,0.225
"P32","No",0.454,0.536,0.713,0.775
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria",0.482,0.443,0.282,0.399
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.24,0.242,0.213,0.219
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.242,0.251,0.316,0.202
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.001,0.019,0.036,0.077
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.001,0.009,0.048,0.006
"PRESIDENTE","En blanco",0.027,0.019,0.037,0.024
"PRESIDENTE","No sabe",0.007,0.017,0.068,0.073
