"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","0652A","0655A","652","653","654","655","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Axel Kicillof a gobernador por Unión por la Patria",0.336,0.333,0.339,0.222,0.396,0.376,0.296,0.326,0.319,0.403,0.411,0.353,0.297,0.272,0.253,0.303,0.533,0.097,0.172,0.078,0.521
"Néstor Grindetti a gobernador por Juntos por el Cambio",0.286,0.306,0.266,0.288,0.207,0.36,0.396,0.23,0.336,0.265,0.312,0.369,0.161,0.394,0.266,0.044,0.105,0.603,0.517,0.334,0.175
"Carolina Piparo a gobernadora por la Libertad Avanza",0.229,0.223,0.234,0.273,0.256,0.14,0.214,0.284,0.203,0.184,0.184,0.184,0.242,0.26,0.263,0.41,0.236,0.278,0.175,0.557,0.118
"El candidato a gobernador de la Izquierda",0.041,0.048,0.036,0.041,0.069,0.009,0.015,0.057,0.03,0.041,0.037,0.017,0.029,0.006,0.04,0.243,0.028,0,0.073,0.021,0.033
"En blanco",0.045,0.041,0.049,0.097,0.019,0.054,0.01,0.062,0.028,0.056,0.044,0.03,0.117,0.01,0.035,0,0.049,0.016,0.01,0,0.082
"No sabe",0.063,0.049,0.076,0.079,0.053,0.061,0.069,0.041,0.084,0.051,0.012,0.047,0.154,0.058,0.143,0,0.049,0.006,0.053,0.01,0.071
