"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P15","Lo votaría",0.338,0.064,0.052,0.035
"P15","Puede que lo vote",0.132,0,0.068,0.063
"P15","Nunca lo votaría",0.489,0.755,0.795,0.785
"P15","No sabe",0.041,0.181,0.085,0.117
"P16","Lo votaría",0.267,0.024,0.112,0.06
"P16","Puede que lo vote",0.179,0.084,0.162,0.162
"P16","Nunca lo votaría",0.465,0.789,0.561,0.673
"P16","No sabe",0.089,0.103,0.165,0.105
"P17","Muy buena",0.369,0.34,0.135,0.146
"P17","Buena",0.205,0.071,0.211,0.125
"P17","Ni buena ni mala",0.211,0.423,0.478,0.319
"P17","Mala",0.095,0.115,0.105,0.132
"P17","Muy mala",0.074,0.051,0,0.156
"P17","No lo conozco",0.046,0,0.071,0.104
"P17","No sabe",0,0,0,0.018
"P18","Muy buena",0.42,0.245,0.257,0.111
"P18","Buena",0.063,0.258,0.487,0.176
"P18","Ni buena ni mala",0.276,0.285,0.101,0.291
"P18","Mala",0.055,0.182,0.092,0.153
"P18","Muy mala",0.121,0,0.019,0.135
"P18","No lo conozco",0.018,0.03,0.044,0.072
"P18","No sabe",0.047,0,0,0.062
"P19","Muy buena",0.524,0.328,0.205,0.237
"P19","Buena",0.07,0.141,0.413,0.22
"P19","Ni buena ni mala",0.105,0.238,0.061,0.29
"P19","Mala",0.07,0.207,0.321,0.123
"P19","Muy mala",0.166,0.056,0,0.035
"P19","No lo conozco",0.065,0.03,0,0.058
"P19","No sabe",0,0,0,0.037
"P20","Muy buena",0.272,0.032,0,0.031
"P20","Buena",0.045,0.064,0.124,0.066
"P20","Ni buena ni mala",0.281,0.322,0.54,0.322
"P20","Mala",0.135,0.345,0.123,0.194
"P20","Muy mala",0.122,0.16,0.194,0.138
"P20","No lo conozco",0.126,0.031,0,0.199
"P20","No sabe",0.019,0.046,0.019,0.05
"P21","Muy buena",0.264,0,0,0
"P21","Buena",0.063,0,0.1,0.05
"P21","Ni buena ni mala",0.171,0.334,0.293,0.241
"P21","Mala",0.119,0.29,0.269,0.185
"P21","Muy mala",0.193,0.307,0.338,0.405
"P21","No lo conozco",0.19,0.047,0,0.095
"P21","No sabe",0,0.022,0,0.024
"P22","Muy buena",0.168,0,0.026,0.027
"P22","Buena",0.097,0.042,0.12,0.097
"P22","Ni buena ni mala",0.094,0.484,0.535,0.419
"P22","Mala",0.181,0.269,0.214,0.134
"P22","Muy mala",0.195,0.1,0.071,0.136
"P22","No lo conozco",0.209,0.036,0.034,0.153
"P22","No sabe",0.056,0.069,0,0.034
"P23","Muy buena",0.237,0.207,0.091,0.142
"P23","Buena",0.239,0.089,0.204,0.176
"P23","Ni buena ni mala",0.065,0.428,0.535,0.311
"P23","Mala",0.155,0.136,0.098,0.161
"P23","Muy mala",0.148,0.14,0.072,0.124
"P23","No lo conozco",0.108,0,0,0.057
"P23","No sabe",0.048,0,0,0.029
"P24","Muy buena",0.162,0.057,0.165,0.046
"P24","Buena",0.136,0.215,0.251,0.096
"P24","Ni buena ni mala",0.129,0.438,0.313,0.375
"P24","Mala",0.107,0.229,0.112,0.079
"P24","Muy mala",0.129,0.017,0.112,0.129
"P24","No lo conozco",0.289,0,0.047,0.248
"P24","No sabe",0.048,0.044,0,0.027
"P25","Muy buena",0.225,0.059,0,0.095
"P25","Buena",0.098,0.055,0.155,0.191
"P25","Ni buena ni mala",0.152,0.404,0.627,0.301
"P25","Mala",0.138,0.231,0.082,0.093
"P25","Muy mala",0.142,0.06,0,0.05
"P25","No lo conozco",0.245,0.147,0.136,0.219
"P25","No sabe",0,0.044,0,0.051
"P26","Muy buena",0.148,0.022,0,0
"P26","Buena",0.095,0.108,0.175,0.042
"P26","Ni buena ni mala",0.18,0.457,0.579,0.378
"P26","Mala",0.106,0.085,0.09,0.097
"P26","Muy mala",0.181,0.125,0.039,0.185
"P26","No lo conozco",0.29,0.117,0.117,0.243
"P26","No sabe",0,0.086,0,0.055
"P27","Muy buena",0.148,0,0,0
"P27","Buena",0.081,0.065,0.073,0.031
"P27","Ni buena ni mala",0.138,0.461,0.385,0.317
"P27","Mala",0.139,0.085,0.258,0.108
"P27","Muy mala",0.087,0.099,0,0.041
"P27","No lo conozco",0.407,0.264,0.284,0.454
"P27","No sabe",0,0.026,0,0.049
"P28","Muy buena",0.195,0.044,0.039,0.044
"P28","Buena",0.09,0.067,0.266,0.118
"P28","Ni buena ni mala",0.108,0.472,0.436,0.405
"P28","Mala",0.13,0.044,0.073,0.126
"P28","Muy mala",0.08,0.143,0.029,0.112
"P28","No lo conozco",0.345,0.204,0.157,0.167
"P28","No sabe",0.052,0.026,0,0.028
