"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Andres Peressini por Iguales",0.069,0.169,0.219,0.152
"P06","Sergio Soto por MPN",0.314,0.027,0.102,0.042
"P06","Luis Bertolini por Desarrollo Ciudadano",0.104,0.131,0.271,0.094
"P06","Karina Ortiz por Unión por Plotier",0.261,0.277,0.036,0.016
"P06","Norberto Calducci por el Frente de Izquierda",0.096,0.035,0.124,0.02
"P06","Hector Agostino por el Partido Autonomista",0.115,0.036,0,0
"P06","No sabe",0.041,0.325,0.248,0.676
"P10","Lo votaría",0.543,0.113,0.14,0.043
"P10","Puede que lo vote",0.111,0.302,0.083,0.018
"P10","Nunca lo votaría",0.272,0.527,0.637,0.322
"P10","No sabe",0.074,0.058,0.14,0.617
"P11","Lo votaría",0.564,0.314,0.189,0.096
"P11","Puede que lo vote",0.137,0.297,0.12,0.047
"P11","Nunca lo votaría",0.122,0.148,0.577,0.179
"P11","No sabe",0.177,0.241,0.114,0.678
"P12","Lo votaría",0.555,0.226,0.228,0.153
"P12","Puede que lo vote",0.237,0.357,0.085,0.169
"P12","Nunca lo votaría",0.13,0.384,0.651,0.275
"P12","No sabe",0.078,0.033,0.036,0.403
"P14","Lo votaría",0.619,0.126,0.068,0
"P14","Puede que lo vote",0.143,0.343,0.033,0
"P14","Nunca lo votaría",0.106,0.213,0.798,0.224
"P14","No sabe",0.132,0.318,0.101,0.776
"P15","Lo votaría",0.605,0.084,0.013,0.016
"P15","Puede que lo vote",0.156,0.239,0.123,0.012
"P15","Nunca lo votaría",0.108,0.348,0.767,0.088
"P15","No sabe",0.131,0.329,0.097,0.884
"P16","Si",0.401,0.218,0.325,0.19
"P16","No",0.599,0.782,0.675,0.81
