"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Siempre",0.219,0.23,0.209,0.166,0.212,0.246,0.268,0.28,0.176,0.217,0.227,0.259,0.117,0.221,0.216
"Casi siempre",0.398,0.402,0.394,0.301,0.392,0.447,0.469,0.36,0.398,0.445,0.482,0.433,0.193,0.409,0.375
"Casi nunca",0.257,0.254,0.26,0.302,0.276,0.235,0.183,0.204,0.289,0.268,0.203,0.235,0.639,0.247,0.277
"Nunca, pero esta es una excepción",0.126,0.114,0.137,0.231,0.12,0.072,0.08,0.156,0.137,0.07,0.088,0.073,0.051,0.123,0.132
