"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.381,0.385,0.377,0.298,0.421,0.395,0.339,0.4,0.373,0.373,0.697,0.088,0.268,0.405,0.334
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.444,0.458,0.43,0.443,0.396,0.498,0.479,0.442,0.423,0.476,0.143,0.814,0.481,0.425,0.482
"En blanco",0.107,0.108,0.104,0.167,0.123,0.056,0.091,0.101,0.113,0.103,0.104,0.059,0.149,0.106,0.108
"No sabe",0.068,0.049,0.089,0.092,0.06,0.051,0.091,0.057,0.091,0.048,0.056,0.039,0.102,0.064,0.076
