"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.227,0.459,0.37,0.493
"P04","Realizo changas o trabajos de vez en cuando",0.462,0.154,0.258,0.179
"P04","No tengo trabajo",0.209,0.238,0.265,0.122
"P04","Soy jubilado o pensionado",0.102,0.149,0.107,0.206
"P05","1",0.36,0.26,0.313,0.15
"P05","2",0.116,0.076,0.115,0.067
"P05","3",0.037,0.016,0.07,0.019
"P05","4",0.02,0.06,0.043,0.054
"P05","5",0.074,0.171,0.121,0.143
"P05","6",0.026,0.051,0.026,0.061
"P05","7",0.066,0.119,0.049,0.159
"P05","8",0.081,0.036,0.022,0.112
"P05","9",0.22,0.211,0.241,0.235
"P06","1",0.417,0.295,0.39,0.45
"P06","2",0.058,0.09,0.122,0.093
"P06","3",0.079,0.028,0.022,0.099
"P06","4",0.061,0.051,0.067,0.041
"P06","5",0.147,0.25,0.114,0.141
"P06","6",0.04,0.022,0.035,0.021
"P06","7",0.003,0.052,0.038,0.027
"P06","8",0.007,0.031,0.035,0.018
"P06","9",0.188,0.181,0.177,0.11
"P07","1",0.399,0.433,0.372,0.624
"P07","2",0.063,0.067,0.057,0.051
"P07","3",0.047,0.003,0.036,0.047
"P07","4",0.002,0.009,0.014,0.02
"P07","5",0.053,0.152,0.083,0.062
"P07","6",0,0.013,0.054,0.011
"P07","7",0.008,0.019,0.021,0.01
"P07","8",0.011,0.044,0.059,0.01
"P07","9",0.417,0.26,0.304,0.165
"P10","A Alberto Fernández",0.81,0.071,0.11,0.095
"P10","A Sergio Massa",0.071,0.881,0.101,0.128
"P10","A algún candidato del peronismo",0.043,0.023,0.682,0.088
"P10","A algún candidato del kirchnerismo",0.076,0.025,0.107,0.689
"P14","Lo votaría",0.222,0.104,0.169,0.015
"P14","Puede que lo vote",0.021,0.16,0.095,0.026
"P14","Nunca lo votaría",0.712,0.697,0.648,0.889
"P14","No sabe",0.045,0.039,0.088,0.07
"P15","Lo votaría",0.218,0.64,0.176,0.199
"P15","Puede que lo vote",0.422,0.176,0.365,0.462
"P15","Nunca lo votaría",0.324,0.163,0.344,0.254
"P15","No sabe",0.036,0.021,0.115,0.085
"P16","Lo votaría",0.781,0.225,0.156,0.185
"P16","Puede que lo vote",0.107,0.389,0.33,0.479
"P16","Nunca lo votaría",0.097,0.322,0.424,0.215
"P16","No sabe",0.015,0.064,0.09,0.121
"P17","La votaría",0.69,0.399,0.349,0.888
"P17","Puede que la vote",0.172,0.275,0.245,0.072
"P17","Nunca la votaría",0.134,0.297,0.364,0.017
"P17","No sabe",0.004,0.029,0.042,0.023
"P18","Lo votaría",0.167,0.087,0.135,0.067
"P18","Puede que lo vote",0.088,0.125,0.216,0.025
"P18","Nunca lo votaría",0.639,0.699,0.567,0.869
"P18","No sabe",0.106,0.089,0.082,0.039
"P19","Lo votaría",0.069,0.071,0.099,0.019
"P19","Puede que lo vote",0.17,0.215,0.17,0.131
"P19","Nunca lo votaría",0.598,0.633,0.49,0.735
"P19","No sabe",0.163,0.081,0.241,0.115
"P20","La votaría",0.115,0.081,0.161,0.01
"P20","Puede que la vote",0.084,0.126,0.125,0.028
"P20","Nunca la votaría",0.708,0.744,0.639,0.941
"P20","No sabe",0.093,0.049,0.075,0.021
"P21","Lo votaría",0.077,0.091,0.086,0.007
"P21","Puede que lo vote",0.141,0.053,0.133,0.01
"P21","Nunca lo votaría",0.688,0.772,0.659,0.96
"P21","No sabe",0.094,0.084,0.122,0.023
"P22","La votaría",0.074,0.069,0.085,0.013
"P22","Puede que la vote",0.131,0.083,0.157,0.013
"P22","Nunca la votaría",0.708,0.792,0.637,0.933
"P22","No sabe",0.087,0.056,0.121,0.041
"P23","Lo votaría",0.183,0.131,0.138,0.16
"P23","Puede que lo vote",0.278,0.35,0.293,0.488
"P23","Nunca lo votaría",0.462,0.45,0.446,0.289
"P23","No sabe",0.077,0.069,0.123,0.063
"P24","Lo votaría",0.045,0.028,0.086,0.024
"P24","Puede que lo vote",0.165,0.14,0.188,0.071
"P24","Nunca lo votaría",0.68,0.702,0.581,0.823
"P24","No sabe",0.11,0.13,0.145,0.082
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.438,0.586,0.38,0.944
"P26","Alberto Fernández por el Frente de Todos",0.308,0.142,0.111,0.014
"P26","Mauricio Macri por Juntos por el cambio",0.1,0.01,0.107,0.01
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.035,0.039,0.117,0.005
"P26","Patricia Bullrich por Juntos por el Cambio",0.02,0.037,0.05,0
"P26","Facundo Manes por Juntos por el Cambio",0.042,0.008,0.064,0.015
"P26","Javier Milei por los liberales libertarios",0.015,0.008,0.057,0.005
"P26","Nicolás del Caño por la izquierda",0.007,0.003,0.008,0.001
"P26","Aún no lo tengo decidido",0.035,0.167,0.106,0.006
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.112,0.045,0.071,0.01
"P27","Patricia Bullrich por Juntos por el Cambio",0.072,0.023,0.074,0.01
"P27","Facundo Manes por Juntos por el Cambio",0.009,0.004,0.093,0.02
"P27","Alberto Fernández por el Frente de Todos",0.676,0.071,0.195,0.212
"P27","Sergio Massa por el Frente de Todos",0.053,0.842,0.232,0.479
"P27","Javier Milei por los liberales libertarios",0.044,0.004,0.089,0.006
"P27","Nicolás del Caño por la izquierda",0,0,0.037,0.026
"P27","Otros candidatos",0,0.005,0.095,0.112
"P27","Aún no lo tengo decidido",0.034,0.006,0.114,0.125
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.687,0.673,0.498,0.969
"P28","Mauricio Macri por Juntos por el Cambio",0.096,0.029,0.09,0
"P28","Javier Milei por los liberales libertarios",0.006,0.008,0.14,0.004
"P28","Nicolás del Caño por la izquierda",0.004,0.007,0.009,0.004
"P28","Otro candidato",0.082,0.197,0.164,0.007
"P28","Aún no lo tengo decidido",0.125,0.086,0.099,0.016
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.083,0.106,0.161,0.067
"P30","Alberto Fernández por el Frente de Todos",0.641,0.465,0.352,0.512
"P30","Javier Milei por los liberales libertarios",0.114,0.004,0.139,0.007
"P30","Nicolás del Caño por la izquierda",0.008,0.004,0.01,0.036
"P30","Otro candidato",0.065,0.206,0.199,0.188
"P30","Aún no lo tengo decidido",0.089,0.215,0.139,0.19
"P32","Sergio Massa presidente por el Frente de Todos",0.422,0.895,0.405,0.612
"P32","Patricia Bullrich por Juntos por el Cambio",0.145,0.038,0.099,0.027
"P32","Javier Milei por los liberales libertarios",0.079,0,0.111,0.008
"P32","Nicolás del Caño por la izquierda",0.018,0,0.075,0.03
"P32","Otro candidato",0.068,0.027,0.244,0.17
"P32","Aún no lo tengo decidido",0.268,0.04,0.066,0.153
"P34","Sergio Massa presidente por el Frente de Todos",0.45,0.896,0.348,0.616
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.143,0.05,0.166,0.043
"P34","Javier Milei por los liberales libertarios",0.069,0.004,0.13,0.014
"P34","Nicolás del Caño por la izquierda",0.01,0.006,0.013,0.03
"P34","Otro candidato",0.167,0.005,0.233,0.162
"P34","Aún no lo tengo decidido",0.161,0.039,0.11,0.135
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.647,0.695,0.547,0.914
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.122,0.081,0.117,0.037
"P36","Javier Milei por los liberales libertarios",0.063,0.011,0.135,0.002
"P36","Nicolás del Caño por la izquierda",0.008,0.004,0.013,0.004
"P36","Otro candidato",0.105,0.12,0.138,0.014
"P36","Aún no lo tengo decidido",0.055,0.089,0.05,0.029
"P37","Sergio Massa presidente por el Frente de Todos",0.481,0.902,0.383,0.696
"P37","Mauricio Macri por Juntos por el Cambio",0.122,0.036,0.086,0.014
"P37","Javier Milei por los liberales libertarios",0.073,0.011,0.108,0.001
"P37","Nicolás del Caño por la izquierda",0.016,0,0.038,0.025
"P37","Otro candidato",0.101,0.019,0.271,0.171
"P37","Aún no lo tengo decidido",0.207,0.032,0.114,0.093
"P38","Alberto Fernández por el Frente de Todos",0.702,0.658,0.458,0.615
"P38","Mauricio Macri por Juntos por el Cambio",0.112,0.07,0.101,0.007
"P38","Javier Milei por los liberales libertarios",0.056,0.012,0.095,0.002
"P38","Nicolás del Caño por la izquierda",0.006,0,0.014,0.036
"P38","Otro candidato",0.025,0.167,0.184,0.226
"P38","Aún no lo tengo decidido",0.099,0.093,0.148,0.114
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.82,0.719,0.551,0.963
"P39","Mauricio Macri por Juntos por el Cambio",0.133,0.141,0.221,0.015
"P39","No sabe",0.047,0.14,0.228,0.022
"P40","Alberto Fernández por el Frente de Todos",0.787,0.609,0.493,0.784
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.046,0.087,0.232,0.016
"P40","No sabe",0.167,0.304,0.275,0.2
"P41","Sergio Massa presidente por el Frente de Todos",0.638,0.8,0.526,0.815
"P41","Patricia Bullrich por Juntos por el Cambio",0.126,0.055,0.254,0.007
"P41","No sabe",0.236,0.145,0.22,0.178
"P42","Sergio Massa presidente por el Frente de Todos",0.738,0.895,0.543,0.841
"P42","Mauricio Macri por Juntos por el Cambio",0.117,0.043,0.198,0.005
"P42","No sabe",0.145,0.062,0.259,0.154
"P43","Sergio Massa presidente por el Frente de Todos",0.54,0.842,0.514,0.86
"P43","Javier Milei por los liberales libertarios",0.083,0.028,0.198,0.026
"P43","No sabe",0.377,0.13,0.288,0.114
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.086,0.234,0.238,0.105
"P44","Javier Milei por los liberales libertarios",0.203,0.029,0.21,0.015
