"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P44","No sabe",0.711,0.737,0.552,0.88
"P45","Muy buena",0.247,0.17,0.072,0.083
"P45","Buena",0.339,0.233,0.134,0.385
"P45","Ni buena ni mala",0.261,0.417,0.397,0.39
"P45","Mala",0.057,0.147,0.152,0.12
"P45","Muy mala",0.089,0.028,0.202,0.008
"P45","No sabe",0.007,0.005,0.043,0.014
"P46","Muy buena",0.424,0.139,0.108,0.089
"P46","Buena",0.276,0.338,0.221,0.337
"P46","Ni buena ni mala",0.157,0.376,0.252,0.407
"P46","Mala",0.046,0.079,0.173,0.128
"P46","Muy mala",0.089,0.068,0.241,0.033
"P46","No sabe",0.008,0,0.005,0.006
"P47","Muy buena",0.455,0.412,0.388,0.811
"P47","Buena",0.271,0.226,0.098,0.147
"P47","Ni buena ni mala",0.114,0.201,0.14,0.028
"P47","Mala",0.073,0.093,0.088,0.004
"P47","Muy mala",0.087,0.068,0.286,0.005
"P47","No sabe",0,0,0,0.005
"P48","Muy buena",0.138,0.046,0.093,0.066
"P48","Buena",0.03,0.073,0.024,0.026
"P48","Ni buena ni mala",0.099,0.02,0.161,0.022
"P48","Mala",0.355,0.321,0.293,0.146
"P48","Muy mala",0.37,0.54,0.429,0.736
"P48","No sabe",0.008,0,0,0.004
"P49","Muy buena",0.095,0.054,0.097,0.008
"P49","Buena",0.072,0.142,0.18,0.011
"P49","Ni buena ni mala",0.249,0.171,0.266,0.064
"P49","Mala",0.427,0.372,0.101,0.225
"P49","Muy mala",0.13,0.25,0.341,0.689
"P49","No sabe",0.027,0.011,0.015,0.003
"P50","Muy buena",0.154,0.537,0.071,0.132
"P50","Buena",0.246,0.296,0.31,0.387
"P50","Ni buena ni mala",0.446,0.132,0.284,0.313
"P50","Mala",0.052,0.027,0.139,0.093
"P50","Muy mala",0.092,0.008,0.162,0.066
"P50","No sabe",0.01,0,0.034,0.009
"P51","Muy buena",0.154,0.05,0.099,0.011
"P51","Buena",0.042,0.013,0.114,0.033
"P51","Ni buena ni mala",0.13,0.079,0.134,0.032
"P51","Mala",0.249,0.179,0.196,0.126
"P51","Muy mala",0.395,0.674,0.447,0.789
"P51","No sabe",0.03,0.005,0.01,0.009
"P52","Muy buena",0.126,0.012,0.057,0.005
"P52","Buena",0.104,0.012,0.041,0.001
"P52","Ni buena ni mala",0.199,0.121,0.247,0.036
"P52","Mala",0.179,0.182,0.191,0.12
"P52","Muy mala",0.384,0.668,0.416,0.812
"P52","No sabe",0.008,0.005,0.048,0.026
"P53","Muy buena",0.08,0.019,0.099,0.005
"P53","Buena",0.116,0.08,0.073,0.002
"P53","Ni buena ni mala",0.17,0.151,0.333,0.024
"P53","Mala",0.171,0.186,0.095,0.168
"P53","Muy mala",0.444,0.555,0.4,0.796
"P53","No sabe",0.019,0.009,0,0.005
"P54","Muy buena",0.099,0.118,0.13,0.159
"P54","Buena",0.277,0.345,0.263,0.394
"P54","Ni buena ni mala",0.37,0.315,0.379,0.303
"P54","Mala",0.104,0.091,0.083,0.054
"P54","Muy mala",0.136,0.131,0.145,0.084
"P54","No sabe",0.014,0,0,0.006
"P55","Muy buena",0.027,0.055,0.09,0.038
"P55","Buena",0.166,0.162,0.176,0.152
"P55","Ni buena ni mala",0.404,0.39,0.343,0.355
"P55","Mala",0.162,0.163,0.157,0.191
"P55","Muy mala",0.223,0.202,0.132,0.213
"P55","No sabe",0.018,0.028,0.102,0.051
"P57","Siempre",0.492,0.406,0.295,0.314
"P57","Casi siempre",0.176,0.346,0.295,0.404
"P57","Casi nunca",0.26,0.206,0.311,0.198
"P57","Nunca, pero esta es una excepción",0.072,0.042,0.099,0.084
"P58","Si",0.617,0.482,0.659,0.603
"P58","No",0.383,0.518,0.341,0.397
