"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"A Horacio Rodriguez Larreta",0.227,0.222,0.232,0.304,0.251,0.188,0.178,0.243,0.206,0.241,0.25,0.2,0.287,0.207,0.215,0.215,0.384
"A Mauricio Macri",0.328,0.325,0.331,0.335,0.317,0.303,0.38,0.313,0.375,0.282,0.336,0.31,0.242,0.341,0.26,0.352,0.139
"A Patricia Bullrich",0.335,0.335,0.335,0.255,0.308,0.407,0.348,0.331,0.315,0.363,0.321,0.362,0.271,0.346,0.224,0.36,0.306
"A Facundo Manes",0.068,0.068,0.069,0.057,0.08,0.067,0.053,0.062,0.07,0.071,0.064,0.038,0.087,0.081,0.213,0.042,0.133
"A Gerardo Morales",0.042,0.05,0.033,0.049,0.044,0.035,0.041,0.051,0.034,0.043,0.029,0.09,0.113,0.025,0.088,0.031,0.038
