"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.344,0.344,0.429,0.371,0.417,0.471,0.533,0.4,0.37
"P04","Realizo changas o trabajos de vez en cuando",0.256,0.25,0.251,0.289,0.226,0.211,0.158,0.198,0.251
"P04","No tengo trabajo",0.228,0.258,0.196,0.16,0.199,0.17,0.171,0.205,0.214
"P04","Soy jubilado o pensionado",0.172,0.148,0.124,0.18,0.158,0.148,0.138,0.197,0.165
"P05","1",0.404,0.253,0.128,0.113,0.146,0.174,0.121,0.198,0.452
"P05","2",0.077,0.272,0.057,0.069,0.053,0.048,0.08,0.112,0.071
"P05","3",0.019,0.075,0.191,0.062,0.049,0.045,0.146,0.131,0.041
"P05","4",0.037,0.033,0.054,0.287,0.074,0.086,0.156,0.098,0.036
"P05","5",0.077,0.088,0.167,0.194,0.478,0.24,0.192,0.144,0.092
"P05","6",0.018,0.034,0.069,0.107,0.042,0.201,0.032,0.045,0.018
"P05","7",0.046,0.079,0.229,0.131,0.071,0.103,0.175,0.089,0.011
"P05","8",0.046,0.073,0.041,0.008,0.015,0.07,0.066,0.097,0.021
"P05","9",0.276,0.093,0.064,0.029,0.072,0.033,0.032,0.086,0.258
"P07","1",0.538,0.377,0.392,0.24,0.234,0.245,0.203,0.177,0.258
"P07","2",0.039,0.25,0.059,0.067,0.04,0.015,0.053,0.029,0.009
"P07","3",0.008,0.038,0.193,0.089,0.041,0.027,0.057,0.024,0.016
"P07","4",0.015,0.009,0.021,0.099,0.025,0.021,0.033,0.044,0.008
"P07","5",0.036,0.042,0.111,0.077,0.276,0.11,0.133,0.083,0.081
"P07","6",0.011,0.006,0.005,0.035,0.022,0.153,0.044,0.04,0.015
"P07","7",0.004,0.011,0.029,0.042,0.042,0.069,0.227,0.081,0.026
"P07","8",0.011,0.016,0.009,0.066,0.028,0.032,0.056,0.215,0.017
"P07","9",0.338,0.251,0.181,0.285,0.292,0.328,0.194,0.307,0.57
"P09","Del Frente de Todos y el peronismo",0.477,0.426,0.47,0.328,0.262,0.187,0.168,0.129,0.185
"P09","De Juntos por el cambio",0.24,0.27,0.172,0.212,0.3,0.374,0.459,0.443,0.385
"P09","De los Liberales libertarios",0.074,0.086,0.181,0.123,0.155,0.236,0.186,0.315,0.282
"P09","De la Izquierda",0.032,0.049,0.067,0.056,0.041,0.041,0.008,0.019,0.026
"P09","No sabe",0.177,0.169,0.11,0.281,0.242,0.162,0.179,0.094,0.122
"P10","A Alberto Fernández",0.227,0.177,0.123,0.268,0.16,0.19,0.075,0.267,0.255
"P10","A Sergio Massa",0.151,0.148,0.171,0.268,0.302,0.369,0.343,0.309,0.27
"P10","A algún candidato del peronismo",0.138,0.168,0.092,0.136,0.191,0.309,0.196,0.237,0.174
"P10","A algún candidato del kirchnerismo",0.484,0.507,0.614,0.328,0.347,0.132,0.386,0.187,0.301
"P11","A Alberto Fernández",0.152,0.096,0.158,0.187,0.145,0.231,0.017,0.048,0.201
"P11","A Sergio Massa",0.095,0.132,0.051,0.139,0.22,0.113,0.248,0.204,0.172
"P11","A algún candidato del peronismo",0.135,0.192,0.041,0.196,0.107,0.192,0.191,0.246,0.18
"P11","A Cristina Fernández de Kirchner",0.618,0.58,0.75,0.478,0.528,0.464,0.544,0.502,0.447
"P12","A Horacio Rodriguez Larreta",0.223,0.211,0.315,0.253,0.316,0.268,0.211,0.174,0.188
"P12","A Mauricio Macri",0.323,0.214,0.227,0.302,0.285,0.191,0.306,0.371,0.401
"P12","A Patricia Bullrich",0.314,0.431,0.351,0.217,0.253,0.412,0.364,0.38,0.354
"P12","A Facundo Manes",0.078,0.136,0.098,0.108,0.076,0.111,0.074,0.068,0.031
"P12","A Gerardo Morales",0.062,0.008,0.009,0.12,0.07,0.018,0.045,0.007,0.026
"P13","Seguro lo votaria",0.324,0.188,0.154,0.036,0.141,0.135,0.153,0.121,0.219
"P13","Quizás lo votaría",0.324,0.312,0.309,0.486,0.347,0.319,0.412,0.469,0.355
"P13","Nunca lo votaría",0.352,0.5,0.537,0.478,0.512,0.546,0.435,0.41,0.426
"P14","Lo votaría",0.187,0.231,0.147,0.169,0.186,0.21,0.286,0.335,0.304
"P14","Puede que lo vote",0.092,0.106,0.106,0.146,0.224,0.282,0.277,0.279,0.241
"P14","Nunca lo votaría",0.629,0.582,0.682,0.571,0.466,0.44,0.355,0.304,0.369
"P14","No sabe",0.092,0.081,0.065,0.114,0.124,0.068,0.082,0.082,0.086
