"var","categoria","1","2","3","4","5","6","7","8","9"
"P04","Tengo trabajo estable",0.465,0.229,0.291,0.296,0.394,0.47,0.516,0.448,0.306
"P04","Realizo changas o trabajos de vez en cuando",0.185,0.499,0.172,0.156,0.234,0.186,0.163,0.193,0.3
"P04","No tengo trabajo",0.199,0.178,0.423,0.154,0.215,0.185,0.18,0.177,0.246
"P04","Soy jubilado o pensionado",0.151,0.094,0.114,0.394,0.157,0.159,0.141,0.182,0.148
"P06","1",0.355,0.245,0.089,0.148,0.117,0.121,0.181,0.314,0.429
"P06","2",0.052,0.202,0.082,0.03,0.031,0.053,0.073,0.115,0.034
"P06","3",0.019,0.031,0.151,0.037,0.043,0.079,0.156,0.048,0.017
"P06","4",0.017,0.037,0.049,0.196,0.05,0.122,0.089,0.009,0.008
"P06","5",0.083,0.11,0.146,0.191,0.464,0.182,0.183,0.066,0.072
"P06","6",0.025,0.025,0.034,0.056,0.059,0.219,0.067,0.078,0.008
"P06","7",0.019,0.046,0.124,0.113,0.052,0.039,0.126,0.081,0.009
"P06","8",0.04,0.081,0.139,0.089,0.049,0.068,0.081,0.151,0.03
"P06","9",0.39,0.223,0.186,0.14,0.135,0.117,0.044,0.138,0.393
"P07","1",0.304,0.286,0.25,0.234,0.253,0.324,0.464,0.507,0.47
"P07","2",0.047,0.106,0.058,0.035,0.032,0.033,0.073,0.047,0.018
"P07","3",0.018,0.04,0.069,0.036,0.04,0.132,0.067,0.025,0.007
"P07","4",0.014,0.018,0.039,0.044,0.032,0.023,0.022,0.016,0.01
"P07","5",0.08,0.091,0.129,0.152,0.209,0.092,0.078,0.097,0.04
"P07","6",0.021,0.016,0.021,0.056,0.027,0.033,0.036,0.038,0.005
"P07","7",0.025,0.068,0.075,0.079,0.033,0.036,0.058,0.061,0.009
"P07","8",0.019,0.047,0.076,0.075,0.042,0.008,0.029,0.033,0.019
"P07","9",0.472,0.328,0.283,0.289,0.332,0.319,0.173,0.176,0.422
"P09","Del Frente de Todos y el peronismo",0.234,0.319,0.15,0.219,0.225,0.374,0.526,0.593,0.433
"P09","De Juntos por el cambio",0.406,0.304,0.352,0.342,0.305,0.271,0.185,0.182,0.227
"P09","De los Liberales libertarios",0.221,0.19,0.298,0.229,0.18,0.09,0.072,0.076,0.106
"P09","De la Izquierda",0.02,0.041,0.028,0.024,0.015,0.04,0.084,0.053,0.058
"P09","No sabe",0.119,0.146,0.172,0.186,0.275,0.225,0.133,0.096,0.176
"P10","A Alberto Fernández",0.299,0.259,0.319,0.162,0.146,0.09,0.107,0.181,0.214
"P10","A Sergio Massa",0.213,0.276,0.103,0.319,0.287,0.203,0.219,0.125,0.175
"P10","A algún candidato del peronismo",0.146,0.207,0.31,0.239,0.151,0.174,0.125,0.114,0.155
"P10","A algún candidato del kirchnerismo",0.342,0.258,0.268,0.28,0.416,0.533,0.549,0.58,0.456
"P11","A Alberto Fernández",0.247,0.212,0.196,0.063,0.084,0.08,0.081,0.145,0.144
"P11","A Sergio Massa",0.159,0.124,0.076,0.166,0.173,0.14,0.129,0.058,0.123
"P11","A algún candidato del peronismo",0.204,0.201,0.349,0.127,0.13,0.076,0.056,0.038,0.15
"P11","A Cristina Fernández de Kirchner",0.39,0.463,0.379,0.644,0.613,0.704,0.734,0.759,0.583
"P12","A Horacio Rodriguez Larreta",0.204,0.178,0.262,0.239,0.257,0.216,0.198,0.303,0.268
"P12","A Mauricio Macri",0.375,0.377,0.25,0.407,0.276,0.269,0.304,0.292,0.238
"P12","A Patricia Bullrich",0.343,0.41,0.398,0.268,0.297,0.358,0.293,0.3,0.325
"P12","A Facundo Manes",0.049,0.03,0.077,0.029,0.098,0.097,0.158,0.094,0.097
"P12","A Gerardo Morales",0.029,0.005,0.013,0.057,0.072,0.06,0.047,0.011,0.072
"P13","Seguro lo votaria",0.219,0.248,0.181,0.113,0.154,0.139,0.071,0.171,0.296
"P13","Quizás lo votaría",0.351,0.234,0.479,0.481,0.362,0.38,0.326,0.482,0.317
"P13","Nunca lo votaría",0.43,0.518,0.34,0.406,0.484,0.481,0.603,0.347,0.387
"P14","Lo votaría",0.322,0.308,0.285,0.204,0.188,0.177,0.11,0.151,0.146
"P14","Puede que lo vote",0.214,0.165,0.237,0.242,0.243,0.099,0.08,0.072,0.13
"P14","Nunca lo votaría",0.392,0.414,0.381,0.435,0.443,0.634,0.768,0.712,0.62
"P14","No sabe",0.072,0.113,0.097,0.119,0.126,0.09,0.042,0.065,0.104
"P15","Lo votaría",0.117,0.147,0.059,0.099,0.119,0.147,0.165,0.154,0.151
"P15","Puede que lo vote",0.166,0.202,0.175,0.147,0.177,0.304,0.377,0.343,0.267
"P15","Nunca lo votaría",0.66,0.589,0.679,0.67,0.598,0.452,0.4,0.437,0.461
"P15","No sabe",0.057,0.062,0.087,0.084,0.106,0.097,0.058,0.066,0.121
"P16","Lo votaría",0.129,0.156,0.056,0.05,0.075,0.071,0.128,0.157,0.208
"P16","Puede que lo vote",0.093,0.132,0.07,0.103,0.139,0.219,0.331,0.309,0.249
"P16","Nunca lo votaría",0.719,0.659,0.781,0.769,0.703,0.623,0.441,0.469,0.442
"P16","No sabe",0.059,0.053,0.093,0.078,0.083,0.087,0.1,0.065,0.101
"P17","La votaría",0.182,0.281,0.135,0.113,0.196,0.273,0.48,0.561,0.47
