"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P04","Tengo trabajo estable",0.425,0.408,0.435,0.367
"P04","Realizo changas o trabajos de vez en cuando",0.212,0.193,0.253,0.281
"P04","No tengo trabajo",0.161,0.188,0.154,0.193
"P04","Soy jubilado o pensionado",0.202,0.211,0.158,0.159
"P05","1",0.311,0.299,0.341,0.334
"P05","2",0.057,0.072,0.073,0.09
"P05","3",0.048,0.092,0.034,0.023
"P05","4",0.051,0.077,0.075,0.051
"P05","5",0.186,0.184,0.188,0.112
"P05","6",0.036,0.05,0.037,0.031
"P05","7",0.076,0.087,0.075,0.067
"P05","8",0.069,0.046,0.022,0.044
"P05","9",0.166,0.093,0.155,0.248
"P06","1",0.269,0.227,0.243,0.29
"P06","2",0.044,0.054,0.053,0.07
"P06","3",0.048,0.062,0.043,0.074
"P06","4",0.041,0.052,0.05,0.016
"P06","5",0.16,0.163,0.189,0.124
"P06","6",0.054,0.053,0.041,0.017
"P06","7",0.046,0.082,0.036,0.061
"P06","8",0.059,0.077,0.073,0.071
"P06","9",0.279,0.23,0.272,0.277
"P07","1",0.365,0.325,0.321,0.298
"P07","2",0.039,0.052,0.03,0.06
"P07","3",0.052,0.055,0.025,0.014
"P07","4",0.036,0.017,0.025,0.002
"P07","5",0.137,0.107,0.101,0.075
"P07","6",0.02,0.026,0.053,0.018
"P07","7",0.026,0.064,0.052,0.019
"P07","8",0.029,0.042,0.03,0.063
"P07","9",0.296,0.312,0.363,0.451
"P09","Del Frente de Todos y el peronismo",0.344,0.27,0.294,0.251
"P09","De Juntos por el cambio",0.336,0.388,0.374,0.266
"P09","De los Liberales libertarios",0.222,0.217,0.204,0.268
"P09","De la Izquierda",0.032,0.022,0.028,0.042
"P09","No sabe",0.066,0.103,0.1,0.173
"P10","A Alberto Fernández",0.156,0.083,0.208,0.109
"P10","A Sergio Massa",0.27,0.221,0.157,0.191
"P10","A algún candidato del peronismo",0.096,0.14,0.18,0.132
"P10","A algún candidato del kirchnerismo",0.478,0.556,0.455,0.568
"P11","A Alberto Fernández",0.142,0.048,0.117,0.09
"P11","A Sergio Massa",0.153,0.123,0.121,0.068
"P11","A algún candidato del peronismo",0.11,0.104,0.18,0.159
"P11","A Cristina Fernández de Kirchner",0.595,0.725,0.582,0.683
"P12","A Horacio Rodriguez Larreta",0.226,0.205,0.182,0.344
"P12","A Mauricio Macri",0.382,0.331,0.329,0.358
"P12","A Patricia Bullrich",0.281,0.382,0.426,0.239
"P12","A Facundo Manes",0.05,0.067,0.055,0.034
"P12","A Gerardo Morales",0.061,0.015,0.008,0.025
"P13","Seguro lo votaria",0.18,0.139,0.141,0.377
"P13","Quizás lo votaría",0.351,0.407,0.479,0.231
"P13","Nunca lo votaría",0.469,0.454,0.38,0.392
"P14","Lo votaría",0.292,0.294,0.209,0.228
"P14","Puede que lo vote",0.136,0.225,0.23,0.149
"P14","Nunca lo votaría",0.518,0.427,0.479,0.579
"P14","No sabe",0.054,0.054,0.082,0.044
"P15","Lo votaría",0.138,0.118,0.102,0.095
"P15","Puede que lo vote",0.209,0.226,0.227,0.207
"P15","Nunca lo votaría",0.612,0.599,0.627,0.631
"P15","No sabe",0.041,0.057,0.044,0.067
"P16","Lo votaría",0.073,0.076,0.101,0.157
"P16","Puede que lo vote",0.204,0.165,0.164,0.154
"P16","Nunca lo votaría",0.692,0.693,0.67,0.646
"P16","No sabe",0.031,0.066,0.065,0.043
"P17","La votaría",0.279,0.266,0.255,0.312
"P17","Puede que la vote",0.09,0.052,0.063,0.04
"P17","Nunca la votaría",0.618,0.663,0.657,0.576
"P17","No sabe",0.013,0.019,0.025,0.072
"P18","Lo votaría",0.169,0.159,0.126,0.205
"P18","Puede que lo vote",0.204,0.285,0.245,0.149
"P18","Nunca lo votaría",0.583,0.49,0.573,0.558
"P18","No sabe",0.044,0.066,0.056,0.088
"P19","Lo votaría",0.066,0.075,0.051,0.091
"P19","Puede que lo vote",0.201,0.242,0.244,0.103
"P19","Nunca lo votaría",0.657,0.577,0.594,0.647
"P19","No sabe",0.076,0.106,0.111,0.159
"P20","La votaría",0.295,0.363,0.297,0.317
"P20","Puede que la vote",0.195,0.212,0.193,0.154
"P20","Nunca la votaría",0.483,0.375,0.474,0.463
"P20","No sabe",0.027,0.05,0.036,0.066
"P21","Lo votaría",0.234,0.238,0.2,0.342
"P21","Puede que lo vote",0.181,0.218,0.236,0.119
"P21","Nunca lo votaría",0.557,0.489,0.538,0.492
"P21","No sabe",0.028,0.055,0.026,0.047
"P22","La votaría",0.119,0.17,0.14,0.124
"P22","Puede que la vote",0.213,0.265,0.235,0.163
"P22","Nunca la votaría",0.631,0.49,0.572,0.552
"P22","No sabe",0.037,0.075,0.053,0.161
"P23","Lo votaría",0.078,0.065,0.051,0.067
"P23","Puede que lo vote",0.211,0.198,0.179,0.165
"P23","Nunca lo votaría",0.678,0.678,0.714,0.674
"P23","No sabe",0.033,0.059,0.056,0.094
"P24","Lo votaría",0.056,0.038,0.034,0.037
"P24","Puede que lo vote",0.164,0.164,0.19,0.136
"P24","Nunca lo votaría",0.739,0.695,0.702,0.662
"P24","No sabe",0.041,0.103,0.074,0.165
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.31,0.258,0.257,0.312
"P26","Alberto Fernández por el Frente de Todos",0.019,0.027,0.04,0.061
"P26","Mauricio Macri por Juntos por el cambio",0.17,0.167,0.154,0.143
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.104,0.091,0.102,0.087
"P26","Patricia Bullrich por Juntos por el Cambio",0.12,0.195,0.195,0.098
"P26","Facundo Manes por Juntos por el Cambio",0.05,0.03,0.031,0.022
"P26","Javier Milei por los liberales libertarios",0.167,0.171,0.152,0.224
"P26","Nicolás del Caño por la izquierda",0.015,0.014,0.011,0.012
"P26","Aún no lo tengo decidido",0.045,0.047,0.058,0.041
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.151,0.129,0.099,0.138
"P27","Patricia Bullrich por Juntos por el Cambio",0.224,0.295,0.311,0.166
"P27","Facundo Manes por Juntos por el Cambio",0.039,0.044,0.02,0.021
"P27","Alberto Fernández por el Frente de Todos",0.065,0.066,0.099,0.104
"P27","Sergio Massa por el Frente de Todos",0.203,0.145,0.19,0.183
"P27","Javier Milei por los liberales libertarios",0.196,0.192,0.151,0.214
"P27","Nicolás del Caño por la izquierda",0.027,0.026,0.018,0.03
"P27","Otros candidatos",0.041,0.041,0.061,0.075
"P27","Aún no lo tengo decidido",0.054,0.062,0.051,0.069
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.338,0.283,0.301,0.284
"P28","Mauricio Macri por Juntos por el Cambio",0.288,0.317,0.293,0.187
"P28","Javier Milei por los liberales libertarios",0.22,0.238,0.221,0.259
"P28","Nicolás del Caño por la izquierda",0.023,0.033,0.02,0.009
"P28","Otro candidato",0.074,0.07,0.076,0.114
"P28","Aún no lo tengo decidido",0.057,0.059,0.089,0.147
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.281,0.304,0.239,0.219
"P30","Alberto Fernández por el Frente de Todos",0.169,0.18,0.216,0.201
"P30","Javier Milei por los liberales libertarios",0.269,0.273,0.264,0.282
"P30","Nicolás del Caño por la izquierda",0.044,0.032,0.021,0.018
"P30","Otro candidato",0.129,0.099,0.16,0.129
"P30","Aún no lo tengo decidido",0.108,0.112,0.1,0.151
"P32","Sergio Massa presidente por el Frente de Todos",0.251,0.206,0.241,0.2
"P32","Patricia Bullrich por Juntos por el Cambio",0.34,0.392,0.355,0.221
"P32","Javier Milei por los liberales libertarios",0.219,0.189,0.186,0.271
"P32","Nicolás del Caño por la izquierda",0.03,0.043,0.021,0.011
"P32","Otro candidato",0.092,0.091,0.133,0.129
"P32","Aún no lo tengo decidido",0.068,0.079,0.064,0.168
"P34","Sergio Massa presidente por el Frente de Todos",0.261,0.21,0.248,0.178
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.287,0.305,0.227,0.234
"P34","Javier Milei por los liberales libertarios",0.26,0.257,0.265,0.287
"P34","Nicolás del Caño por la izquierda",0.024,0.028,0.021,0.014
"P34","Otro candidato",0.107,0.097,0.147,0.185
"P34","Aún no lo tengo decidido",0.061,0.103,0.092,0.102
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.332,0.277,0.314,0.347
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.289,0.295,0.217,0.213
"P36","Javier Milei por los liberales libertarios",0.259,0.258,0.289,0.3
"P36","Nicolás del Caño por la izquierda",0.019,0.026,0.015,0.014
"P36","Otro candidato",0.063,0.077,0.107,0.085
"P36","Aún no lo tengo decidido",0.038,0.067,0.058,0.041
"P37","Sergio Massa presidente por el Frente de Todos",0.28,0.217,0.254,0.206
"P37","Mauricio Macri por Juntos por el Cambio",0.316,0.35,0.275,0.242
"P37","Javier Milei por los liberales libertarios",0.229,0.223,0.245,0.303
"P37","Nicolás del Caño por la izquierda",0.033,0.026,0.021,0.007
"P37","Otro candidato",0.088,0.099,0.123,0.164
"P37","Aún no lo tengo decidido",0.054,0.085,0.082,0.078
"P38","Alberto Fernández por el Frente de Todos",0.224,0.193,0.208,0.226
"P38","Mauricio Macri por Juntos por el Cambio",0.309,0.358,0.294,0.215
"P38","Javier Milei por los liberales libertarios",0.24,0.214,0.251,0.307
"P38","Nicolás del Caño por la izquierda",0.04,0.044,0.026,0.007
"P38","Otro candidato",0.122,0.112,0.135,0.168
"P38","Aún no lo tengo decidido",0.065,0.079,0.086,0.077
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.352,0.315,0.34,0.361
"P39","Mauricio Macri por Juntos por el Cambio",0.449,0.53,0.431,0.326
"P39","No sabe",0.199,0.155,0.229,0.313
"P40","Alberto Fernández por el Frente de Todos",0.254,0.26,0.28,0.258
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.425,0.491,0.384,0.336
"P40","No sabe",0.321,0.249,0.336,0.406
"P41","Sergio Massa presidente por el Frente de Todos",0.325,0.278,0.28,0.236
"P41","Patricia Bullrich por Juntos por el Cambio",0.477,0.549,0.512,0.415
