"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.393,0.389,0.397,0.323
"P04","Realizo changas o trabajos de vez en cuando",0.249,0.29,0.228,0.281
"P04","No tengo trabajo",0.201,0.232,0.187,0.244
"P04","Soy jubilado o pensionado",0.157,0.089,0.188,0.152
"P05","1",0.206,0.26,0.364,0.246
"P05","2",0.082,0.046,0.082,0.096
"P05","3",0.031,0.058,0.078,0.034
"P05","4",0.028,0.044,0.084,0.113
"P05","5",0.124,0.17,0.192,0.188
"P05","6",0.04,0.052,0.037,0.065
"P05","7",0.123,0.1,0.041,0.076
"P05","8",0.082,0.052,0.021,0.005
"P05","9",0.284,0.218,0.101,0.177
"P06","1",0.458,0.329,0.16,0.4
"P06","2",0.087,0.093,0.042,0.064
"P06","3",0.071,0.077,0.034,0.017
"P06","4",0.043,0.068,0.043,0.097
"P06","5",0.132,0.193,0.182,0.195
"P06","6",0.018,0.031,0.056,0.017
"P06","7",0.023,0.029,0.068,0.04
"P06","8",0.014,0.019,0.09,0.042
"P06","9",0.154,0.161,0.325,0.128
"P07","1",0.538,0.407,0.222,0.41
"P07","2",0.056,0.123,0.029,0.031
"P07","3",0.034,0.052,0.039,0.005
"P07","4",0.018,0.007,0.022,0.02
"P07","5",0.061,0.079,0.128,0.132
"P07","6",0.009,0.004,0.036,0.022
"P07","7",0.013,0.018,0.058,0.014
"P07","8",0.013,0.008,0.047,0.024
"P07","9",0.258,0.302,0.419,0.342
"P09","Del Frente de Todos y el peronismo",0.79,0.492,0.057,0.177
"P09","De Juntos por el cambio",0.081,0.11,0.47,0.085
"P09","De los Liberales libertarios",0.019,0.084,0.287,0.014
"P09","De la Izquierda",0.026,0.086,0.026,0.059
"P09","No sabe",0.084,0.228,0.16,0.665
"P10","A Alberto Fernández",0.195,0.238,0.186,0.11
"P10","A Sergio Massa",0.172,0.308,0.377,0.263
"P10","A algún candidato del peronismo",0.105,0.214,0.351,0.27
"P10","A algún candidato del kirchnerismo",0.528,0.24,0.086,0.357
"P11","A Alberto Fernández",0.14,0.178,0.158,0.026
"P11","A Sergio Massa",0.077,0.271,0.334,0.17
"P11","A algún candidato del peronismo",0.071,0.255,0.43,0.256
"P11","A Cristina Fernández de Kirchner",0.712,0.296,0.078,0.548
"P12","A Horacio Rodriguez Larreta",0.337,0.247,0.224,0.188
"P12","A Mauricio Macri",0.247,0.249,0.335,0.279
"P12","A Patricia Bullrich",0.064,0.254,0.36,0.327
"P12","A Facundo Manes",0.229,0.117,0.052,0.167
"P12","A Gerardo Morales",0.123,0.133,0.029,0.039
"P13","Seguro lo votaria",0.283,0.158,0.194,0.388
"P13","Quizás lo votaría",0.316,0.507,0.356,0.21
"P13","Nunca lo votaría",0.401,0.335,0.45,0.402
"P14","Lo votaría",0.079,0.081,0.33,0.097
"P14","Puede que lo vote",0.042,0.145,0.27,0.046
"P14","Nunca lo votaría",0.818,0.695,0.322,0.406
"P14","No sabe",0.061,0.079,0.078,0.451
"P15","Lo votaría",0.254,0.191,0.061,0.056
"P15","Puede que lo vote",0.417,0.441,0.091,0.209
"P15","Nunca lo votaría",0.245,0.282,0.801,0.172
"P15","No sabe",0.084,0.086,0.047,0.563
"P16","Lo votaría",0.375,0.126,0.016,0.046
"P16","Puede que lo vote",0.349,0.52,0.028,0.093
"P16","Nunca lo votaría",0.189,0.252,0.929,0.208
"P16","No sabe",0.087,0.102,0.027,0.653
"P18","Lo votaría",0.116,0.071,0.187,0.038
"P18","Puede que lo vote",0.053,0.239,0.309,0.059
"P18","Nunca lo votaría",0.765,0.619,0.447,0.32
"P18","No sabe",0.066,0.071,0.057,0.583
"P19","Lo votaría",0.042,0.042,0.083,0.1
"P19","Puede que lo vote",0.138,0.252,0.223,0.085
"P19","Nunca lo votaría",0.675,0.467,0.587,0.213
"P19","No sabe",0.145,0.239,0.107,0.602
"P20","La votaría",0.052,0.081,0.391,0.086
"P20","Puede que la vote",0.049,0.143,0.265,0.051
"P20","Nunca la votaría",0.835,0.701,0.291,0.326
"P20","No sabe",0.064,0.075,0.053,0.537
"P21","Lo votaría",0.045,0.132,0.316,0.064
"P21","Puede que lo vote",0.042,0.119,0.269,0.104
"P21","Nunca lo votaría",0.849,0.687,0.364,0.37
"P21","No sabe",0.064,0.062,0.051,0.462
"P22","La votaría",0.043,0.045,0.185,0.03
"P22","Puede que la vote",0.037,0.155,0.317,0.061
"P22","Nunca la votaría",0.85,0.685,0.419,0.369
"P22","No sabe",0.07,0.115,0.079,0.54
"P23","Lo votaría",0.172,0.088,0.03,0.032
"P23","Puede que lo vote",0.399,0.408,0.072,0.138
"P23","Nunca lo votaría",0.336,0.437,0.861,0.281
"P23","No sabe",0.093,0.067,0.037,0.549
"P24","Lo votaría",0.044,0.033,0.053,0.006
"P24","Puede que lo vote",0.096,0.195,0.177,0.107
"P24","Nunca lo votaría",0.762,0.597,0.678,0.294
"P24","No sabe",0.098,0.175,0.092,0.593
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.854,0.349,0.012,0.081
"P26","Alberto Fernández por el Frente de Todos",0.054,0.154,0.018,0.097
"P26","Mauricio Macri por Juntos por el cambio",0.018,0.048,0.213,0.097
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.014,0.069,0.13,0.077
"P26","Patricia Bullrich por Juntos por el Cambio",0.007,0.037,0.233,0.114
"P26","Facundo Manes por Juntos por el Cambio",0.015,0.041,0.05,0.132
