"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Sergio Massa presidente por el Frente de Todos",0.236,0.226,0.247,0.182,0.254,0.266,0.229,0.283,0.223,0.206,0.201,0.237,0.222,0.267,0.528,0.065,0.14
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.249,0.215,0.283,0.171,0.224,0.277,0.368,0.233,0.246,0.267,0.289,0.175,0.23,0.25,0.077,0.433,0.271
"Javier Milei por los liberales libertarios",0.262,0.355,0.168,0.45,0.249,0.205,0.119,0.208,0.295,0.275,0.263,0.322,0.303,0.229,0.103,0.314,0.226
"Nicolás del Caño por la izquierda",0.026,0.029,0.023,0.02,0.033,0.022,0.024,0.016,0.023,0.04,0.027,0.017,0.022,0.03,0.03,0.009,0.009
"Otro candidato",0.122,0.111,0.133,0.077,0.142,0.126,0.134,0.128,0.112,0.13,0.117,0.117,0.12,0.129,0.144,0.109,0.251
"Aún no lo tengo decidido",0.105,0.064,0.146,0.1,0.098,0.104,0.126,0.132,0.101,0.082,0.103,0.132,0.103,0.095,0.118,0.07,0.103
