"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.368,0.456,0.407,0.293
"P04","Realizo changas o trabajos de vez en cuando",0.219,0.232,0.245,0.285
"P04","No tengo trabajo",0.197,0.157,0.194,0.277
"P04","Soy jubilado o pensionado",0.216,0.155,0.154,0.145
"P05","1",0.415,0.354,0.23,0.282
"P05","2",0.091,0.094,0.066,0.064
"P05","3",0.076,0.087,0.041,0.086
"P05","4",0.076,0.092,0.057,0.046
"P05","5",0.164,0.189,0.171,0.213
"P05","6",0.037,0.03,0.05,0.024
"P05","7",0.029,0.032,0.116,0.023
"P05","8",0.014,0.024,0.06,0.049
"P05","9",0.098,0.098,0.209,0.213
"P06","1",0.177,0.131,0.343,0.334
"P06","2",0.048,0.032,0.079,0.038
"P06","3",0.027,0.037,0.066,0.032
"P06","4",0.034,0.045,0.056,0.065
"P06","5",0.149,0.182,0.177,0.217
"P06","6",0.06,0.058,0.031,0.027
"P06","7",0.072,0.084,0.032,0.029
"P06","8",0.1,0.078,0.036,0.056
"P06","9",0.333,0.353,0.18,0.202
"P07","1",0.199,0.21,0.442,0.333
"P07","2",0.036,0.036,0.051,0.042
"P07","3",0.038,0.034,0.04,0.038
"P07","4",0.02,0.032,0.016,0.026
"P07","5",0.128,0.119,0.092,0.114
"P07","6",0.029,0.05,0.017,0.014
"P07","7",0.069,0.066,0.02,0.025
"P07","8",0.054,0.037,0.024,0.031
"P07","9",0.427,0.416,0.298,0.377
"P09","Del Frente de Todos y el peronismo",0.059,0.094,0.527,0.184
"P09","De Juntos por el cambio",0.635,0.398,0.141,0.121
"P09","De los Liberales libertarios",0.232,0.379,0.107,0.101
"P09","De la Izquierda",0.013,0.014,0.046,0.063
"P09","No sabe",0.061,0.115,0.179,0.531
"P10","A Alberto Fernández",0.308,0.165,0.182,0.337
"P10","A Sergio Massa",0.305,0.434,0.195,0.235
"P10","A algún candidato del peronismo",0.255,0.309,0.129,0.257
"P10","A algún candidato del kirchnerismo",0.132,0.092,0.494,0.171
"P11","A Alberto Fernández",0.288,0.188,0.121,0.306
"P11","A Sergio Massa",0.195,0.271,0.123,0.157
"P11","A algún candidato del peronismo",0.418,0.292,0.114,0.26
"P11","A Cristina Fernández de Kirchner",0.099,0.249,0.642,0.277
"P12","A Horacio Rodriguez Larreta",0.126,0.336,0.355,0.181
"P12","A Mauricio Macri",0.297,0.373,0.326,0.299
"P12","A Patricia Bullrich",0.545,0.13,0.124,0.13
"P12","A Facundo Manes",0.023,0.1,0.135,0.182
"P12","A Gerardo Morales",0.009,0.061,0.06,0.208
"P13","Seguro lo votaria",0.196,0.165,0.22,0.223
"P13","Quizás lo votaría",0.362,0.406,0.286,0.316
"P13","Nunca lo votaría",0.442,0.429,0.494,0.461
"P14","Lo votaría",0.523,0.254,0.081,0.106
"P14","Puede que lo vote",0.282,0.384,0.072,0.092
"P14","Nunca lo votaría",0.149,0.29,0.785,0.391
"P14","No sabe",0.046,0.072,0.062,0.411
"P15","Lo votaría",0.077,0.062,0.17,0.073
"P15","Puede que lo vote",0.091,0.147,0.322,0.167
"P15","Nunca lo votaría",0.804,0.749,0.438,0.335
"P15","No sabe",0.028,0.042,0.07,0.425
"P16","Lo votaría",0.048,0.055,0.173,0.158
"P16","Puede que lo vote",0.022,0.067,0.281,0.106
"P16","Nunca lo votaría",0.909,0.846,0.473,0.35
"P16","No sabe",0.021,0.032,0.073,0.386
"P17","La votaría",0.052,0.069,0.47,0.221
"P17","Puede que la vote",0.026,0.064,0.126,0.082
"P17","Nunca la votaría",0.909,0.856,0.377,0.421
"P17","No sabe",0.013,0.011,0.027,0.276
"P18","Lo votaría",0.263,0.171,0.093,0.08
"P18","Puede que lo vote",0.398,0.359,0.093,0.113
"P18","Nunca lo votaría",0.295,0.435,0.778,0.244
"P18","No sabe",0.044,0.035,0.036,0.563
"P19","Lo votaría",0.137,0.084,0.031,0.025
"P19","Puede que lo vote",0.235,0.379,0.122,0.091
"P19","Nunca lo votaría",0.541,0.457,0.736,0.132
"P19","No sabe",0.087,0.08,0.111,0.752
"P21","Lo votaría",0.359,0.318,0.118,0.123
"P21","Puede que lo vote",0.319,0.339,0.071,0.105
"P21","Nunca lo votaría",0.275,0.299,0.793,0.215
"P21","No sabe",0.047,0.044,0.018,0.557
"P22","La votaría",0.284,0.142,0.046,0.077
"P22","Puede que la vote",0.369,0.403,0.084,0.086
"P22","Nunca la votaría",0.289,0.376,0.818,0.273
"P22","No sabe",0.058,0.079,0.052,0.564
"P23","Lo votaría",0.048,0.033,0.105,0.051
"P23","Puede que lo vote",0.068,0.131,0.291,0.109
"P23","Nunca lo votaría",0.856,0.797,0.545,0.409
"P23","No sabe",0.028,0.039,0.059,0.431
"P24","Lo votaría",0.073,0.054,0.029,0.042
"P24","Puede que lo vote",0.209,0.249,0.098,0.071
"P24","Nunca lo votaría",0.626,0.615,0.79,0.313
"P24","No sabe",0.092,0.082,0.083,0.574
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.024,0.055,0.539,0.223
"P26","Alberto Fernández por el Frente de Todos",0.007,0.006,0.069,0.105
"P26","Mauricio Macri por Juntos por el cambio",0.274,0.177,0.049,0.108
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.091,0.152,0.061,0.121
"P26","Patricia Bullrich por Juntos por el Cambio",0.431,0.085,0.015,0.055
"P26","Facundo Manes por Juntos por el Cambio",0.027,0.072,0.038,0.041
"P26","Javier Milei por los liberales libertarios",0.129,0.378,0.126,0.081
"P26","Nicolás del Caño por la izquierda",0.001,0.007,0.025,0.039
"P26","Aún no lo tengo decidido",0.016,0.068,0.078,0.227
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.125,0.226,0.073,0.157
"P27","Patricia Bullrich por Juntos por el Cambio",0.633,0.177,0.039,0.063
"P27","Facundo Manes por Juntos por el Cambio",0.025,0.065,0.032,0.068
"P27","Alberto Fernández por el Frente de Todos",0.011,0.025,0.182,0.214
"P27","Sergio Massa por el Frente de Todos",0.012,0.045,0.319,0.032
"P27","Javier Milei por los liberales libertarios",0.165,0.36,0.127,0.144
"P27","Nicolás del Caño por la izquierda",0.007,0.024,0.043,0.04
"P27","Otros candidatos",0.015,0.035,0.084,0.053
"P27","Aún no lo tengo decidido",0.007,0.043,0.101,0.229
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.032,0.068,0.603,0.225
"P28","Mauricio Macri por Juntos por el Cambio",0.553,0.309,0.067,0.093
"P28","Javier Milei por los liberales libertarios",0.261,0.433,0.139,0.141
"P28","Nicolás del Caño por la izquierda",0.015,0.004,0.04,0.077
"P28","Otro candidato",0.07,0.094,0.076,0.093
"P28","Aún no lo tengo decidido",0.069,0.092,0.075,0.371
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.408,0.311,0.121,0.164
"P30","Alberto Fernández por el Frente de Todos",0.045,0.054,0.363,0.198
"P30","Javier Milei por los liberales libertarios",0.328,0.451,0.159,0.17
"P30","Nicolás del Caño por la izquierda",0.011,0.015,0.054,0.043
"P30","Otro candidato",0.126,0.07,0.163,0.061
"P30","Aún no lo tengo decidido",0.082,0.099,0.14,0.364
"P32","Sergio Massa presidente por el Frente de Todos",0.031,0.061,0.437,0.121
"P32","Patricia Bullrich por Juntos por el Cambio",0.709,0.356,0.069,0.109
"P32","Javier Milei por los liberales libertarios",0.179,0.413,0.146,0.154
"P32","Nicolás del Caño por la izquierda",0.018,0.007,0.052,0.082
"P32","Otro candidato",0.033,0.084,0.164,0.169
"P32","Aún no lo tengo decidido",0.03,0.079,0.132,0.365
"P34","Sergio Massa presidente por el Frente de Todos",0.044,0.075,0.442,0.194
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.427,0.33,0.105,0.154
"P34","Javier Milei por los liberales libertarios",0.327,0.444,0.152,0.142
"P34","Nicolás del Caño por la izquierda",0.007,0.004,0.045,0.052
"P34","Otro candidato",0.129,0.07,0.147,0.079
"P34","Aún no lo tengo decidido",0.066,0.077,0.109,0.379
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.053,0.083,0.602,0.244
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.415,0.31,0.1,0.212
"P36","Javier Milei por los liberales libertarios",0.354,0.454,0.143,0.128
"P36","Nicolás del Caño por la izquierda",0.007,0.012,0.032,0.052
"P36","Otro candidato",0.116,0.084,0.071,0.093
"P36","Aún no lo tengo decidido",0.055,0.057,0.052,0.271
"P37","Sergio Massa presidente por el Frente de Todos",0.031,0.053,0.485,0.139
"P37","Mauricio Macri por Juntos por el Cambio",0.585,0.304,0.079,0.191
"P37","Javier Milei por los liberales libertarios",0.26,0.479,0.145,0.164
"P37","Nicolás del Caño por la izquierda",0.014,0.005,0.039,0.051
"P37","Otro candidato",0.067,0.084,0.153,0.183
"P37","Aún no lo tengo decidido",0.043,0.075,0.099,0.272
"P38","Alberto Fernández por el Frente de Todos",0.033,0.029,0.443,0.208
"P38","Mauricio Macri por Juntos por el Cambio",0.611,0.338,0.078,0.103
"P38","Javier Milei por los liberales libertarios",0.252,0.445,0.138,0.131
"P38","Nicolás del Caño por la izquierda",0.01,0.013,0.056,0.024
"P38","Otro candidato",0.061,0.098,0.184,0.167
"P38","Aún no lo tengo decidido",0.033,0.077,0.101,0.367
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.054,0.066,0.679,0.266
"P39","Mauricio Macri por Juntos por el Cambio",0.816,0.654,0.119,0.204
"P39","No sabe",0.13,0.28,0.202,0.53
"P40","Alberto Fernández por el Frente de Todos",0.026,0.074,0.547,0.229
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.74,0.57,0.13,0.293
"P40","No sabe",0.234,0.356,0.323,0.478
"P41","Sergio Massa presidente por el Frente de Todos",0.02,0.082,0.586,0.211
"P41","Patricia Bullrich por Juntos por el Cambio",0.925,0.751,0.092,0.246
"P41","No sabe",0.055,0.167,0.322,0.543
