"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Cristina Fernández de Kirchner por el Frente de Todos",0.315,0.28,0.351,0.274,0.356,0.325,0.266,0.369,0.297,0.283,0.298,0.338,0.234,0.331,0.718,0.063,0.113
"Horacio Rodríguez Larreta por Juntos por el Cambio",0.242,0.207,0.277,0.138,0.225,0.28,0.363,0.24,0.224,0.267,0.255,0.189,0.228,0.256,0.078,0.434,0.273
"Javier Milei por los liberales libertarios",0.267,0.36,0.171,0.465,0.253,0.196,0.131,0.206,0.305,0.28,0.263,0.32,0.311,0.24,0.079,0.338,0.236
"Nicolás del Caño por la izquierda",0.021,0.027,0.016,0.016,0.025,0.021,0.022,0.023,0.018,0.024,0.023,0.03,0.014,0.018,0.014,0.006,0.039
"Otro candidato",0.088,0.084,0.093,0.06,0.087,0.098,0.115,0.082,0.087,0.096,0.089,0.085,0.129,0.083,0.055,0.104,0.281
"Aún no lo tengo decidido",0.067,0.042,0.092,0.047,0.054,0.08,0.103,0.08,0.069,0.05,0.072,0.038,0.084,0.072,0.056,0.055,0.058
