"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.034,0.166,0.682,0.13
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.939,0.565,0.069,0.218
"P06","En blanco",0.011,0.099,0.154,0.213
"P06","Aun no tengo decidido mi voto",0.016,0.17,0.095,0.439
"P08","Totalmente seguro",0.81,0.32,0.733,0.247
"P08","Bastante seguro",0.11,0.198,0.082,0.063
"P08","Algo seguro",0.048,0.263,0.085,0.264
"P08","Para nada seguro",0.032,0.219,0.1,0.426
"P09","Tiene Decidido que va a ir a votar",0.947,0.827,0.868,0.72
"P09","Tiene dudas sobre si va a ir a  votar",0.04,0.149,0.051,0.252
"P09","Tiene Decidido que no va a ir a votar",0.013,0.024,0.081,0.028
"P10","Lo votaría",0.07,0.162,0.685,0.132
"P10","Puede que lo vote",0.061,0.159,0.066,0.024
"P10","Nunca lo votaría",0.857,0.629,0.229,0.349
"P10","No sabe",0.012,0.05,0.02,0.495
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.062,0.502,0.527,0.691
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.938,0.498,0.473,0.309
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.739,0.015,0.396,0.05
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.181,0.807,0.052,0.351
"P14","En blanco",0.08,0.178,0.552,0.599
