"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-10-02,0.378,0.319,0.086,0.068,0.027,NA,0.122,0.323,0.321,0.103,0.105,0.044,NA,0.104,0.427,0.318,0.07,0.035,0.011,NA,0.139,0.268,0.297,0.162,0.11,0.034,NA,0.129,0.424,0.269,0.061,0.072,0.032,NA,0.142,0.356,0.417,0.052,0.051,0.022,NA,0.102,0.481,0.358,0.064,0.005,0.005,NA,0.087,0.382,0.293,0.104,0.021,0.024,NA,0.176,0.419,0.292,0.08,0.066,0.029,NA,0.114,0.275,0.428,0.068,0.158,0.023,NA,0.048,0.595,0.141,0.098,0.017,0.03,NA,0.119,0.162,0.728,0.002,0.065,0.02,NA,0.023,0.105,0.45,0,0.339,0.047,NA,0.059
2021-10-03,0.383,0.347,0.062,0.059,0.027,NA,0.122,0.35,0.366,0.035,0.096,0.043,NA,0.11,0.415,0.329,0.087,0.024,0.012,NA,0.133,0.294,0.332,0.087,0.105,0.035,NA,0.147,0.431,0.274,0.063,0.052,0.034,NA,0.146,0.374,0.441,0.042,0.045,0.017,NA,0.081,0.443,0.442,0.042,0.005,0.005,NA,0.063,0.397,0.336,0.081,0.009,0.025,NA,0.152,0.43,0.294,0.054,0.069,0.029,NA,0.124,0.25,0.49,0.046,0.129,0.025,NA,0.06,0.612,0.154,0.077,0.006,0.019,NA,0.132,0.113,0.807,0,0.038,0.021,NA,0.021,0.02,0.32,0,0.321,0.208,NA,0.131
2021-10-04,0.385,0.361,0.045,0.071,0.024,NA,0.114,0.349,0.382,0.032,0.105,0.029,NA,0.103,0.418,0.342,0.058,0.037,0.02,NA,0.125,0.377,0.28,0.076,0.128,0.025,NA,0.114,0.429,0.307,0.04,0.061,0.031,NA,0.132,0.33,0.48,0.023,0.032,0.023,NA,0.112,0.356,0.5,0.033,0.039,0.005,NA,0.067,0.364,0.404,0.068,0.011,0.014,NA,0.139,0.445,0.278,0.034,0.102,0.038,NA,0.103,0.282,0.476,0.028,0.11,0.01,NA,0.094,0.671,0.157,0.025,0.018,0.007,NA,0.122,0.073,0.767,0.035,0.061,0.025,NA,0.039,0,0.479,0,0.145,0.193,NA,0.183
2021-10-05,0.392,0.345,0.042,0.075,0.021,NA,0.125,0.365,0.347,0.032,0.1,0.027,NA,0.129,0.417,0.344,0.051,0.051,0.016,NA,0.121,0.479,0.2,0.075,0.133,0.034,NA,0.079,0.425,0.329,0.033,0.067,0.018,NA,0.128,0.273,0.452,0.012,0.02,0.024,NA,0.219,0.294,0.539,0.041,0.051,0,NA,0.075,0.388,0.375,0.067,0.013,0,NA,0.157,0.433,0.265,0.028,0.117,0.048,NA,0.109,0.302,0.477,0.025,0.098,0,NA,0.098,0.703,0.118,0.01,0.025,0.006,NA,0.138,0.051,0.751,0.049,0.077,0.007,NA,0.065,0,0.439,0,0.074,0.235,NA,0.252
2021-10-06,0.335,0.371,0.04,0.085,0.016,NA,0.153,0.332,0.379,0.029,0.098,0.003,NA,0.159,0.339,0.363,0.051,0.073,0.027,NA,0.147,0.346,0.264,0.115,0.112,0,NA,0.163,0.421,0.38,0.009,0.1,0.014,NA,0.076,0.203,0.444,0,0.04,0.051,NA,0.262,0.273,0.455,0.035,0.053,0,NA,0.184,0.348,0.389,0.039,0.034,0.014,NA,0.176,0.323,0.337,0.042,0.111,0.02,NA,0.167,0.341,0.415,0.04,0.124,0.008,NA,0.072,0.675,0.124,0.008,0.038,0,NA,0.155,0.046,0.723,0.039,0.102,0.007,NA,0.083,0,0.733,0,0,0,NA,0.267
2021-10-07,0.378,0.363,0.035,0.081,0.016,NA,0.127,0.355,0.369,0.035,0.094,0.007,NA,0.14,0.398,0.358,0.034,0.07,0.024,NA,0.116,0.311,0.282,0.081,0.134,0,NA,0.192,0.44,0.368,0.024,0.086,0.016,NA,0.066,0.359,0.427,0,0.022,0.048,NA,0.144,0.37,0.413,0.022,0.051,0,NA,0.144,0.484,0.287,0.026,0.035,0.022,NA,0.146,0.313,0.403,0.042,0.103,0.012,NA,0.127,0.33,0.414,0.032,0.118,0.014,NA,0.092,0.663,0.135,0.027,0.034,0.015,NA,0.126,0.025,0.811,0,0.104,0,NA,0.06,0.13,0.575,0,0.207,0,NA,0.088
2021-10-08,0.386,0.352,0.029,0.086,0.027,NA,0.12,0.365,0.365,0.034,0.091,0.021,NA,0.124,0.404,0.341,0.025,0.081,0.032,NA,0.117,0.322,0.28,0.066,0.143,0,NA,0.189,0.411,0.36,0.022,0.095,0.023,NA,0.089,0.39,0.403,0.006,0.02,0.081,NA,0.1,0.435,0.388,0.015,0.052,0.005,NA,0.105,0.484,0.293,0.021,0.031,0.039,NA,0.132,0.343,0.369,0.034,0.113,0.018,NA,0.123,0.316,0.417,0.032,0.118,0.026,NA,0.091,0.676,0.147,0.023,0.024,0.021,NA,0.109,0.031,0.799,0,0.129,0.003,NA,0.038,0.09,0.421,0,0.151,0.271,NA,0.067
2021-10-09,0.401,0.321,0.036,0.104,0.044,NA,0.094,0.426,0.304,0.04,0.121,0.019,NA,0.09,0.38,0.336,0.032,0.089,0.066,NA,0.097,0.376,0.175,0.046,0.183,0.055,NA,0.165,0.392,0.331,0.046,0.127,0.023,NA,0.081,0.416,0.403,0.017,0.008,0.071,NA,0.085,0.445,0.427,0.018,0.046,0.046,NA,0.018,0.452,0.275,0.037,0.082,0.06,NA,0.094,0.41,0.314,0.027,0.114,0.04,NA,0.095,0.297,0.415,0.052,0.118,0.028,NA,0.09,0.655,0.141,0.035,0.04,0.041,NA,0.088,0.059,0.754,0.004,0.158,0.011,NA,0.014,0.05,0.347,0.02,0.107,0.199,NA,0.277
2021-10-10,0.383,0.33,0.03,0.102,0.05,NA,0.105,0.449,0.306,0.024,0.115,0.028,NA,0.078,0.327,0.35,0.036,0.09,0.069,NA,0.128,0.322,0.237,0.034,0.141,0.064,NA,0.202,0.372,0.32,0.04,0.145,0.026,NA,0.097,0.415,0.392,0.025,0.028,0.066,NA,0.074,0.474,0.426,0.006,0.023,0.071,NA,0,0.378,0.378,0.019,0.101,0.059,NA,0.065,0.422,0.268,0.015,0.091,0.049,NA,0.155,0.304,0.389,0.084,0.127,0.037,NA,0.059,0.65,0.155,0.03,0.035,0.04,NA,0.09,0.096,0.686,0.006,0.167,0.035,NA,0.01,0,0.249,0.02,0.279,0.184,NA,0.268
2021-10-11,0.401,0.317,0.047,0.079,0.047,0.003,0.106,0.476,0.28,0.052,0.111,0.02,0,0.061,0.335,0.349,0.042,0.051,0.071,0.006,0.146,0.361,0.223,0.062,0.098,0.066,0,0.19,0.443,0.287,0.045,0.114,0.028,0,0.083,0.405,0.418,0.02,0.034,0.041,0.004,0.078,0.369,0.469,0.058,0.007,0.065,0.018,0.014,0.391,0.36,0.023,0.087,0.05,0,0.089,0.439,0.247,0.052,0.059,0.052,0.005,0.146,0.326,0.393,0.091,0.114,0.027,0.004,0.045,0.632,0.135,0.032,0.031,0.035,0.006,0.129,0.162,0.653,0.006,0.129,0.05,0,0,0,0.231,0.115,0.283,0.057,0,0.314
2021-10-12,0.402,0.301,0.044,0.065,0.043,0.009,0.136,0.449,0.265,0.054,0.074,0.055,0,0.103,0.358,0.333,0.036,0.056,0.031,0.018,0.168,0.432,0.206,0.057,0.058,0.039,0,0.208,0.431,0.277,0.029,0.087,0.045,0.002,0.129,0.36,0.377,0.048,0.045,0.061,0.003,0.106,0.321,0.445,0.057,0.044,0.02,0.057,0.056,0.401,0.331,0.023,0.043,0.043,0.014,0.145,0.427,0.247,0.056,0.073,0.043,0.006,0.148,0.343,0.367,0.058,0.089,0.043,0.008,0.092,0.69,0.113,0.031,0.018,0.028,0.007,0.113,0.137,0.646,0.013,0.101,0.029,0.017,0.057,0,0.061,0.267,0.397,0.211,0,0.064
2021-10-13,0.408,0.261,0.058,0.054,0.051,0.013,0.155,0.463,0.218,0.07,0.055,0.069,0,0.125,0.356,0.302,0.046,0.052,0.035,0.025,0.184,0.497,0.122,0.071,0.025,0.059,0,0.226,0.431,0.255,0.035,0.084,0.048,0.003,0.144,0.33,0.35,0.069,0.037,0.081,0.004,0.129,0.274,0.438,0.08,0.052,0,0.081,0.075,0.416,0.235,0.033,0.038,0.059,0.019,0.2,0.434,0.234,0.083,0.055,0.046,0.009,0.139,0.333,0.375,0.05,0.081,0.046,0.011,0.104,0.68,0.086,0.035,0.015,0.033,0.009,0.142,0.145,0.616,0.017,0.104,0.013,0.024,0.081,0,0.049,0.475,0.084,0.392,0,0
2021-10-14,0.357,0.266,0.076,0.097,0.051,0.022,0.131,0.363,0.25,0.086,0.098,0.055,0.023,0.125,0.351,0.282,0.067,0.096,0.046,0.022,0.136,0.417,0.116,0.111,0.111,0.06,0.037,0.148,0.324,0.309,0.06,0.117,0.044,0.005,0.141,0.356,0.358,0.078,0.032,0.052,0,0.124,0.331,0.304,0.052,0.11,0.049,0.077,0.077,0.344,0.243,0.063,0.074,0.072,0.017,0.187,0.39,0.233,0.09,0.119,0.03,0.032,0.106,0.31,0.381,0.072,0.095,0.054,0.013,0.075,0.616,0.121,0.091,0.033,0.036,0.029,0.074,0.112,0.6,0.037,0.134,0,0.026,0.091,0,0.099,0.255,0.048,0.318,0,0.28
2021-10-15,0.33,0.378,0.057,0.091,0.019,0.023,0.102,0.284,0.404,0.075,0.102,0.018,0.022,0.095,0.373,0.355,0.039,0.08,0.021,0.024,0.108,0.26,0.322,0.081,0.186,0.01,0.031,0.11,0.332,0.393,0.05,0.056,0.025,0.027,0.117,0.416,0.446,0.032,0.021,0,0,0.085,0.357,0.364,0.058,0.079,0.052,0.026,0.064,0.356,0.336,0.061,0.038,0.034,0.02,0.155,0.315,0.379,0.06,0.127,0.006,0.028,0.085,0.312,0.466,0.038,0.115,0.022,0.017,0.03,0.589,0.159,0.077,0.024,0.025,0.03,0.096,0.095,0.778,0.018,0.067,0,0.004,0.038,0,0.49,0.177,0,0.024,0,0.309
2021-10-16,0.321,0.371,0.055,0.099,0.024,0.018,0.112,0.3,0.372,0.065,0.112,0.022,0.019,0.11,0.34,0.371,0.045,0.087,0.026,0.017,0.114,0.29,0.301,0.06,0.197,0.008,0.023,0.121,0.309,0.386,0.041,0.07,0.041,0.025,0.128,0.37,0.465,0.058,0.028,0.009,0,0.07,0.346,0.348,0.076,0.067,0.035,0.016,0.112,0.339,0.314,0.065,0.052,0.035,0.014,0.181,0.31,0.384,0.054,0.133,0.017,0.023,0.079,0.309,0.46,0.034,0.112,0.019,0.015,0.051,0.573,0.161,0.072,0.024,0.04,0.024,0.106,0.092,0.767,0.018,0.084,0,0.005,0.034,0,0.55,0.16,0,0.02,0,0.27
2021-10-17,0.328,0.398,0.038,0.073,0.015,0.026,0.122,0.334,0.405,0.02,0.078,0.016,0.023,0.124,0.322,0.392,0.055,0.068,0.015,0.028,0.12,0.329,0.34,0.01,0.17,0,0.026,0.125,0.342,0.36,0.037,0.039,0.034,0.043,0.145,0.329,0.461,0.072,0.027,0.011,0.009,0.091,0.285,0.536,0.049,0.034,0,0,0.096,0.317,0.342,0.058,0.03,0.013,0.033,0.207,0.338,0.424,0.024,0.097,0.02,0.025,0.072,0.324,0.448,0.033,0.102,0.008,0.012,0.073,0.589,0.167,0.058,0.009,0.031,0.023,0.123,0.102,0.786,0.012,0.072,0,0.004,0.024,0,0.69,0.022,0,0,0,0.288
