"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-09-22,0.41,0.356,0.032,0.051,0.025,NA,0.126,0.434,0.333,0.042,0.047,0.032,NA,0.112,0.387,0.377,0.023,0.056,0.019,NA,0.138,0.45,0.335,0.034,0.078,0.006,NA,0.097,0.432,0.262,0.034,0.039,0.048,NA,0.185,0.386,0.417,0.028,0.062,0.023,NA,0.084,0.28,0.583,0.027,0.004,0.013,NA,0.093,0.34,0.431,0.024,0.044,0.014,NA,0.147,0.499,0.275,0.033,0.041,0.03,NA,0.122,0.347,0.378,0.052,0.1,0.041,NA,0.082,0.604,0.164,0.032,0.04,0.028,NA,0.132,0.07,0.825,0,0.051,0.012,NA,0.042,0.194,0.564,0,0.112,0.078,NA,0.052
2021-09-23,0.365,0.386,0.064,0.038,0.019,NA,0.128,0.373,0.407,0.078,0.049,0.03,NA,0.063,0.357,0.367,0.052,0.029,0.008,NA,0.187,0.358,0.353,0.104,0.045,0,NA,0.14,0.368,0.337,0.051,0.033,0.046,NA,0.165,0.425,0.452,0.016,0.03,0.011,NA,0.066,0.284,0.512,0.071,0.049,0,NA,0.084,0.388,0.44,0.02,0.021,0.011,NA,0.12,0.359,0.326,0.1,0.038,0.026,NA,0.151,0.321,0.411,0.079,0.084,0.018,NA,0.087,0.579,0.218,0.056,0.016,0.014,NA,0.117,0.072,0.763,0.04,0.08,0.01,NA,0.035,0.033,0.813,0,0,0.154,NA,0
2021-09-24,0.377,0.351,0.068,0.044,0.016,NA,0.144,0.347,0.386,0.071,0.066,0.026,NA,0.104,0.403,0.321,0.064,0.026,0.007,NA,0.179,0.35,0.301,0.106,0.079,0,NA,0.164,0.389,0.309,0.056,0.016,0.03,NA,0.2,0.402,0.427,0.038,0.048,0.022,NA,0.063,0.363,0.461,0.063,0.047,0,NA,0.066,0.437,0.367,0.026,0.021,0.017,NA,0.132,0.351,0.311,0.096,0.054,0.014,NA,0.174,0.321,0.414,0.082,0.069,0.018,NA,0.096,0.59,0.186,0.052,0.014,0.016,NA,0.142,0.081,0.79,0.034,0.069,0.009,NA,0.017,0.26,0.265,0.154,0.222,0.099,NA,0
2021-09-25,0.363,0.337,0.066,0.062,0.022,NA,0.15,0.327,0.362,0.072,0.081,0.03,NA,0.128,0.395,0.315,0.061,0.046,0.014,NA,0.169,0.277,0.3,0.111,0.099,0,NA,0.213,0.388,0.301,0.055,0.047,0.026,NA,0.183,0.428,0.391,0.031,0.05,0.029,NA,0.071,0.37,0.432,0.059,0.051,0.042,NA,0.046,0.437,0.331,0.027,0.044,0.028,NA,0.133,0.333,0.308,0.088,0.068,0.019,NA,0.184,0.295,0.417,0.089,0.083,0.015,NA,0.101,0.581,0.182,0.041,0.033,0.03,NA,0.133,0.071,0.769,0.038,0.091,0.008,NA,0.023,0.368,0.215,0.102,0.144,0.04,NA,0.131
2021-09-26,0.4,0.305,0.057,0.084,0.028,NA,0.126,0.38,0.29,0.064,0.099,0.026,NA,0.141,0.418,0.319,0.051,0.07,0.03,NA,0.112,0.359,0.251,0.076,0.156,0.009,NA,0.149,0.413,0.253,0.06,0.077,0.032,NA,0.165,0.404,0.383,0.031,0.052,0.028,NA,0.102,0.431,0.427,0.054,0.023,0.05,NA,0.015,0.488,0.238,0.026,0.067,0.037,NA,0.144,0.379,0.297,0.072,0.09,0.025,NA,0.137,0.296,0.437,0.078,0.1,0.019,NA,0.07,0.628,0.127,0.033,0.039,0.047,NA,0.126,0.08,0.767,0.006,0.114,0.01,NA,0.023,0.307,0.291,0.094,0.133,0,NA,0.175
2021-09-27,0.371,0.319,0.06,0.088,0.036,NA,0.126,0.39,0.259,0.07,0.087,0.04,NA,0.154,0.351,0.377,0.051,0.089,0.032,NA,0.1,0.261,0.202,0.121,0.173,0.035,NA,0.208,0.406,0.313,0.06,0.091,0.032,NA,0.098,0.403,0.4,0.012,0.034,0.018,NA,0.133,0.42,0.424,0.023,0.01,0.075,NA,0.048,0.425,0.259,0.032,0.099,0.035,NA,0.15,0.345,0.314,0.079,0.082,0.043,NA,0.137,0.333,0.431,0.065,0.085,0.023,NA,0.063,0.597,0.151,0.053,0.046,0.049,NA,0.104,0.076,0.742,0.003,0.108,0.035,NA,0.036,0.277,0.374,0,0,0.024,NA,0.325
2021-09-28,0.362,0.341,0.069,0.077,0.037,NA,0.114,0.387,0.297,0.086,0.069,0.026,NA,0.135,0.337,0.386,0.052,0.085,0.049,NA,0.091,0.279,0.201,0.133,0.167,0.075,NA,0.145,0.393,0.374,0.069,0.067,0.018,NA,0.079,0.371,0.405,0.014,0.024,0.01,NA,0.176,0.43,0.423,0.03,0.006,0.055,NA,0.056,0.416,0.273,0.048,0.084,0.04,NA,0.139,0.316,0.346,0.098,0.078,0.039,NA,0.123,0.37,0.452,0.042,0.06,0.029,NA,0.047,0.637,0.132,0.063,0.034,0.024,NA,0.11,0.062,0.728,0.028,0.074,0.072,NA,0.036,0,0.634,0,0,0.074,NA,0.292
2021-09-29,0.358,0.354,0.062,0.065,0.048,NA,0.113,0.324,0.334,0.078,0.094,0.047,NA,0.123,0.393,0.375,0.045,0.035,0.049,NA,0.103,0.33,0.187,0.144,0.115,0.069,NA,0.155,0.407,0.409,0.039,0.049,0.008,NA,0.088,0.354,0.408,0.004,0.059,0.058,NA,0.117,0.286,0.475,0.039,0.011,0.102,NA,0.087,0.373,0.321,0.047,0.065,0.071,NA,0.123,0.329,0.362,0.086,0.064,0.033,NA,0.126,0.397,0.405,0.034,0.065,0.039,NA,0.06,0.677,0.121,0.054,0.028,0.035,NA,0.085,0.03,0.808,0.031,0.03,0.087,NA,0.014,0,0.428,0,0,0.159,NA,0.413
2021-09-30,0.383,0.325,0.089,0.06,0.051,NA,0.092,0.272,0.328,0.172,0.094,0.055,NA,0.079,0.488,0.323,0.011,0.027,0.047,NA,0.104,0.394,0.217,0.21,0.063,0.079,NA,0.037,0.411,0.327,0.046,0.076,0.014,NA,0.126,0.354,0.391,0.024,0.056,0.064,NA,0.111,0.329,0.429,0.075,0.011,0.081,NA,0.075,0.413,0.271,0.084,0.03,0.075,NA,0.127,0.362,0.347,0.108,0.054,0.04,NA,0.089,0.379,0.373,0.056,0.126,0.03,NA,0.036,0.673,0.106,0.066,0.022,0.054,NA,0.079,0.095,0.731,0.036,0.069,0.059,NA,0.01,0.172,0.523,0,0.035,0.133,NA,0.137
2021-10-01,0.38,0.316,0.094,0.071,0.035,NA,0.104,0.284,0.308,0.136,0.114,0.053,NA,0.105,0.469,0.324,0.055,0.031,0.018,NA,0.103,0.375,0.242,0.187,0.103,0.037,NA,0.056,0.424,0.296,0.061,0.071,0.02,NA,0.128,0.318,0.397,0.04,0.067,0.055,NA,0.123,0.36,0.392,0.086,0.014,0.044,NA,0.104,0.383,0.276,0.108,0.03,0.041,NA,0.162,0.398,0.315,0.096,0.072,0.031,NA,0.088,0.336,0.392,0.063,0.14,0.032,NA,0.037,0.615,0.116,0.104,0.017,0.054,NA,0.094,0.143,0.761,0.002,0.068,0.011,NA,0.015,0.145,0.382,0,0.331,0.065,NA,0.077
