"fecha","t1 A Tolosa Paz por el Frente de todos","t1 A Santilli y Manes por Juntos","t1 A Del Caño por el Frente de Izquierda","t1 A Espert por Avanza libertad","t1 A Randazo por “Vamos con vos""","t1 A Hotton por “+Valores”","t1 Votaría en blanco o anularía","s1 A Tolosa Paz por el Frente de todos","s1 A Santilli y Manes por Juntos","s1 A Del Caño por el Frente de Izquierda","s1 A Espert por Avanza libertad","s1 A Randazo por “Vamos con vos""","s1 A Hotton por “+Valores”","s1 Votaría en blanco o anularía","s2 A Tolosa Paz por el Frente de todos","s2 A Santilli y Manes por Juntos","s2 A Del Caño por el Frente de Izquierda","s2 A Espert por Avanza libertad","s2 A Randazo por “Vamos con vos""","s2 A Hotton por “+Valores”","s2 Votaría en blanco o anularía","e1 A Tolosa Paz por el Frente de todos","e1 A Santilli y Manes por Juntos","e1 A Del Caño por el Frente de Izquierda","e1 A Espert por Avanza libertad","e1 A Randazo por “Vamos con vos""","e1 A Hotton por “+Valores”","e1 Votaría en blanco o anularía","e2 A Tolosa Paz por el Frente de todos","e2 A Santilli y Manes por Juntos","e2 A Del Caño por el Frente de Izquierda","e2 A Espert por Avanza libertad","e2 A Randazo por “Vamos con vos""","e2 A Hotton por “+Valores”","e2 Votaría en blanco o anularía","e3 A Tolosa Paz por el Frente de todos","e3 A Santilli y Manes por Juntos","e3 A Del Caño por el Frente de Izquierda","e3 A Espert por Avanza libertad","e3 A Randazo por “Vamos con vos""","e3 A Hotton por “+Valores”","e3 Votaría en blanco o anularía","e4 A Tolosa Paz por el Frente de todos","e4 A Santilli y Manes por Juntos","e4 A Del Caño por el Frente de Izquierda","e4 A Espert por Avanza libertad","e4 A Randazo por “Vamos con vos""","e4 A Hotton por “+Valores”","e4 Votaría en blanco o anularía","ed1 A Tolosa Paz por el Frente de todos","ed1 A Santilli y Manes por Juntos","ed1 A Del Caño por el Frente de Izquierda","ed1 A Espert por Avanza libertad","ed1 A Randazo por “Vamos con vos""","ed1 A Hotton por “+Valores”","ed1 Votaría en blanco o anularía","ed2 A Tolosa Paz por el Frente de todos","ed2 A Santilli y Manes por Juntos","ed2 A Del Caño por el Frente de Izquierda","ed2 A Espert por Avanza libertad","ed2 A Randazo por “Vamos con vos""","ed2 A Hotton por “+Valores”","ed2 Votaría en blanco o anularía","ed3 A Tolosa Paz por el Frente de todos","ed3 A Santilli y Manes por Juntos","ed3 A Del Caño por el Frente de Izquierda","ed3 A Espert por Avanza libertad","ed3 A Randazo por “Vamos con vos""","ed3 A Hotton por “+Valores”","ed3 Votaría en blanco o anularía","v1 A Tolosa Paz por el Frente de todos","v1 A Santilli y Manes por Juntos","v1 A Del Caño por el Frente de Izquierda","v1 A Espert por Avanza libertad","v1 A Randazo por “Vamos con vos""","v1 A Hotton por “+Valores”","v1 Votaría en blanco o anularía","v2 A Tolosa Paz por el Frente de todos","v2 A Santilli y Manes por Juntos","v2 A Del Caño por el Frente de Izquierda","v2 A Espert por Avanza libertad","v2 A Randazo por “Vamos con vos""","v2 A Hotton por “+Valores”","v2 Votaría en blanco o anularía","v3 A Tolosa Paz por el Frente de todos","v3 A Santilli y Manes por Juntos","v3 A Del Caño por el Frente de Izquierda","v3 A Espert por Avanza libertad","v3 A Randazo por “Vamos con vos""","v3 A Hotton por “+Valores”","v3 Votaría en blanco o anularía"
2021-10-02,0.364,0.351,0.089,0.06,0.022,NA,0.114,0.313,0.355,0.108,0.096,0.036,NA,0.092,0.412,0.347,0.071,0.027,0.009,NA,0.134,0.268,0.313,0.164,0.1,0.029,NA,0.126,0.416,0.296,0.066,0.066,0.027,NA,0.129,0.328,0.457,0.058,0.039,0.017,NA,0.101,0.444,0.414,0.065,0.004,0.004,NA,0.069,0.362,0.324,0.109,0.016,0.021,NA,0.168,0.412,0.317,0.081,0.062,0.024,NA,0.104,0.264,0.47,0.071,0.133,0.019,NA,0.043,0.592,0.151,0.101,0.016,0.025,NA,0.115,0.145,0.761,0.002,0.052,0.016,NA,0.024,0.097,0.516,0,0.298,0.036,NA,0.053
2021-10-03,0.384,0.36,0.069,0.044,0.024,NA,0.119,0.357,0.386,0.043,0.073,0.038,NA,0.103,0.41,0.336,0.093,0.017,0.009,NA,0.135,0.303,0.35,0.089,0.076,0.033,NA,0.149,0.438,0.279,0.07,0.044,0.028,NA,0.141,0.364,0.457,0.052,0.028,0.015,NA,0.084,0.423,0.466,0.051,0.003,0.005,NA,0.052,0.388,0.338,0.093,0.005,0.02,NA,0.156,0.438,0.309,0.057,0.053,0.027,NA,0.116,0.252,0.521,0.049,0.098,0.023,NA,0.057,0.609,0.16,0.08,0.007,0.014,NA,0.13,0.109,0.823,0,0.028,0.02,NA,0.02,0.019,0.368,0,0.264,0.21,NA,0.139
2021-10-04,0.387,0.366,0.052,0.058,0.021,NA,0.116,0.355,0.393,0.039,0.089,0.026,NA,0.098,0.417,0.341,0.065,0.029,0.016,NA,0.132,0.388,0.287,0.074,0.105,0.021,NA,0.125,0.434,0.303,0.045,0.053,0.028,NA,0.137,0.327,0.49,0.037,0.022,0.02,NA,0.104,0.343,0.518,0.051,0.033,0.005,NA,0.05,0.358,0.397,0.083,0.008,0.014,NA,0.14,0.453,0.292,0.034,0.088,0.032,NA,0.101,0.288,0.482,0.034,0.085,0.009,NA,0.102,0.667,0.161,0.028,0.014,0.006,NA,0.124,0.072,0.77,0.044,0.045,0.023,NA,0.046,0,0.533,0,0.117,0.162,NA,0.188
2021-10-05,0.41,0.336,0.05,0.06,0.018,NA,0.126,0.397,0.341,0.035,0.085,0.024,NA,0.118,0.421,0.332,0.064,0.037,0.013,NA,0.133,0.501,0.203,0.07,0.112,0.027,NA,0.087,0.438,0.313,0.046,0.048,0.016,NA,0.139,0.29,0.45,0.019,0.014,0.021,NA,0.206,0.307,0.529,0.066,0.043,0,NA,0.055,0.399,0.349,0.087,0.009,0,NA,0.156,0.453,0.274,0.027,0.098,0.041,NA,0.107,0.327,0.461,0.03,0.074,0,NA,0.108,0.711,0.119,0.012,0.018,0.006,NA,0.134,0.055,0.743,0.064,0.057,0.005,NA,0.076,0,0.489,0,0.051,0.199,NA,0.261
2021-10-06,0.372,0.33,0.043,0.088,0.015,NA,0.152,0.37,0.341,0.027,0.101,0.002,NA,0.159,0.374,0.32,0.057,0.076,0.027,NA,0.146,0.368,0.225,0.116,0.119,0,NA,0.172,0.474,0.333,0.009,0.103,0.011,NA,0.07,0.235,0.408,0,0.041,0.056,NA,0.26,0.301,0.43,0.045,0.044,0,NA,0.18,0.389,0.352,0.045,0.028,0.017,NA,0.169,0.357,0.299,0.041,0.114,0.017,NA,0.172,0.373,0.359,0.044,0.149,0.006,NA,0.069,0.7,0.114,0.007,0.033,0,NA,0.146,0.045,0.678,0.051,0.126,0.006,NA,0.094,0,0.682,0,0,0,NA,0.318
2021-10-07,0.377,0.369,0.038,0.072,0.015,NA,0.129,0.359,0.372,0.037,0.083,0.007,NA,0.142,0.391,0.366,0.04,0.063,0.023,NA,0.117,0.312,0.289,0.087,0.114,0,NA,0.198,0.438,0.374,0.028,0.08,0.015,NA,0.065,0.36,0.43,0,0.021,0.047,NA,0.142,0.358,0.416,0.03,0.045,0,NA,0.151,0.478,0.295,0.026,0.033,0.022,NA,0.146,0.314,0.408,0.047,0.09,0.011,NA,0.13,0.33,0.418,0.041,0.106,0.013,NA,0.092,0.664,0.135,0.03,0.03,0.014,NA,0.127,0.025,0.819,0,0.096,0,NA,0.06,0.136,0.592,0,0.179,0,NA,0.093
2021-10-08,0.373,0.365,0.034,0.077,0.025,NA,0.126,0.359,0.377,0.039,0.08,0.019,NA,0.126,0.383,0.356,0.03,0.075,0.031,NA,0.125,0.316,0.29,0.073,0.127,0,NA,0.194,0.396,0.378,0.026,0.088,0.021,NA,0.091,0.376,0.416,0.009,0.018,0.078,NA,0.103,0.408,0.393,0.02,0.044,0.005,NA,0.13,0.464,0.308,0.022,0.03,0.036,NA,0.14,0.332,0.382,0.04,0.102,0.017,NA,0.127,0.301,0.43,0.042,0.105,0.024,NA,0.098,0.669,0.148,0.027,0.022,0.021,NA,0.113,0.031,0.808,0,0.119,0.002,NA,0.04,0.101,0.435,0,0.134,0.244,NA,0.086
2021-10-09,0.386,0.334,0.049,0.089,0.043,NA,0.099,0.417,0.319,0.057,0.097,0.018,NA,0.092,0.36,0.346,0.042,0.082,0.065,NA,0.105,0.379,0.176,0.058,0.155,0.057,NA,0.175,0.375,0.351,0.061,0.11,0.02,NA,0.083,0.394,0.419,0.027,0.006,0.071,NA,0.083,0.42,0.437,0.032,0.04,0.039,NA,0.032,0.433,0.288,0.04,0.082,0.06,NA,0.097,0.399,0.324,0.041,0.093,0.038,NA,0.105,0.281,0.431,0.079,0.093,0.027,NA,0.089,0.64,0.142,0.047,0.036,0.039,NA,0.096,0.063,0.768,0.003,0.143,0.01,NA,0.013,0.053,0.401,0.036,0.079,0.167,NA,0.264
2021-10-10,0.381,0.325,0.035,0.103,0.05,NA,0.106,0.449,0.301,0.031,0.118,0.026,NA,0.075,0.322,0.345,0.039,0.09,0.071,NA,0.133,0.317,0.236,0.042,0.145,0.065,NA,0.195,0.368,0.319,0.044,0.144,0.025,NA,0.1,0.414,0.386,0.029,0.03,0.066,NA,0.075,0.486,0.415,0.006,0.023,0.07,NA,0,0.371,0.383,0.02,0.099,0.06,NA,0.067,0.425,0.259,0.016,0.095,0.048,NA,0.157,0.295,0.371,0.106,0.131,0.039,NA,0.058,0.644,0.153,0.035,0.034,0.039,NA,0.095,0.101,0.674,0.006,0.174,0.035,NA,0.01,0,0.24,0.025,0.308,0.17,NA,0.257
2021-10-11,0.408,0.306,0.051,0.082,0.045,0.003,0.105,0.483,0.271,0.056,0.114,0.019,0,0.057,0.341,0.337,0.047,0.054,0.069,0.006,0.146,0.361,0.216,0.068,0.109,0.066,0,0.18,0.45,0.277,0.05,0.111,0.027,0,0.085,0.41,0.399,0.02,0.037,0.04,0.004,0.09,0.391,0.447,0.062,0.007,0.06,0.018,0.015,0.393,0.362,0.027,0.082,0.048,0,0.088,0.45,0.234,0.051,0.066,0.05,0.006,0.143,0.334,0.362,0.104,0.121,0.029,0.004,0.046,0.639,0.129,0.037,0.03,0.035,0.006,0.124,0.163,0.649,0.006,0.132,0.05,0,0,0,0.212,0.11,0.327,0.051,0,0.3
2021-10-12,0.405,0.297,0.05,0.06,0.042,0.009,0.137,0.453,0.263,0.06,0.068,0.051,0,0.105,0.36,0.329,0.041,0.053,0.033,0.017,0.167,0.436,0.204,0.064,0.055,0.035,0,0.206,0.436,0.275,0.033,0.08,0.043,0.002,0.131,0.359,0.37,0.056,0.04,0.063,0.003,0.109,0.323,0.439,0.062,0.043,0.019,0.054,0.06,0.402,0.33,0.023,0.04,0.043,0.013,0.149,0.431,0.245,0.062,0.069,0.041,0.006,0.146,0.349,0.352,0.076,0.08,0.042,0.008,0.093,0.691,0.111,0.037,0.017,0.026,0.007,0.111,0.138,0.646,0.013,0.097,0.03,0.015,0.061,0,0.057,0.28,0.365,0.232,0,0.066
2021-10-13,0.411,0.262,0.073,0.045,0.051,0.012,0.146,0.469,0.22,0.086,0.044,0.062,0,0.119,0.355,0.303,0.062,0.045,0.04,0.023,0.172,0.505,0.122,0.086,0.019,0.052,0,0.216,0.439,0.256,0.045,0.07,0.048,0.003,0.139,0.325,0.345,0.096,0.027,0.09,0.004,0.113,0.265,0.446,0.096,0.051,0,0.073,0.069,0.422,0.235,0.033,0.036,0.065,0.017,0.192,0.43,0.241,0.104,0.045,0.043,0.008,0.129,0.344,0.366,0.082,0.061,0.042,0.01,0.095,0.675,0.089,0.047,0.011,0.031,0.009,0.138,0.14,0.638,0.018,0.095,0.013,0.021,0.075,0,0.04,0.474,0.051,0.435,0,0
2021-10-14,0.362,0.293,0.077,0.086,0.044,0.019,0.119,0.37,0.275,0.087,0.083,0.048,0.019,0.118,0.353,0.309,0.068,0.09,0.041,0.019,0.12,0.435,0.126,0.116,0.094,0.053,0.03,0.146,0.329,0.338,0.059,0.104,0.039,0.004,0.127,0.35,0.398,0.082,0.025,0.045,0,0.1,0.329,0.33,0.046,0.113,0.041,0.069,0.072,0.343,0.275,0.065,0.076,0.063,0.014,0.164,0.399,0.252,0.089,0.102,0.027,0.026,0.105,0.317,0.413,0.075,0.074,0.046,0.012,0.063,0.624,0.128,0.091,0.03,0.032,0.024,0.071,0.101,0.641,0.039,0.118,0,0.021,0.08,0,0.118,0.27,0.038,0.319,0,0.255
2021-10-15,0.353,0.362,0.051,0.081,0.02,0.023,0.11,0.31,0.388,0.071,0.092,0.017,0.024,0.098,0.394,0.337,0.032,0.07,0.022,0.022,0.123,0.263,0.325,0.077,0.178,0.011,0.036,0.11,0.358,0.37,0.045,0.047,0.025,0.023,0.132,0.446,0.406,0.025,0.02,0,0,0.103,0.382,0.352,0.056,0.067,0.053,0.028,0.062,0.391,0.317,0.058,0.03,0.035,0.017,0.152,0.326,0.361,0.055,0.118,0.005,0.032,0.103,0.336,0.452,0.032,0.098,0.021,0.016,0.045,0.607,0.155,0.069,0.019,0.024,0.031,0.095,0.104,0.773,0.015,0.064,0,0.004,0.04,0,0.436,0.146,0,0.027,0,0.391
2021-10-16,0.361,0.356,0.052,0.074,0.021,0.02,0.116,0.345,0.361,0.064,0.079,0.017,0.025,0.109,0.377,0.351,0.041,0.07,0.024,0.015,0.122,0.321,0.304,0.063,0.146,0.007,0.03,0.129,0.348,0.362,0.04,0.056,0.037,0.023,0.134,0.411,0.43,0.051,0.023,0.007,0,0.078,0.406,0.334,0.065,0.057,0.027,0.019,0.092,0.393,0.3,0.062,0.045,0.027,0.009,0.164,0.334,0.366,0.053,0.098,0.018,0.031,0.1,0.362,0.443,0.032,0.08,0.015,0.013,0.055,0.606,0.149,0.067,0.018,0.032,0.029,0.099,0.104,0.766,0.017,0.071,0,0.005,0.037,0,0.537,0.151,0,0.018,0,0.294
2021-10-17,0.363,0.37,0.042,0.057,0.014,0.023,0.131,0.371,0.377,0.022,0.059,0.012,0.024,0.135,0.356,0.363,0.061,0.055,0.016,0.021,0.128,0.372,0.333,0.01,0.137,0,0.022,0.126,0.374,0.321,0.039,0.03,0.033,0.037,0.166,0.361,0.408,0.08,0.022,0.008,0.01,0.111,0.316,0.52,0.057,0.028,0,0,0.079,0.351,0.319,0.067,0.023,0.01,0.024,0.206,0.365,0.393,0.024,0.075,0.022,0.027,0.094,0.379,0.414,0.035,0.079,0.006,0.012,0.075,0.613,0.153,0.057,0.006,0.027,0.022,0.122,0.111,0.779,0.013,0.063,0,0.005,0.029,0,0.531,0.018,0,0,0,0.451
