"var","categoria","Si","No"
"P05","Mucho",0.388,0.472
"P05","Bastante",0.353,0.271
"P05","Poco",0.138,0.147
"P05","Nada",0.082,0.073
"P05","No sabe",0.039,0.037
"P06","Siempre",0.204,0.28
"P06","Casi siempre",0.298,0.275
"P06","Casi nunca",0.332,0.31
"P06","Nunca, pero esta es una excepción",0.166,0.135
"P10","Unidos para Cambiar misiones",0.187,0.353
"P10","Juntos Avancemos",0.293,0.299
"P10","De los liberales libertarios",0.318,0.21
"P10","De la Izquierda",0.025,0.029
"P10","Hacemos por nuestro país",0.029,0.009
"P10","En blanco",0.06,0.03
"P10","No sabe",0.088,0.07
"P13","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.233,0.408
"P13","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.242,0.269
"P13","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.374,0.236
"P13","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.027,0.017
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.023,0.009
"P13","En blanco",0.03,0.02
"P13","No sabe",0.071,0.041
"P23","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.442,0.336
"P23","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.26,0.333
"P23","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.153,0.2
"P23","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.06,0.043
"P23","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.032,0.023
"P23","No sabe",0.053,0.065
"P24","Totalmente seguro.",0.65,0.738
"P24","Bastante seguro",0.169,0.105
"P24","Algo seguro",0.101,0.078
"P24","Para nada seguro",0.08,0.079
"P25","Tiene Decidido que va a ir a votar.",0.892,0.904
"P25","Tiene dudas sobre si va a ir a  votar",0.08,0.062
"P25","Tiene Decidido que no va a ir a votar",0.028,0.034
"P26","La votaría",0.395,0.54
"P26","Puede que la vote",0.115,0.05
"P26","Nunca la votaría",0.436,0.387
"P26","No sabe",0.054,0.023
"P27","La votaría",0.254,0.355
"P27","Puede que la vote",0.227,0.091
"P27","Nunca la votaría",0.438,0.517
"P27","No sabe",0.081,0.037
"P28","La votaría",0.406,0.24
"P28","Puede que la vote",0.17,0.091
"P28","Nunca la votaría",0.374,0.642
"P28","No sabe",0.05,0.027
"P29","Si",0.395,0.45
"P29","No",0.605,0.55
"PRESIDENTE","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.276,0.409
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.219,0.266
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.432,0.236
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.006,0.017
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.006,0.009
"PRESIDENTE","En blanco",0.016,0.021
"PRESIDENTE","No sabe",0.045,0.042
"GOBERNADOR","Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.289,0.409
"GOBERNADOR","Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.453,0.267
"GOBERNADOR","Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.155,0.235
"GOBERNADOR","En blanco",0.041,0.047
"GOBERNADOR","No sabe",0.062,0.042
"CORTA_PRESIDENTE","Si",0.442,0
"CORTA_PRESIDENTE","No",0.558,1
"CORTA_GOBERNADOR","Si",0.599,0
"CORTA_GOBERNADOR","No",0.401,1
"P13_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.243,0.423
"P13_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.258,0.276
"P13_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.411,0.249
"P13_imputada","Myriam Bregman a presidenta y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.035,0.018
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.023,0.012
"P13_imputada","En blanco",0.03,0.022
"PRESIDENTE_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.293,0.425
"PRESIDENTE_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.231,0.273
"PRESIDENTE_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.448,0.25
"PRESIDENTE_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.007,0.017
